DISTRICT,DD000A00200022R,DD000AA1200022R,DD000AE2200022R,DD000AM0200022R,DD000AR0200022R,DD004AM0200022R,DD004AR0200022R,DD005AM0200022R,DD005AR0200022R,DD006AM0200022R,DD006AR0200022R,DD007AM0200022R,DD007AR0200022R,DD008AM0200022R,DD008AR0200022R,DD200A00200022R,DD200AA1200022R,DD200AE2200022R,DD200AM0200022R,DD200AR0200022R,DD204AM0200022R,DD204AR0200022R,DD205AM0200022R,DD205AR0200022R,DD206AM0200022R,DD206AR0200022R,DD207AM0200022R,DD207AR0200022R,DD208AM0200022R,DD208AR0200022R,DD300A00200022R,DD300AA1200022R,DD300AE2200022R,DD300AM0200022R,DD300AR0200022R,DD304AM0200022R,DD304AR0200022R,DD305AM0200022R,DD305AR0200022R,DD306AM0200022R,DD306AR0200022R,DD307AM0200022R,DD307AR0200022R,DD308AM0200022R,DD308AR0200022R,DD400A00200022R,DD400AA1200022R,DD400AE2200022R,DD400AM0200022R,DD400AR0200022R,DD404AM0200022R,DD404AR0200022R,DD405AM0200022R,DD405AR0200022R,DD406AM0200022R,DD406AR0200022R,DD407AM0200022R,DD407AR0200022R,DD408AM0200022R,DD408AR0200022R,DDA00A00200022R,DDA00AA1200022R,DDA00AE2200022R,DDA00AM0200022R,DDA00AR0200022R,DDA04AM0200022R,DDA04AR0200022R,DDA05AM0200022R,DDA05AR0200022R,DDA06AM0200022R,DDA06AR0200022R,DDA07AM0200022R,DDA07AR0200022R,DDA08AM0200022R,DDA08AR0200022R,DDB00A00200022R,DDB00AA1200022R,DDB00AE2200022R,DDB00AM0200022R,DDB00AR0200022R,DDB04AM0200022R,DDB04AR0200022R,DDB05AM0200022R,DDB05AR0200022R,DDB06AM0200022R,DDB06AR0200022R,DDB07AM0200022R,DDB07AR0200022R,DDB08AM0200022R,DDB08AR0200022R,DDE00A00200022R,DDE00AA1200022R,DDE00AE2200022R,DDE00AM0200022R,DDE00AR0200022R,DDE04AM0200022R,DDE04AR0200022R,DDE05AM0200022R,DDE05AR0200022R,DDE06AM0200022R,DDE06AR0200022R,DDE07AM0200022R,DDE07AR0200022R,DDE08AM0200022R,DDE08AR0200022R,DDF00A00200022R,DDF00AA1200022R,DDF00AE2200022R,DDF00AM0200022R,DDF00AR0200022R,DDF04AM0200022R,DDF04AR0200022R,DDF05AM0200022R,DDF05AR0200022R,DDF06AM0200022R,DDF06AR0200022R,DDF07AM0200022R,DDF07AR0200022R,DDF08AM0200022R,DDF08AR0200022R,DDH00A00200022R,DDH00AA1200022R,DDH00AE2200022R,DDH00AM0200022R,DDH00AR0200022R,DDH04AM0200022R,DDH04AR0200022R,DDH05AM0200022R,DDH05AR0200022R,DDH06AM0200022R,DDH06AR0200022R,DDH07AM0200022R,DDH07AR0200022R,DDH08AM0200022R,DDH08AR0200022R,DDI00A00200022R,DDI00AA1200022R,DDI00AE2200022R,DDI00AM0200022R,DDI00AR0200022R,DDI04AM0200022R,DDI04AR0200022R,DDI05AM0200022R,DDI05AR0200022R,DDI06AM0200022R,DDI06AR0200022R,DDI07AM0200022R,DDI07AR0200022R,DDI08AM0200022R,DDI08AR0200022R,DDM00A00200022R,DDM00AA1200022R,DDM00AE2200022R,DDM00AM0200022R,DDM00AR0200022R,DDM04AM0200022R,DDM04AR0200022R,DDM05AM0200022R,DDM05AR0200022R,DDM06AM0200022R,DDM06AR0200022R,DDM07AM0200022R,DDM07AR0200022R,DDM08AM0200022R,DDM08AR0200022R,DDR00A00200022R,DDR00AA1200022R,DDR00AE2200022R,DDR00AM0200022R,DDR00AR0200022R,DDR04AM0200022R,DDR04AR0200022R,DDR05AM0200022R,DDR05AR0200022R,DDR06AM0200022R,DDR06AR0200022R,DDR07AM0200022R,DDR07AR0200022R,DDR08AM0200022R,DDR08AR0200022R,DDS00A00200022R,DDS00AA1200022R,DDS00AE2200022R,DDS00AM0200022R,DDS00AR0200022R,DDS04AM0200022R,DDS04AR0200022R,DDS05AM0200022R,DDS05AR0200022R,DDS06AM0200022R,DDS06AR0200022R,DDS07AM0200022R,DDS07AR0200022R,DDS08AM0200022R,DDS08AR0200022R,DDW00A00200022R,DDW00AA1200022R,DDW00AE2200022R,DDW00AM0200022R,DDW00AR0200022R,DDW04AM0200022R,DDW04AR0200022R,DDW05AM0200022R,DDW05AR0200022R,DDW06AM0200022R,DDW06AR0200022R,DDW07AM0200022R,DDW07AR0200022R,DDW08AM0200022R,DDW08AR0200022R,DISTNAME,DNC00A00200022R,DNC00AA1200022R,DNC00AE2200022R,DNC00AM0200022R,DNC00AR0200022R,DNC04AM0200022R,DNC04AR0200022R,DNC05AM0200022R,DNC05AR0200022R,DNC06AM0200022R,DNC06AR0200022R,DNC07AM0200022R,DNC07AR0200022R,DNC08AM0200022R,DNC08AR0200022R,DNM00A00200022R,DNM00AA1200022R,DNM00AE2200022R,DNM00AM0200022R,DNM00AR0200022R,DNM04AM0200022R,DNM04AR0200022R,DNM05AM0200022R,DNM05AR0200022R,DNM06AM0200022R,DNM06AR0200022R,DNM07AM0200022R,DNM07AR0200022R,DNM08AM0200022R,DNM08AR0200022R,DNS00A00200022R,DNS00AA1200022R,DNS00AE2200022R,DNS00AM0200022R,DNS00AR0200022R,DNS04AM0200022R,DNS04AR0200022R,DNS05AM0200022R,DNS05AR0200022R,DNS06AM0200022R,DNS06AR0200022R,DNS07AM0200022R,DNS07AR0200022R,DNS08AM0200022R,DNS08AR0200022R
"'003903",67,62,69,60,73,67,76,80,94,54,52,35,76,60,74,67,54,88,59,76,70,82,61,89,62,38,29,75,69,84,82,-1,100,72,88,.,.,-1,-1,60,70,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,62,71,63,74,67,75,81,90,54,50,51,82,64,76,64,58,61,59,69,63,73,81,87,52,43,40,78,59,73,67,60,70,61,73,65,74,81,90,54,49,48,80,62,74,70,67,74,64,76,70,79,83,92,51,49,46,79,66,82,69,65,76,63,75,68,75,83,94,52,51,47,81,65,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,58,68,62,72,64,71,79,89,58,51,54,84,62,69,65,53,66,59,71,63,73,81,90,52,47,45,78,60,71,57,40,56,55,59,54,61,81,78,63,46,39,62,54,58,74,63,67,70,77,67,75,81,87,64,61,75,89,73,83,"LUFKIN ISD",68,62,71,63,74,69,75,81,90,53,49,50,82,63,75,69,67,69,65,74,59,73,83,90,60,56,51,79,70,78,76,75,56,72,80,68,68,87,93,81,78,31,100,70,88
"'003904",70,-1,-1,75,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,60,-1,64,74,-1,-1,-1,-1,90,80,70,90,43,64,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,69,52,75,64,75,64,72,64,81,76,64,72,79,59,76,63,20,-1,60,66,-1,-1,90,60,-1,-1,-1,-1,50,50,68,49,75,62,73,61,65,64,79,75,66,71,79,55,75,72,49,82,67,78,64,73,73,86,74,65,73,80,72,81,68,80,-1,65,71,83,92,42,67,55,45,70,80,67,67,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,67,54,67,62,71,65,70,57,76,79,62,72,78,49,71,64,36,75,56,73,55,56,62,79,71,64,68,77,54,77,61,22,65,55,68,73,83,47,63,67,67,58,66,59,65,70,51,75,64,75,61,70,64,83,78,65,74,78,60,78,"HUNTINGTON ISD",70,54,72,67,73,67,66,70,83,79,61,74,79,58,73,68,43,93,57,80,56,85,47,76,69,70,68,79,61,82,62,-1,-1,53,70,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'003905",64,50,59,61,67,47,66,88,100,40,34,85,100,73,72,71,-1,-1,70,73,-1,-1,-1,-1,-1,-1,.,.,-1,-1,71,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,56,68,62,74,50,68,86,93,40,41,71,90,71,80,72,63,93,68,76,58,65,88,97,54,46,69,73,69,79,67,54,70,60,74,46,76,83,94,42,41,69,86,68,79,70,57,66,64,76,48,70,85,97,47,45,75,94,74,84,67,51,65,61,73,43,73,87,94,42,40,72,91,77,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,55,70,60,71,52,66,88,89,32,37,67,86,70,78,69,50,71,64,74,47,73,88,93,46,34,72,88,72,76,64,64,64,61,66,44,65,78,91,44,22,68,73,61,61,68,61,68,61,74,54,64,83,89,24,38,71,94,58,79,"DIBOLL ISD",68,57,68,62,74,47,71,89,93,38,40,68,91,73,80,69,50,69,65,73,60,60,76,93,50,47,89,87,63,82,60,-1,-1,37,81,42,100,.,.,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,-1,.,33,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,44,79,47,79,47,59,55,84,41,80,43,95,57,69,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,62,32,64,49,76,46,54,63,83,54,85,53,94,44,67,71,56,83,57,86,50,58,69,100,30,75,57,100,100,86,64,-1,-1,50,80,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,37,75,40,73,45,59,46,75,50,85,19,88,33,56,51,29,-1,40,66,50,43,50,69,30,60,42,92,50,58,51,17,-1,48,56,-1,-1,80,60,-1,-1,-1,-1,-1,-1,64,50,77,48,81,47,60,55,88,40,83,43,95,58,71,"ZAVALLA ISD",59,47,77,42,76,55,55,43,82,34,82,38,94,40,58,72,33,-1,60,86,33,67,75,88,-1,-1,58,100,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.
"'003907",69,60,-1,70,68,86,64,55,64,88,44,43,93,-1,-1,73,-1,-1,74,72,-1,-1,67,67,-1,-1,50,60,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,36,67,64,74,80,79,57,72,77,72,53,79,87,76,78,-1,-1,62,93,-1,-1,-1,-1,80,70,50,100,-1,-1,66,26,65,60,71,75,75,53,74,71,70,47,75,83,67,71,40,60,67,74,77,82,68,67,77,74,52,79,92,77,67,38,69,65,70,83,74,44,62,86,66,57,79,94,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,33,71,61,74,81,76,46,76,77,69,54,79,81,74,66,28,71,61,71,73,71,65,65,74,62,48,78,88,81,59,30,50,54,66,57,67,67,77,75,47,29,71,70,65,70,36,64,64,75,77,81,61,76,72,75,53,80,85,74,"CENTRAL ISD",69,41,68,64,75,75,82,57,70,78,73,51,80,86,72,69,24,59,66,72,89,71,55,77,74,67,61,72,91,86,80,.,-1,68,91,70,100,-1,-1,-1,-1,-1,-1,-1,-1
"'004901",69,70,63,67,71,40,60,71,64,55,50,64,100,93,86,77,-1,90,79,75,-1,-1,57,43,-1,-1,-1,-1,100,71,84,-1,80,89,80,-1,-1,-1,-1,-1,-1,100,100,80,86,90,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,70,65,73,66,73,57,75,69,71,57,61,70,85,80,77,48,-1,-1,29,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,59,73,62,71,55,74,69,68,50,55,67,84,74,72,71,69,78,68,74,59,77,74,71,54,56,69,83,82,79,66,56,67,61,71,53,71,70,71,50,54,65,87,75,75,50,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,69,62,68,65,73,55,73,64,71,59,67,71,87,77,75,66,57,72,62,70,54,71,67,70,54,55,59,82,76,74,59,40,58,55,63,70,63,66,67,47,61,47,66,56,63,73,72,75,69,75,60,77,69,75,62,67,72,82,83,79,"ARANSAS COUNTY ISD",71,69,74,69,73,62,73,73,73,61,59,68,84,79,78,67,53,68,59,74,45,80,59,66,45,67,74,88,83,72,74,.,-1,66,82,58,100,67,83,-1,-1,-1,-1,-1,-1
"'005901",67,-1,.,64,70,-1,-1,.,.,.,.,-1,-1,-1,-1,67,.,-1,-1,80,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,54,68,73,79,90,64,85,98,84,88,56,84,79,75,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,70,41,75,64,75,91,65,77,100,-1,-1,58,88,54,62,80,53,78,77,83,93,75,91,95,88,88,69,88,73,80,65,33,80,61,70,85,55,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,72,54,54,70,75,87,53,80,100,78,89,50,82,84,71,73,37,73,65,83,96,75,82,100,83,83,59,86,78,78,59,0,-1,52,67,-1,-1,-1,-1,-1,-1,30,70,-1,-1,78,58,64,77,80,92,68,86,100,88,92,61,82,81,74,"ARCHER CITY ISD",78,53,74,74,82,89,66,86,98,80,95,62,88,81,71,71,56,50,73,68,90,60,-1,-1,100,60,-1,-1,75,88,83,.,-1,-1,80,-1,-1,-1,-1,-1,-1,.,.,.,.
"'005902",83,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,67,-1,-1,67,68,-1,-1,71,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,67,66,77,78,86,71,93,91,56,54,84,94,70,90,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,74,61,74,72,76,73,54,92,85,59,64,77,91,57,83,77,57,63,74,80,80,70,98,96,51,60,86,95,67,87,81,91,50,84,78,-1,-1,100,93,79,64,75,90,75,100,57,.,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,78,76,69,79,77,92,71,89,87,61,47,80,91,73,92,75,55,71,71,79,84,66,96,87,55,45,67,97,59,93,67,31,64,66,68,84,50,85,69,77,36,58,100,40,90,78,65,70,76,79,87,73,95,93,56,54,84,94,69,89,"HOLLIDAY ISD",76,67,64,75,77,84,68,92,91,49,49,84,95,69,92,83,67,82,83,83,92,79,100,94,78,69,84,89,77,82,79,.,-1,71,85,.,.,.,.,-1,-1,-1,-1,-1,-1
"'005904",71,-1,-1,79,63,-1,-1,-1,-1,60,60,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,79,70,79,78,99,84,92,84,64,53,70,89,74,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,78,69,79,67,100,67,100,80,64,36,64,68,79,86,80,88,74,81,79,98,86,87,89,56,42,68,93,84,92,78,80,92,82,73,95,73,100,83,71,43,78,72,73,77,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,78,74,65,78,77,100,81,100,77,73,67,72,86,62,82,73,67,82,73,73,100,77,-1,-1,79,29,40,100,57,75,73,-1,-1,68,78,100,75,-1,-1,-1,-1,-1,-1,-1,-1,79,78,65,79,80,100,89,90,85,62,56,70,95,73,93,"WINDTHORST ISD",81,80,74,82,80,100,87,90,80,71,60,74,89,73,87,72,70,50,72,72,93,71,100,100,50,42,50,90,75,90,82,.,.,100,64,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'006902",-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,71,-1,.,69,75,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,90,80,72,78,79,88,74,88,50,45,63,86,77,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,81,80,65,79,80,100,75,88,20,30,57,87,80,70,76,94,81,73,79,72,78,72,83,50,63,75,85,82,86,70,-1,80,63,76,-1,-1,60,80,-1,-1,75,75,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,74,86,80,70,77,88,100,75,92,50,14,56,86,73,68,73,92,78,65,82,80,100,70,80,-1,-1,39,94,67,75,63,-1,-1,44,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,96,81,73,79,77,87,77,90,53,47,63,87,79,84,"CLAUDE ISD",74,88,73,71,77,75,86,68,85,47,50,72,91,78,81,77,-1,90,73,80,-1,-1,-1,-1,-1,-1,50,79,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.
"'007901",55,-1,-1,43,68,-1,-1,.,.,-1,-1,40,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,72,75,51,75,93,93,88,90,5,32,23,86,48,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,68,71,50,74,90,93,89,86,7,31,28,89,45,82,64,86,79,53,74,79,93,-1,-1,0,11,25,78,50,85,63,73,77,51,76,95,92,86,89,2,30,25,88,44,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,50,64,50,76,100,93,84,88,8,42,22,94,46,79,65,78,77,52,78,92,95,87,89,5,36,23,87,43,86,59,-1,-1,46,71,-1,-1,100,100,8,17,-1,-1,25,94,60,-1,-1,53,68,-1,-1,-1,-1,20,40,-1,-1,-1,-1,"CHARLOTTE ISD",64,77,73,51,76,94,94,86,89,0,30,24,90,44,81,61,56,-1,51,72,92,92,-1,-1,19,38,21,71,-1,-1,75,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'007902",68,-1,-1,66,70,-1,-1,-1,-1,57,50,-1,-1,-1,-1,60,-1,-1,80,40,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,79,78,73,83,70,71,59,90,69,80,82,92,77,87,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,75,65,84,69,82,66,63,59,84,68,80,77,92,75,83,80,86,85,74,86,65,70,68,94,71,82,83,96,69,91,80,75,80,74,85,70,73,62,90,73,83,83,94,79,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,74,72,72,80,74,72,52,86,67,78,82,89,84,83,74,59,88,66,83,66,67,52,89,65,80,77,90,72,82,67,33,88,57,78,50,67,79,83,68,71,64,90,42,79,76,85,77,72,81,71,71,53,89,63,74,83,89,70,88,"JOURDANTON ISD",79,85,76,75,83,70,72,59,92,72,80,83,92,75,88,75,54,88,67,82,67,67,60,83,61,80,81,91,83,83,73,-1,-1,62,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",68,36,100,57,81,69,91,79,75,68,56,48,88,56,88,94,-1,-1,-1,90,.,.,.,.,.,.,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,51,74,59,78,59,71,71,85,66,67,48,84,65,86,64,-1,.,33,100,-1,-1,-1,-1,.,.,-1,-1,-1,-1,67,44,75,57,76,54,68,71,87,64,63,51,81,61,84,70,55,87,60,80,56,67,70,84,75,69,43,89,64,90,68,48,76,58,78,56,71,71,87,64,63,49,84,66,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,47,66,58,76,63,76,72,89,57,65,51,81,66,82,66,38,73,56,77,55,72,71,86,68,69,47,79,61,83,50,15,79,36,65,43,43,33,86,64,57,27,69,30,75,71,61,57,64,78,71,69,75,81,74,78,40,85,73,86,"LYTLE ISD",70,55,71,62,78,63,75,75,84,64,66,49,84,71,86,65,39,84,52,79,49,63,61,90,69,68,43,85,50,88,79,-1,.,68,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007905",81,86,83,80,82,82,71,79,79,78,73,45,95,100,100,86,-1,-1,81,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,-1,-1,83,75,-1,-1,.,.,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,76,67,69,79,68,73,69,80,63,71,62,92,80,87,65,-1,.,36,100,-1,-1,-1,-1,.,.,-1,-1,.,.,72,75,66,67,77,67,71,69,75,63,70,52,93,80,84,76,81,68,71,81,70,78,75,81,58,71,63,94,80,91,74,76,66,70,78,69,73,73,78,63,71,60,92,81,85,65,.,.,60,70,.,.,.,.,-1,-1,-1,-1,-1,-1,72,70,67,67,77,65,68,64,78,67,71,60,90,80,84,73,70,67,69,78,64,70,70,74,80,69,53,91,78,87,63,48,79,58,68,70,50,61,66,51,59,50,77,73,78,74,73,69,67,80,66,72,60,81,63,73,69,93,78,93,"PLEASANTON ISD",74,76,67,69,79,69,71,67,79,62,75,62,91,77,86,75,74,68,70,79,64,78,75,82,63,58,60,95,95,93,75,-1,-1,74,75,80,80,-1,-1,81,69,50,90,80,83
"'007906",64,43,100,54,76,100,-1,67,100,34,44,43,87,54,71,75,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,43,81,58,77,78,76,64,88,58,47,38,91,63,84,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,65,33,81,56,74,78,75,63,83,57,45,33,88,65,80,71,50,77,64,78,75,83,69,89,62,48,48,93,76,87,67,42,83,57,77,75,76,66,88,57,45,35,90,63,82,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,65,36,85,52,76,80,69,59,86,54,47,28,90,50,81,65,24,79,54,76,75,72,67,84,59,49,37,89,65,82,68,30,71,60,76,64,40,73,70,53,71,50,100,67,100,74,64,69,68,80,100,78,50,78,67,58,-1,100,63,100,"POTEET ISD",66,45,81,57,76,77,72,65,86,57,43,34,92,56,82,73,31,80,63,83,79,88,63,92,63,59,47,88,78,92,79,-1,-1,63,94,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'008901",65,36,63,58,72,33,58,76,79,67,56,61,94,75,73,61,-1,67,50,70,-1,-1,40,50,67,83,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,66,66,58,73,44,66,61,82,54,59,56,89,72,79,58,43,50,52,64,36,64,71,79,50,21,27,82,80,77,63,49,67,55,71,39,67,63,76,52,51,56,89,71,77,68,75,63,59,76,49,72,63,85,51,60,53,89,74,89,65,56,65,57,72,37,65,68,83,47,51,62,90,76,81,80,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,64,57,68,57,71,37,59,60,80,58,58,60,89,71,70,62,22,71,55,69,33,48,77,82,59,59,58,88,65,85,54,19,54,41,68,16,68,57,72,58,54,41,83,63,75,68,74,66,61,75,49,67,56,84,58,66,56,90,70,79,"BELLVILLE ISD",66,67,65,60,73,43,63,62,83,54,60,59,89,75,80,64,57,72,53,74,47,79,57,79,56,55,41,89,61,76,87,-1,-1,79,95,-1,-1,-1,-1,-1,-1,-1,-1,83,83
"'008902",66,64,73,61,72,59,74,75,84,47,41,58,86,57,70,58,50,79,50,65,20,40,83,67,-1,-1,-1,-1,-1,67,88,-1,-1,79,100,.,.,-1,-1,.,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,73,74,60,73,62,71,82,86,38,48,50,88,55,68,62,75,68,59,65,50,55,90,93,36,45,22,67,56,55,65,69,74,60,70,60,67,80,85,42,45,53,83,55,63,67,73,77,60,74,62,70,84,84,33,49,48,88,58,71,65,72,71,60,69,59,67,83,84,41,44,55,85,54,67,80,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,66,73,72,60,71,63,71,79,88,42,48,53,88,52,64,66,64,77,60,73,60,73,79,88,44,42,49,84,48,64,63,48,78,52,74,58,70,76,90,45,58,42,86,35,66,71,77,79,61,79,72,81,77,87,31,57,40,94,59,73,"SEALY ISD",68,76,74,61,74,61,73,83,87,37,52,50,88,56,71,62,59,76,58,66,68,62,74,79,42,33,50,84,50,55,61,-1,-1,46,75,33,67,-1,-1,-1,-1,30,86,40,-1
"'008903",72,50,-1,70,74,96,81,67,67,54,61,54,92,88,71,81,-1,-1,80,82,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,59,66,72,78,86,80,76,78,65,67,62,89,89,85,65,-1,-1,64,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,47,71,66,76,83,78,75,71,58,67,51,89,86,79,79,75,64,78,80,83,81,88,88,69,53,64,97,94,87,75,63,68,72,79,96,81,79,75,57,68,58,90,88,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,43,67,66,76,89,78,69,72,63,76,59,81,84,82,72,40,50,67,76,90,77,73,73,63,67,50,88,83,82,62,30,58,56,68,79,57,50,17,67,67,47,83,80,85,75,56,63,71,78,75,80,67,79,85,77,64,89,89,85,"BRAZOS ISD",75,63,60,72,77,90,85,73,79,61,62,62,89,89,86,76,46,85,72,80,75,67,83,75,79,79,60,90,89,81,85,.,.,88,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'009901",63,74,95,51,76,60,85,72,83,42,41,15,92,50,64,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,78,86,57,78,55,79,75,90,39,34,30,92,65,75,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,66,75,86,55,77,51,81,74,88,37,31,32,91,63,74,71,86,90,62,80,65,77,81,92,36,43,26,97,69,70,66,76,89,56,77,53,81,74,89,37,31,31,91,64,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,70,83,53,75,48,81,67,87,42,24,33,87,63,79,66,73,94,55,79,49,81,79,88,42,40,27,91,58,72,54,46,100,46,64,29,57,82,82,38,31,35,65,44,67,74,87,75,70,79,78,67,89,100,56,56,15,95,89,80,"MULESHOE ISD",68,79,89,57,79,54,80,72,90,40,36,31,93,67,79,61,70,61,57,65,61,77,93,87,33,20,18,77,58,54,74,.,-1,69,78,-1,-1,-1,-1,-1,-1,-1,-1,.,.
