DISTRICT,DD008AMA1222R,DD008AMA1322R,DD008AMA1S22R,DD008ARE1222R,DD008ARE1322R,DD008ARE1S22R,DD008ASC1222R,DD008ASC1322R,DD008ASC1S22R,DD008ASS1222R,DD008ASS1322R,DD008ASS1S22R,DD208AMA1222R,DD208AMA1322R,DD208AMA1S22R,DD208ARE1222R,DD208ARE1322R,DD208ARE1S22R,DD208ASC1222R,DD208ASC1322R,DD208ASC1S22R,DD208ASS1222R,DD208ASS1322R,DD208ASS1S22R,DD308AMA1222R,DD308AMA1322R,DD308AMA1S22R,DD308ARE1222R,DD308ARE1322R,DD308ARE1S22R,DD308ASC1222R,DD308ASC1322R,DD308ASC1S22R,DD308ASS1222R,DD308ASS1322R,DD308ASS1S22R,DD408AMA1222R,DD408AMA1322R,DD408AMA1S22R,DD408ARE1222R,DD408ARE1322R,DD408ARE1S22R,DD408ASC1222R,DD408ASC1322R,DD408ASC1S22R,DD408ASS1222R,DD408ASS1322R,DD408ASS1S22R,DDA08AMA1222R,DDA08AMA1322R,DDA08AMA1S22R,DDA08ARE1222R,DDA08ARE1322R,DDA08ARE1S22R,DDA08ASC1222R,DDA08ASC1322R,DDA08ASC1S22R,DDA08ASS1222R,DDA08ASS1322R,DDA08ASS1S22R,DDB08AMA1222R,DDB08AMA1322R,DDB08AMA1S22R,DDB08ARE1222R,DDB08ARE1322R,DDB08ARE1S22R,DDB08ASC1222R,DDB08ASC1322R,DDB08ASC1S22R,DDB08ASS1222R,DDB08ASS1322R,DDB08ASS1S22R,DDE08AMA1222R,DDE08AMA1322R,DDE08AMA1S22R,DDE08ARE1222R,DDE08ARE1322R,DDE08ARE1S22R,DDE08ASC1222R,DDE08ASC1322R,DDE08ASC1S22R,DDE08ASS1222R,DDE08ASS1322R,DDE08ASS1S22R,DDF08AMA1222R,DDF08AMA1322R,DDF08AMA1S22R,DDF08ARE1222R,DDF08ARE1322R,DDF08ARE1S22R,DDF08ASC1222R,DDF08ASC1322R,DDF08ASC1S22R,DDF08ASS1222R,DDF08ASS1322R,DDF08ASS1S22R,DDH08AMA1222R,DDH08AMA1322R,DDH08AMA1S22R,DDH08ARE1222R,DDH08ARE1322R,DDH08ARE1S22R,DDH08ASC1222R,DDH08ASC1322R,DDH08ASC1S22R,DDH08ASS1222R,DDH08ASS1322R,DDH08ASS1S22R,DDI08AMA1222R,DDI08AMA1322R,DDI08AMA1S22R,DDI08ARE1222R,DDI08ARE1322R,DDI08ARE1S22R,DDI08ASC1222R,DDI08ASC1322R,DDI08ASC1S22R,DDI08ASS1222R,DDI08ASS1322R,DDI08ASS1S22R,DDL08AMA1222R,DDL08AMA1322R,DDL08AMA1S22R,DDL08ARE1222R,DDL08ARE1322R,DDL08ARE1S22R,DDL08ASC1222R,DDL08ASC1322R,DDL08ASC1S22R,DDL08ASS1222R,DDL08ASS1322R,DDL08ASS1S22R,DDM08AMA1222R,DDM08AMA1322R,DDM08AMA1S22R,DDM08ARE1222R,DDM08ARE1322R,DDM08ARE1S22R,DDM08ASC1222R,DDM08ASC1322R,DDM08ASC1S22R,DDM08ASS1222R,DDM08ASS1322R,DDM08ASS1S22R,DDR08AMA1222R,DDR08AMA1322R,DDR08AMA1S22R,DDR08ARE1222R,DDR08ARE1322R,DDR08ARE1S22R,DDR08ASC1222R,DDR08ASC1322R,DDR08ASC1S22R,DDR08ASS1222R,DDR08ASS1322R,DDR08ASS1S22R,DDS08AMA1222R,DDS08AMA1322R,DDS08AMA1S22R,DDS08ARE1222R,DDS08ARE1322R,DDS08ARE1S22R,DDS08ASC1222R,DDS08ASC1322R,DDS08ASC1S22R,DDS08ASS1222R,DDS08ASS1322R,DDS08ASS1S22R,DDW08AMA1222R,DDW08AMA1322R,DDW08AMA1S22R,DDW08ARE1222R,DDW08ARE1322R,DDW08ARE1S22R,DDW08ASC1222R,DDW08ASC1322R,DDW08ASC1S22R,DDW08ASS1222R,DDW08ASS1322R,DDW08ASS1S22R,DISTNAME,DNC08AMA1222R,DNC08AMA1322R,DNC08AMA1S22R,DNC08ARE1222R,DNC08ARE1322R,DNC08ARE1S22R,DNC08ASC1222R,DNC08ASC1322R,DNC08ASC1S22R,DNC08ASS1222R,DNC08ASS1322R,DNC08ASS1S22R,DNM08AMA1222R,DNM08AMA1322R,DNM08AMA1S22R,DNM08ARE1222R,DNM08ARE1322R,DNM08ARE1S22R,DNM08ASC1222R,DNM08ASC1322R,DNM08ASC1S22R,DNM08ASS1222R,DNM08ASS1322R,DNM08ASS1S22R,DNS08AMA1222R,DNS08AMA1322R,DNS08AMA1S22R,DNS08ARE1222R,DNS08ARE1322R,DNS08ARE1S22R,DNS08ASC1222R,DNS08ASC1322R,DNS08ASC1S22R,DNS08ASS1222R,DNS08ASS1322R,DNS08ASS1S22R
"'003903",15,3,37,20,9,58,24,7,50,10,4,27,50,19,88,63,42,84,74,47,89,42,21,79,-1,-1,-1,80,80,100,100,60,100,80,80,100,.,.,.,.,.,.,.,.,.,.,.,.,27,8,54,48,29,72,44,23,68,29,17,53,17,5,42,38,20,61,29,13,52,19,14,44,24,7,51,43,25,69,39,19,63,24,14,48,29,9,58,57,37,79,47,26,72,28,17,51,25,6,56,45,27,75,42,21,70,26,13,50,.,.,.,.,.,.,.,.,.,.,.,.,15,3,37,20,9,58,24,7,50,10,4,27,24,6,50,38,22,65,40,20,63,29,17,54,15,3,44,29,12,61,25,8,54,11,4,34,27,12,42,26,12,34,30,13,44,27,14,35,44,14,65,65,46,81,67,41,83,49,28,67,"LUFKIN ISD",26,7,55,50,30,73,46,26,68,31,19,55,27,8,51,39,25,68,37,14,65,21,8,42,20,0,60,63,50,75,75,38,75,38,25,75
"'003904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,86,29,14,86,57,14,86,43,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,19,81,50,34,86,49,21,81,34,17,77,50,0,83,50,33,100,50,17,83,33,0,83,35,13,74,41,28,81,44,17,76,31,14,69,57,30,80,71,55,88,50,25,75,32,20,75,33,33,50,33,33,83,33,33,67,33,33,50,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,11,81,34,18,85,48,18,86,36,15,78,15,2,63,28,15,77,23,3,68,17,3,65,18,0,47,12,0,47,18,12,47,6,6,29,46,21,81,54,36,86,50,21,81,34,18,79,"HUNTINGTON ISD",46,20,80,48,31,88,51,21,84,33,16,77,38,18,82,56,41,82,44,21,74,36,21,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003905",46,17,80,33,13,67,21,10,62,5,3,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,46,12,77,49,27,76,38,16,66,13,8,34,46,15,62,36,29,57,36,7,36,7,7,14,47,15,72,40,20,70,33,13,57,7,4,23,51,18,78,60,30,84,35,12,67,4,2,23,49,14,80,42,21,78,30,16,65,6,2,27,.,.,.,.,.,.,.,.,.,.,.,.,44,15,79,31,8,64,14,6,58,6,3,25,42,8,76,41,25,70,40,19,65,19,12,41,37,8,71,31,13,66,21,9,53,5,3,21,24,5,43,18,5,32,18,9,23,14,9,23,40,3,73,62,36,76,52,19,74,26,17,52,"DIBOLL ISD",48,13,80,49,27,76,36,16,68,11,7,33,40,8,64,48,30,74,44,19,56,22,11,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,12,47,53,32,74,26,16,47,21,16,53,.,.,.,.,.,.,.,.,.,.,.,.,18,0,36,36,18,55,0,0,27,0,0,36,57,29,71,89,67,89,44,22,67,33,33,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,30,20,0,60,10,10,30,10,0,30,8,0,25,33,0,58,8,8,33,8,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,13,47,59,35,76,29,18,47,24,18,59,"ZAVALLA ISD",20,0,20,50,25,58,25,8,50,17,8,50,43,29,86,57,43,100,29,29,43,29,29,57,.,.,.,.,.,.,.,.,.,.,.,.
"'003907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,40,89,67,38,90,61,34,86,18,6,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,35,85,58,25,83,54,25,83,10,0,40,65,43,90,71,40,91,60,27,87,18,5,44,59,41,82,57,30,91,48,30,70,22,17,52,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,36,88,62,36,90,62,44,85,18,8,54,46,11,86,44,8,81,33,11,64,3,3,28,20,0,60,20,0,40,30,0,50,10,0,20,66,38,92,68,38,89,66,37,91,17,3,46,"CENTRAL ISD",70,43,91,65,39,90,61,36,88,17,4,48,55,30,85,72,36,92,60,28,80,20,12,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'004901",33,13,60,40,20,60,13,0,47,7,0,13,29,0,43,43,43,71,43,14,43,29,0,71,40,40,80,71,43,86,43,29,57,29,14,43,.,.,.,.,.,.,.,.,.,.,.,.,41,20,62,46,32,70,30,12,53,20,10,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,13,53,32,20,55,18,7,38,11,5,25,39,19,62,47,37,72,21,7,47,15,5,40,32,12,53,40,24,64,16,6,44,8,1,28,.,.,.,.,.,.,.,.,.,.,.,.,20,10,40,20,0,40,10,0,30,0,0,10,43,21,61,45,27,69,38,18,59,25,16,45,29,10,52,31,19,61,18,5,38,10,3,28,14,3,22,11,3,26,16,3,22,8,3,19,49,27,69,50,38,75,39,17,60,28,18,51,"ARANSAS COUNTY ISD",40,18,62,47,32,71,29,11,52,18,8,40,44,25,60,44,32,68,31,16,55,25,16,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'005901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,33,89,67,44,92,53,39,83,33,17,58,.,.,.,.,.,.,.,.,.,.,.,.,50,0,71,50,29,79,36,14,64,14,7,43,67,33,80,67,60,87,47,27,67,27,13,47,60,0,60,80,40,80,60,20,60,20,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,33,95,67,33,95,57,48,95,38,19,67,70,40,90,60,50,80,40,30,80,30,20,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,37,93,63,43,93,50,40,87,33,20,60,"ARCHER CITY ISD",74,37,93,67,44,93,56,41,89,33,11,59,56,22,78,67,44,89,44,33,67,33,33,56,.,.,.,.,.,.,.,.,.,.,.,.
"'005902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,6,79,74,52,90,52,29,84,45,31,77,.,.,.,.,.,.,.,.,.,.,.,.,22,4,61,50,38,75,29,13,58,38,17,54,38,3,69,67,44,82,38,21,72,28,13,67,50,0,83,71,57,86,57,29,86,57,57,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,8,87,79,58,95,61,35,93,56,44,84,19,6,55,50,19,69,19,3,56,16,9,41,9,0,18,18,0,27,9,0,18,9,0,9,37,5,78,74,52,90,51,29,84,43,30,77,"HOLLIDAY ISD",37,2,75,72,51,89,50,27,84,46,32,74,50,19,94,82,55,91,59,36,86,41,27,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'005904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,20,78,68,53,78,65,30,88,45,25,80,.,.,.,.,.,.,.,.,.,.,.,.,36,7,50,43,43,57,36,14,71,21,21,57,70,20,85,75,55,80,65,20,85,30,25,80,31,0,54,23,15,46,31,0,69,23,8,54,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,70,60,50,75,65,40,90,60,25,80,21,0,43,21,0,43,21,0,71,14,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,27,88,88,69,92,81,42,96,54,31,92,"WINDTHORST ISD",69,19,81,69,54,81,69,27,88,46,27,77,57,21,71,64,50,71,57,36,86,43,21,86,.,.,.,.,.,.,.,.,.,.,.,.
"'006902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,33,71,54,38,83,36,20,76,24,20,52,.,.,.,.,.,.,.,.,.,.,.,.,71,43,71,57,43,86,38,13,88,13,13,38,73,45,82,82,64,100,42,25,83,25,25,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,54,23,62,31,15,69,31,15,69,23,15,46,17,0,33,17,0,67,0,0,43,0,0,14,0,0,20,0,0,60,20,20,40,20,0,20,62,38,71,62,43,81,38,24,76,29,24,48,"CLAUDE ISD",61,33,72,56,39,89,33,17,72,22,17,50,67,33,67,50,33,67,43,29,86,29,29,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,52,45,21,76,14,7,38,10,3,38,.,.,.,.,.,.,.,.,.,.,.,.,14,0,38,38,10,71,0,0,29,0,0,29,14,0,57,43,21,86,0,0,36,0,0,21,19,4,46,42,15,73,8,4,35,8,0,31,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,20,47,47,20,67,27,13,40,20,7,53,13,4,39,43,17,70,9,9,30,9,4,26,13,0,25,25,13,50,13,13,25,13,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",23,8,46,42,19,73,12,8,38,12,4,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,6,71,79,55,95,51,26,79,16,7,52,.,.,.,.,.,.,.,.,.,.,.,.,35,4,65,68,35,92,42,20,68,12,2,45,30,8,62,82,55,95,34,20,68,7,4,32,39,6,70,78,48,93,48,23,73,14,4,44,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,5,78,77,54,95,67,33,89,25,10,70,29,2,63,65,29,91,25,6,62,6,2,35,8,0,25,25,17,58,0,0,25,8,8,17,35,9,70,81,67,98,56,30,88,21,12,65,"JOURDANTON ISD",44,5,75,81,55,95,57,31,81,15,6,53,26,9,61,76,55,93,34,14,72,21,10,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",0,0,30,23,15,77,8,0,31,8,0,31,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,2,60,50,29,85,26,10,63,19,8,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,55,46,26,82,19,5,55,12,6,42,17,0,61,58,39,91,21,11,60,18,11,53,12,1,56,47,24,84,21,6,60,17,7,47,.,.,.,.,.,.,.,.,.,.,.,.,0,0,30,23,15,77,8,0,31,8,0,31,17,4,58,44,21,79,31,10,67,21,7,49,6,0,46,25,10,75,8,1,42,7,3,30,20,0,20,20,0,30,20,0,20,20,0,20,50,8,92,70,55,95,50,30,85,30,10,70,"LYTLE ISD",16,2,63,52,32,87,26,8,63,18,8,51,19,4,52,46,23,80,26,14,63,23,9,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007905",46,0,92,43,21,86,50,14,71,43,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,35,5,73,59,34,85,49,22,75,32,15,68,.,.,.,.,.,.,.,.,.,.,.,.,36,6,69,47,28,79,42,18,68,24,7,62,33,6,70,67,39,87,47,23,71,28,10,63,33,6,70,53,29,83,43,18,72,28,12,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,0,92,38,23,85,46,15,69,38,8,69,36,5,75,53,30,83,51,21,79,35,19,72,26,2,68,46,22,79,36,11,66,20,5,60,16,4,36,27,8,42,23,12,31,19,8,38,38,4,79,72,42,86,63,30,81,39,19,73,"PLEASANTON ISD",35,7,72,58,35,83,51,24,76,32,16,71,33,0,75,64,32,91,41,14,73,30,12,56,40,20,80,50,50,67,50,17,67,50,17,83
"'007906",7,0,53,33,11,67,0,0,44,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,4,65,49,28,84,22,10,57,7,3,28,.,.,.,.,.,.,.,.,.,.,.,.,17,1,61,41,18,80,9,3,49,3,1,20,26,6,74,59,30,92,23,11,62,7,3,28,22,2,60,48,26,83,20,10,54,6,2,27,.,.,.,.,.,.,.,.,.,.,.,.,7,0,53,25,0,63,0,0,38,0,0,13,21,2,57,38,27,75,20,9,51,7,2,29,8,3,51,28,12,76,7,3,38,3,3,15,17,8,42,18,5,64,9,9,23,9,9,9,38,13,94,62,46,92,31,15,77,15,8,38,"POTEET ISD",25,3,66,55,33,86,23,10,60,7,1,31,22,6,64,33,17,77,17,10,47,6,6,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'008901",21,0,64,20,7,73,13,0,47,13,0,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,4,71,56,34,84,31,13,71,38,22,70,19,6,44,13,13,50,6,6,44,13,0,31,21,3,62,42,24,72,18,4,60,27,15,54,29,4,80,71,47,95,36,12,75,39,25,76,20,2,73,54,25,83,21,4,65,29,21,65,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,64,9,0,64,9,0,45,9,0,36,26,4,64,43,23,74,27,14,67,37,19,65,21,3,56,29,12,68,12,3,59,18,0,44,12,6,41,24,12,47,12,6,41,12,0,29,34,4,78,63,43,90,40,18,78,45,26,79,"BELLVILLE ISD",29,3,72,57,36,87,34,15,71,40,25,72,21,7,68,51,27,73,19,5,68,30,11,62,33,0,50,33,17,83,17,0,67,33,17,67
"'008902",10,3,50,14,7,29,11,7,29,7,4,18,33,0,67,44,44,89,44,33,100,44,33,78,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,8,66,46,28,74,37,19,75,30,15,57,12,4,44,28,8,52,16,8,48,24,8,40,25,4,58,30,12,64,31,9,60,22,9,43,31,7,65,52,31,81,33,15,76,25,11,54,27,3,66,41,23,69,34,16,68,23,14,52,-1,-1,-1,.,.,.,.,.,.,.,.,.,4,4,44,14,7,29,11,7,29,7,4,18,34,9,67,40,24,67,42,22,74,34,20,61,6,2,42,16,11,44,13,3,39,5,2,23,12,12,23,19,7,30,22,11,26,15,11,30,48,18,74,60,38,87,47,25,89,40,17,69,"SEALY ISD",34,9,67,48,29,77,39,21,76,31,16,61,29,7,64,38,20,62,27,11,67,22,9,42,33,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'008903",56,0,83,40,5,80,35,10,80,25,15,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,12,88,59,32,89,48,19,85,38,27,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,12,86,53,27,84,36,11,78,29,20,69,63,7,93,68,41,94,41,15,88,29,18,79,59,7,90,58,26,90,40,18,84,34,24,72,.,.,.,.,.,.,.,.,.,.,.,.,44,0,67,11,0,56,22,0,56,11,11,33,59,16,84,51,23,85,54,23,82,46,36,74,44,0,78,30,6,76,18,3,67,15,9,52,36,0,45,18,9,45,18,0,45,18,18,55,73,20,87,65,50,90,70,25,90,55,40,95,"BRAZOS ISD",67,15,87,61,35,90,51,24,86,43,31,80,50,5,90,55,23,86,41,9,82,27,18,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'009901",18,0,36,25,7,57,11,4,39,0,0,21,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,37,11,60,49,26,81,37,21,65,17,10,40,.,.,.,.,.,.,.,.,.,.,.,.,35,7,59,45,20,78,35,17,61,15,8,36,33,10,62,51,33,81,26,14,58,9,5,30,32,8,59,45,22,79,32,16,61,14,9,36,.,.,.,.,.,.,.,.,.,.,.,.,5,0,27,18,9,45,0,0,27,0,0,9,39,13,59,48,21,80,46,27,70,23,14,48,19,0,42,31,10,69,11,5,48,3,0,19,33,11,33,33,11,56,33,22,33,22,11,33,70,40,70,82,55,91,73,64,91,36,18,73,"MULESHOE ISD",39,11,61,50,26,83,38,21,68,18,10,43,27,13,53,47,27,67,33,20,47,13,13,27,.,.,.,.,.,.,.,.,.,.,.,.
"'010901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,64,59,47,82,35,18,76,24,6,59,.,.,.,.,.,.,.,.,.,.,.,.,0,0,60,42,33,75,17,0,67,8,8,42,0,0,80,78,67,89,33,22,78,22,0,78,0,0,67,43,29,71,14,14,71,14,0,43,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,38,25,75,38,13,75,25,13,38,0,0,67,17,17,67,0,0,67,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,70,60,90,50,20,80,30,10,70,"MEDINA ISD",0,0,57,67,50,75,42,25,75,25,8,58,-1,-1,-1,40,40,100,20,0,80,20,0,60,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010902",11,11,56,60,40,80,20,0,40,40,20,40,29,0,57,14,14,86,43,0,71,14,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,22,3,64,56,33,82,32,11,71,28,11,58,.,.,.,.,.,.,.,.,.,.,.,.,13,0,55,45,23,73,27,10,56,20,7,47,23,3,72,69,46,90,38,15,74,25,11,65,22,4,59,46,31,76,31,6,59,20,4,52,.,.,.,.,.,.,.,.,.,.,.,.,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,2,57,45,22,75,28,8,68,30,11,53,11,0,47,38,13,71,12,2,52,18,3,38,9,0,17,21,4,33,25,4,38,25,0,29,22,2,66,63,34,84,32,13,76,31,14,63,"BANDERA ISD",21,3,63,57,32,85,34,11,72,29,10,61,24,2,65,55,33,78,30,12,68,25,13,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011901",26,3,54,29,10,56,17,5,45,4,1,23,27,13,87,48,36,88,36,28,76,36,20,68,83,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,7,63,44,23,69,26,11,59,14,6,39,4,0,37,27,10,50,13,0,40,7,3,33,34,8,63,39,18,65,20,6,52,9,3,33,34,7,66,51,26,76,24,8,58,10,4,35,30,5,59,41,20,66,23,8,54,10,5,33,.,.,.,.,.,.,.,.,.,.,.,.,22,3,50,22,6,51,13,2,39,3,1,19,31,8,60,37,20,63,28,13,59,17,9,43,22,2,53,30,11,59,13,3,45,4,1,26,12,5,17,13,4,25,10,8,16,11,5,16,47,17,76,59,37,81,37,20,77,25,10,57,"BASTROP ISD",32,7,63,45,25,70,26,10,61,14,7,40,33,7,62,43,19,67,26,13,53,14,4,38,16,0,60,20,4,84,20,8,52,8,4,40
"'011902",27,6,57,25,14,49,11,3,37,6,1,22,33,33,50,45,27,82,45,18,55,27,0,36,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,29,9,61,35,21,62,21,5,50,14,4,37,13,0,58,33,5,60,12,0,48,10,2,33,22,4,56,33,20,58,18,3,47,10,3,32,27,8,61,45,30,67,24,6,53,13,3,38,27,6,60,32,20,59,18,4,46,11,2,31,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,4,55,19,9,42,9,1,34,6,1,19,30,9,61,23,9,56,18,4,45,14,4,36,19,4,53,26,12,55,12,1,42,7,2,28,13,5,35,11,0,30,7,2,18,11,2,16,53,28,75,51,35,76,47,16,73,31,12,75,"ELGIN ISD",29,8,58,35,21,63,22,6,48,12,3,35,28,9,66,35,21,61,21,5,52,15,4,41,14,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011904",25,0,58,42,25,75,33,17,50,17,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,5,77,54,27,87,38,22,78,21,7,52,11,0,56,25,25,75,38,13,50,25,0,38,26,3,71,48,23,81,31,12,65,12,0,42,42,8,78,62,38,92,40,22,77,22,8,53,23,2,72,47,27,76,20,11,64,9,4,36,.,.,.,.,.,.,.,.,.,.,.,.,27,0,55,30,10,70,30,10,40,10,0,30,24,1,77,47,18,84,36,23,78,20,5,51,17,1,67,37,13,83,23,11,69,6,1,39,12,0,53,18,0,59,29,6,47,6,0,29,43,7,85,60,27,96,48,30,88,26,8,62,"SMITHVILLE ISD",34,6,80,58,28,89,40,21,80,20,7,52,31,2,71,42,25,83,33,25,72,22,6,53,67,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
