,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
Graduates and TxCHSE,SA3C519R,DA3C5X19R,CA3C5X19R,CB3C5X19R,CH3C5X19R,CW3C5X19R,CI3C5X19R,C33C5X19R,C43C5X19R,C23C5X19R,CS3C5X19R,CE3C5X19R,CL3C5X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C519R,DA2C5X19R,CA2C5X19R,CB2C5X19R,CH2C5X19R,CW2C5X19R,CI2C5X19R,C32C5X19R,C42C5X19R,C22C5X19R,CS2C5X19R,CE2C5X19R,CL2C5X19R,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC518R,DAGC5X18R,CAGC5X18R,CBGC5X18R,CHGC5X18R,CWGC5X18R,CIGC5X18R,C3GC5X18R,C4GC5X18R,C2GC5X18R,CSGC5X18R,CEGC5X18R,CLGC5X18R,,,,,
Received TxCHSE,SAEC518R,DAEC5X18R,CAEC5X18R,CBEC5X18R,CHEC5X18R,CWEC5X18R,CIEC5X18R,C3EC5X18R,C4EC5X18R,C2EC5X18R,CSEC5X18R,CEEC5X18R,CLEC5X18R,,,,,
Continued HS,SANC518R,DANC5X18R,CANC5X18R,CBNC5X18R,CHNC5X18R,CWNC5X18R,CINC5X18R,C3NC5X18R,C4NC5X18R,C2NC5X18R,CSNC5X18R,CENC5X18R,CLNC5X18R,,,,,
Dropped Out,SADC518R,DADC5X18R,CADC5X18R,CBDC5X18R,CHDC5X18R,CWDC5X18R,CIDC5X18R,C3DC5X18R,C4DC5X18R,C2DC5X18R,CSDC5X18R,CEDC5X18R,CLDC5X18R,,,,,
Graduates and TxCHSE,SA3C518R,DA3C5X18R,CA3C5X18R,CB3C5X18R,CH3C5X18R,CW3C5X18R,CI3C5X18R,C33C5X18R,C43C5X18R,C23C5X18R,CS3C5X18R,CE3C5X18R,CL3C5X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C518R,DA2C5X18R,CA2C5X18R,CB2C5X18R,CH2C5X18R,CW2C5X18R,CI2C5X18R,C32C5X18R,C42C5X18R,C22C5X18R,CS2C5X18R,CE2C5X18R,CL2C5X18R,,,,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC618R,"DAGC6X18R
:unselected:",CAGC6X18R,CBGC6X18R,CHGC6X18R,CWGC6X18R,CIGC6X18R,C3GC6X18R,C4GC6X18R,C2GC6X18R,CSGC6X18R,CEGC6X18R,CLGC6X18R,,,,,
Received TxCHSE,SAEC618R,"DAEC6X18R
:unselected:",CAEC6X18R,CBEC6X18R,CHEC6X18R,CWEC6X18R,CIEC6X18R,C3EC6X18R,C4EC6X18R,C2EC6X18R,CSEC6X18R,CEEC6X18R,CLEC6X18R,,,,,
Continued HS,SANC618R,"DANC6X18R
:unselected:",CANC6X18R,CBNC6X18R,CHNC6X18R,CWNC6X18R,CINC6X18R,C3NC6X18R,C4NC6X18R,C2NC6X18R,CSNC6X18R,CENC6X18R,CLNC6X18R,,,,,
Dropped Out,SADC618R,"DADC6X18R
:unselected:",CADC6X18R,CBDC6X18R,CHDC6X18R,CWDC6X18R,CIDC6X18R,C3DC6X18R,C4DC6X18R,C2DC6X18R,CSDC6X18R,CEDC6X18R,CLDC6X18R,,,,,
Graduates and TxCHSE,SA3C618R,"DA3C6X18R
:unselected:",CA3C6X18R,CB3C6X18R,CH3C6X18R,CW3C6X18R,CI3C6X18R,C33C6X18R,C43C6X18R,C23C6X18R,CS3C6X18R,CE3C6X18R,CL3C6X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C618R,DA2C6X18R,CA2C6X18R,CB2C6X18R,CH2C6X18R,CW2C6X18R,CI2C6X18R,C32C6X18R,C42C6X18R,C22C6X18R,CS2C6X18R,CE2C6X18R,CL2C6X18R,,,,,
Class of 2017,,,,,,,,,,,,,,,,,,
Graduated,SAGC617R,DAGC6X17R,CAGC6X17R,CBGC6X17R,CHGC6X17R,CWGC6X17R,CIGC6X17R,C3GC6X17R,C4GC6X17R,C2GC6X17R,CSGC6X17R,CEGC6X17R,CLGC6X17R,,,,,
Received TxCHSE,SAEC617R,DAEC6X17R,CAEC6X17R,CBEC6X17R,CHEC6X17R,CWEC6X17R,CIEC6X17R,C3EC6X17R,C4EC6X17R,C2EC6X17R,CSEC6X17R,CEEC6X17R,CLEC6X17R,,,,,
Continued HS,SANC617R,DANC6X17R,CANC6X17R,CBNC6X17R,CHNC6X17R,CWNC6X17R,CINC6X17R,C3NC6X17R,C4NC6X17R,C2NC6X17R,CSNC6X17R,CENC6X17R,CLNC6X17R,,,,,
Dropped Out,SADC617R,DADC6X17R,CADC6X17R,CBDC6X17R,CHDC6X17R,CWDC6X17R,CIDC6X17R,C3DC6X17R,C4DC6X17R,C2DC6X17R,CSDC6X17R,CEDC6X17R,CLDC6X17R,,,,,
Graduates and TxCHSE,SA3C617R,DA3C6X17R,CA3C6X17R,CB3C6X17R,CH3C6X17R,CW3C6X17R,CI3C6X17R,C33C6X17R,C43C6X17R,C23C6X17R,CS3C6X17R,CE3C6X17R,CL3C6X17R,,,,,
"Grads, TxCHSE, & Cont",SA2C617R,DA2C6X17R,CA2C6X17R,CB2C6X17R,CH2C6X17R,CW2C6X17R,CI2C6X17R,C32C6X17R,C42C6X17R,C22C6X17R,CS2C6X17R,CE2C6X17R,CL2C6X17R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,SAGC420R,DAGC420R,CAGC420R,CBGC420R,CHGC420R,CWGC420R,CIGC420R,C3GC420R,C4GC420R,C2GC420R,CSGC420R,CEGC420R,CLGC420R,,,,,
Class of 2019,SAGC419R,DAGC419R,CAGC419R,CBGC419R,CHGC419R,CWGC419R,CIGC419R,C3GC419R,C4GC419R,C2GC419R,CSGC419R,CEGC419R,CLGC419R,,,,,
Class of 2020,SARC420R,DARC4X20R,CARC4X20R,CBRC4X20R,CHRC4X20R,CWRC4X20R,CIRC4X20R,C3RC4X20R,C4RC4X20R,C2RC4X20R,CSRC4X20R,CERC4X20R,CLRC4X20R,,,,,
Class of 2019,SARC419R,DARC4X19R,CARC4X19R,CBRC4X19R,CHRC4X19R,CWRC4X19R,CIRC4X19R,C3RC4X19R,C4RC4X19R,C2RC4X19R,CSRC4X19R,CERC4X19R,CLRC4X19R,,,,,
FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SAPC420R,DAPC4X20R,CAPC4X20R,CBPC4X20R,CHPC4X20R,CWPC4X20R,CIPC4X20R,C3PC4X20R,C4PC4X20R,C2PC4X20R,CSPC4X20R,CEPC4X20R,CLPC4X20R,,,,,
Class of 2019,SAPC419R,DAPC4X19R,CAPC4X19R,CBPC4X19R,CHPC4X19R,CWPC4X19R,CIPC4X19R,C3PC4X19R,C4PC4X19R,C2PC4X19R,CSPC4X19R,CEPC4X19R,CLPC4X19R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SAAC420R,DAAC4X20R,CAAC4X20R,CBAC4X20R,CHAC4X20R,CWAC4X20R,CIAC4X20R,C3AC4X20R,C4AC4X20R,C2AC4X20R,CSAC4X20R,CEAC4X20R,CLAC4X20R,,,,,
Class of 2019,SAAC419R,DAAC4X19R,CAAC4X19R,CBAC4X19R,CHAC4X19R,CWAC4X19R,CIAC4X19R,C3AC4X19R,C4AC4X19R,C2AC4X19R,CSAC4X19R,CEAC4X19R,CLAC4X19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SASC420R,DASC4X20R,CASC4X20R,CBSC4X20R,CHSC4X20R,CWSC4X20R,CISC4X20R,C3SC4X20R,C4SC4X20R,C2SC4X20R,CSSC4X20R,CESC4X20R,CLSC4X20R,,,,,
Class of 2019,SASC419R,DASC4X19R,CASC4X19R,CBSC4X19R,CHSC4X19R,CWSC4X19R,CISC4X19R,C3SC4X19R,C4SC4X19R,C2SC4X19R,CSSC4X19R,CESC4X19R,CLSC4X19R,,,,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GH20R,DA0GH20R,CA0GH20R,CB0GH20R,CH0GH20R,CW0GH20R,CI0GH20R,C30GH20R,C40GH20R,C20GH20R,CS0GH20R,CE0GH20R,CL0GH20R,,,,,
2018-19,SA0GH19R,DA0GH19R,CA0GH19R,CB0GH19R,CH0GH19R,CW0GH19R,CI0GH19R,C30GH19R,C40GH19R,C20GH19R,CS0GH19R,CE0GH19R,CL0GH19R,,,,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GE20R,DA0GE20R,CA0GE20R,CB0GE20R,CH0GE20R,CW0GE20R,CI0GE20R,C30GE20R,C40GE20R,C20GE20R,CS0GE20R,CE0GE20R,CL0GE20R,,,,,
2018-19,SA0GE19R,DA0GE19R,CA0GE19R,CB0GE19R,CH0GE19R,CW0GE19R,CI0GE19R,C30GE19R,C40GE19R,C20GE19R,CS0GE19R,CE0GE19R,CL0GE19R,,,,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GA20R,DA0GA20R,CA0GA20R,CB0GA20R,CH0GA20R,CW0GA20R,CI0GA20R,C30GA20R,C40GA20R,C20GA20R,CS0GA20R,CE0GA20R,CL0GA20R,,,,,
2018-19,SA0GA19R,DA0GA19R,CA0GA19R,CB0GA19R,CH0GA19R,CW0GA19R,CI0GA19R,C30GA19R,C40GA19R,C20GA19R,CS0GA19R,CE0GA19R,CL0GA19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GS20R,DA0GS20R,CA0GS20R,CB0GS20R,CH0GS20R,CW0GS20R,CI0GS20R,C30GS20R,C40GS20R,C20GS20R,CS0GS20R,CE0GS20R,CL0GS20R,,,,,
2018-19,SA0GS19R,DA0GS19R,CA0GS19R,CB0GS19R,CH0GS19R,CW0GS19R,CI0GS19R,C30GS19R,C40GS19R,C20GS19R,CS0GS19R,CE0GS19R,CL0GS19R,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,Campus Count,Campus Percent,Distarict Count,State Percent,,,,,,,,,,,,,,
Graduates (2019-20 Annual Graduates),,,,,,,,,,,,,,,,,,
Total Graduates,CA0GR20N,100.0%,DA0GR20N,SA0GR20N,,,,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,,,,
African American,CB0GR20N,CB0GR20R,DB0GR20N,SB0GR20N,,,,,,,,,,,,,,
Hispanic,CH0GR20N,CH0GR20R,DH0GR20N,SH0GR20N,,,,,,,,,,,,,,
White,CW0GR20N,CW0GR20R,DW0GR20N,SW0GR20N,,,,,,,,,,,,,,
American Indian,CI0GR20N,CI0GR20R,DI0GR20N,SI0GR20N,,,,,,,,,,,,,,
Asian,C30GR20N,C30GR20R,D30GR20N,S30GR20N,,,,,,,,,,,,,,
Pacific Islander,C40GR20N,C40GR20R,D40GR20N,S40GR20N,,,,,,,,,,,,,,
Two or More Races,C20GR20N,C20GR20R,D20GR20N,S20GR20N,,,,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,,,,
Minimum H.S. Program,CA0GM20N,CA0GM20P,DA0GM20N,SA0GM20N,,,,,,,,,,,,,,
Recommended H.S. Program/DAP,"CA0GH20N
:unselected:",CA0GH20P,DA0GH20N,SA0GH20N,,,,,,,,,,,,,,
Foundation H.S. Program (No Endorsement),"CA0GN20N
:unselected:",CA0GN20P,DA0GN20N,SA0GN20N,,,,,,,,,,,,,,
Foundation H.S. Program (Endorsement),"CA0GE20N
:unselected:",CA0GE20P,DA0GE20N,SA0GE20N,,,,,,,,,,,,,,
Foundation H.S. Program (DLA),"CA0GA20N
:unselected:",CA0GA20P,DA0GA20N,SA0GA20N,,,,,,,,,,,,,,
Special Education Graduates,CS0GR20N,CS0GR20R,DS0GR20N,SS0GR20N,,,,,,,,,,,,,,
Economically Disadvantaged Graduates,CE0GR20N,CE0GR20R,DE0GR20N,SE0GR20N,,,,,,,,,,,,,,
Emergent Bilingual (EB)/English Learner (EL) Graduates,CL0GR20N,CL0GR20R,DL0GR20N,SL0GR20N,,,,,,,,,,,,,,
At-Risk Graduates,CR0GR20N,CR0GR20R,DR0GR20N,SR0GR20N,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
"College, Career, and Military Ready Graduates (Student Achievement)",,,,,,,,,,,,,,,,,,
"College, Career, and Military Ready (Annual Graduates)",,,,,,,,,,,,,,,,,,
2019-20,SA0GP20R,DA0GP20R,CA0GP20R,CB0GP20R,CH0GP20R,CW0GP20R,CI0GP20R,C30GP20R,C40GP20R,C20GP20R,CS0GP20R,CE0GP20R,CL0GP20R,,,,,
2018-19,SA0GP19R,DA0GP19R,CA0GP19R,CB0GP19R,CH0GP19R,CW0GP19R,CI0GP19R,C30GP19R,C40GP19R,C20GP19R,CS0GP19R,CE0GP19R,CL0GP19R,,,,,
College Ready Graduates,,,,,,,,,,,,,,,,,,
College Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,SA1GG20R,DA1GG20R,CA1GG20R,CB1GG20R,CH1GG20R,CW1GG20R,CI1GG20R,C31GG20R,C41GG20R,C21GG20R,CS1GG20R,CE1GG20R,CL1GG20R,,,,,
2018-19,SA1GG19R,DA1GG19R,CA1GG19R,CB1GG19R,CH1GG19R,CW1GG19R,CI1GG19R,C31GG19R,C41GG19R,C21GG19R,CS1GG19R,CE1GG19R,CL1GG19R,,,,,
TSI Criteria Graduates (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts,,,,,,,,,,,,,,,,,,
2019-20,SACRR20R,DACRR20R,CACRR20R,CBCRR20R,CHCRR20R,CWCRR20R,CICRR20R,C3CRR20R,C4CRR20R,C2CRR20R,CSCRR20R,CECRR20R,CLCRR20R,,,,,
2018-19,SACRR19R,DACRR19R,CACRR19R,CBCRR19R,CHCRR19R,CWCRR19R,CICRR19R,C3CRR19R,C4CRR19R,C2CRR19R,CSCRR19R,CECRR19R,CLCRR19R,,,,,
Mathematics 2019-20 2018-19,SACRM20R SACRM19R,DACRM20R DACRM19R,CACRM20R CACRM19R,CBCRM20R CBCRM19R,CHCRM20R CHCRM19R,CWCRM20R CWCRM19R,CICRM20R CICRM19R,C3CRM20R C3CRM19R,C4CRM20R C4CRM19R,C2CRM20R C2CRM19R,CSCRM20R CSCRM19R,CECRM20R CECRM19R,CLCRM20R CLCRM19R,,,,,
Both Subjects 2019-20,SACRB20R,DACRB20R,CACRB20R,CBCRB20R,CHCRB20R,CWCRB20R,CICRB20R,C3CRB20R,C4CRB20R,C2CRB20R,CSCRB20R,CECRB20R,CLCRB20R,,,,,
2018-19,SACRB19R,DACRB19R,CACRB19R,CBCRB19R,CHCRB19R,CWCRB19R,CICRB19R,C3CRB19R,C4CRB19R,C2CRB19R,CSCRB19R,CECRB19R,CLCRB19R,,,,,
Either Subject (download only),,,,,,,,,,,,,,,,,,
2019-20,SACRE20R,DACRE20R,CACRE20R,CBCRE20R,CHCRE20R,CWCRE20R,CICRE20R,C3CRE20R,C4CRE20R,C2CRE20R,CSCRE20R,CECRE20R,CLCRE20R,,,,,
2018-19,SACRE19R,DACRE19R,CACRE19R,CBCRE19R,CHCRE19R,CWCRE19R,CICRE19R,C3CRE19R,C4CRE19R,C2CRE19R,CSCRE19R,CECRE19R,CLCRE19R,,,,,
AP/IB Met Criteria in Any Subject (Annual Graduates),,,,,,,,,,,,,,,,,,
Any Subject 2019-20,SA0GY20R,DA0GY20R,CA0GY20R,CB0GY20R,CH0GY20R,CW0GY20R,CI0GY20R,C30GY20R,C40GY20R,C20GY20R,CS0GY20R,CE0GY20R,CL0GY20R,,,,,
2018-19,SA0GY19R,DA0GY19R,CA0GY19R,CB0GY19R,CH0GY19R,CW0GY19R,CI0GY19R,C30GY19R,C40GY19R,C20GY19R,CS0GY19R,CE0GY19R,CL0GY19R,,,,,
Associate's Degree (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,SA0GJ20R,DA0GJ20R,CA0GJ20R,CB0GJ20R,CH0GJ20R,CW0GJ20R,CI0GJ20R,C30GJ20R,C40GJ20R,C20GJ20R,CS0GJ20R,CE0GJ20R,CL0GJ20R,,,,,
2018-19,SA0GJ19R,DA0GJ19R,CA0GJ19R,CB0GJ19R,CH0GJ19R,CW0GJ19R,CI0GJ19R,C30GJ19R,C40GJ19R,C20GJ19R,CS0GJ19R,CE0GJ19R,CL0GJ19R,,,,,
Dual Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
Any Subject,,,,,,,,,,,,,,,,,,
2019-20,SA0GUA20R,DA0GUA20R,CA0GUA20R,CB0GUA20R,CH0GUA20R,CW0GUA20R,CI0GUA20R,C30GUA20R,C40GUA20R,C20GUA20R,CS0GUA20R,CE0GUA20R,CL0GUA20R,,,,,
2018-19,SA0GUA19R,DA0GUA19R,CA0GUA19R,CB0GUA19R,CH0GUA19R,CW0GUA19R,CI0GUA19R,C30GUA19R,C40GUA19R,C20GUA19R,CS0GUA19R,CE0GUA19R,CL0GUA19R,,,,,
OnRamps Course Credits (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,SA0GZ20R,DA0GZ20R,CA0GZ20R,CB0GZ20R,CH0GZ20R,CW0GZ20R,CI0GZ20R,C30GZ20R,C40GZ20R,C20GZ20R,CS0GZ20R,CE0GZ20R,CL0GZ20R,,,,,
2018-19,SA0GZ19R,DA0GZ19R,CA0GZ19R,CB0GZ19R,CH0GZ19R,CW0GZ19R,CI0GZ19R,C30GZ19R,C40GZ19R,C20GZ19R,CS0GZ19R,CE0GZ19R,CL0GZ19R,,,,,
Career/Military Ready Graduates,,,,,,,,,,,,,,,,,,
Career or Military Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,SA3GG20R,DA3GG20R,CA3GG20R,CB3GG20R,CH3GG20R,CW3GG20R,CI3GG20R,C33GG20R,C43GG20R,C23GG20R,CS3GG20R,CE3GG20R,CL3GG20R,,,,,
2018-19,SA3GG19R,DA3GG19R,CA3GG19R,CB3GG19R,CH3GG19R,CW3GG19R,CI3GG19R,C33GG19R,C43GG19R,C23GG19R,CS3GG19R,CE3GG19R,CL3GG19R,,,,,
Approved Industry-Based Certification (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,SA0GI20R,DA0GI20R,CA0GI20R,CB0GI20R,CH0GI20R,CW0GI20R,CI0GI20R,C30GI20R,C40GI20R,C20GI20R,CS0GI20R,CE0GI20R,CL0GI20R,,,,,
2018-19,SA0GI19R,DA0GI19R,CA0GI19R,CB0GI19R,CH0GI19R,CW0GI19R,CI0GI19R,C30GI19R,C40GI19R,C20GI19R,CS0GI19R,CE0GI19R,CL0GI19R,,,,,
,,,,,,,,,,,,,,,,,,
,,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,
Graduates with Level I or Level II Certificate (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,,SA3G420R,DA3G420R,CA3G420R,CB3G420R,CH3G420R,CW3G420R,CI3G420R,C33G420R,C43G420R,C23G420R,CS3G420R,CE3G420R,CL3G420R,,,,
2018-19,,SA3G419R,DA3G419R,CA3G419R,CB3G419R,CH3G419R,CW3G419R,CI3G419R,C33G419R,C43G419R,C23G419R,CS3G419R,CE3G419R,CL3G419R,,,,
Graduate with Completed IEP and Workforce Readiness (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,,SA0GW20R,DA0GW20R,CA0GW20R,CB0GW20R,CH0GW20R,CW0GW20R,CI0GW20R,C30GW20R,C40GW20R,C20GW20R,CS0GW20R,CE0GW20R,CL0GW20R,,,,
2018-19,,SA0GW19R,DA0GW19R,CA0GW19R,CB0GW19R,CH0GW19R,CW0GW19R,CI0GW19R,C30GW19R,C40GW19R,C20GW19R,CS0GW19R,CE0GW19R,CL0GW19R,,,,
Graduates under an Advanced Degree Plan and Identified as a current Special Education Student (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,,SASGA20R,DASGA20R,CASGA20R,CBSGA20R,CHSGA20R,CWSGA20R,CISGA20R,C3SGA20R,C4SGA20R,C2SGA20R,CSSGA20R,CESGA20R,CLSGA20R,,,,
2018-19,,SASGA19R,DASGA19R,CASGA19R,CBSGA19R,CHSGA19R,CWSGA19R,CISGA19R,C3SGA19R,C4SGA19R,C2SGA19R,CSSGA19R,CESGA19R,CLSGA19R,,,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
TSIA Results (Graduates >= Criterion) (Annual Graduates),,,,,,,,,,,,,,,,,,
Reading 2019-20,SAEGT20R,DAEGT20R,CAEGT20R,CBEGT20R,CHEGT20R,CWEGT20R,CIEGT20R,C3EGT20R,C4EGT20R,C2EGT20R,CSEGT20R,CEEGT20R,CLEGT20R,,,,,
2018-19,SAEGT19R,DAEGT19R,CAEGT19R,CBEGT19R,CHEGT19R,CWEGT19R,CIEGT19R,C3EGT19R,C4EGT19R,C2EGT19R,CSEGT19R,CEEGT19R,CLEGT19R,,,,,
Mathematics 2019-20,SAMGT20R,DAMGT20R,CAMGT20R,CBMGT20R,CHMGT20R,CWMGT20R,CIMGT20R,C3MGT20R,C4MGT20R,C2MGT20R,CSMGT20R,CEMGT20R,CLMGT20R,,,,,
2018-19,SAMGT19R,DAMGT19R,CAMGT19R,CBMGT19R,CHMGT19R,CWMGT19R,CIMGT19R,C3MGT19R,C4MGT19R,C2MGT19R,CSMGT19R,CEMGT19R,CLMGT19R,,,,,
Both Subjects 2019-20,SABGT20R,DABGT20R,CABGT20R,CBBGT20R,CHBGT20R,CWBGT20R,CIBGT20R,C3BGT20R,C4BGT20R,C2BGT20R,CSBGT20R,CEBGT20R,CLBGT20R,,,,,
2018-19,SABGT19R,DABGT19R,CABGT19R,CBBGT19R,CHBGT19R,CWBGT19R,CIBGT19R,C3BGT19R,C4BGT19R,C2BGT19R,CSBGT19R,CEBGT19R,CLBGT19R,,,,,
Completed and Received Credit for College Prep Courses (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts 2019-20,SAEGC20R,DAEGC20R,CAEGC20R,CBEGC20R,CHEGC20R,CWEGC20R,CIEGC20R,C3EGC20R,C4EGC20R,C2EGC20R,CSEGC20R,CEEGC20R,CLEGC20R,,,,,
2018-19,SAEGC19R,DAEGC19R,CAEGC19R,CBEGC19R,CHEGC19R,CWEGC19R,CIEGC19R,C3EGC19R,C4EGC19R,C2EGC19R,CSEGC19R,CEEGC19R,CLEGC19R,,,,,
Mathematics 2019-20,SAMGC20R,DAMGC20R,CAMGC20R,CBMGC20R,CHMGC20R,CWMGC20R,CIMGC20R,C3MGC20R,C4MGC20R,C2MGC20R,CSMGC20R,CEMGC20R,CLMGC20R,,,,,
2018-19,SAMGC19R,DAMGC19R,CAMGC19R,CBMGC19R,CHMGC19R,CWMGC19R,CIMGC19R,C3MGC19R,C4MGC19R,C2MGC19R,CSMGC19R,CEMGC19R,CLMGC19R,,,,,
Both Subjects 2019-20,SABGC20R,DABGC20R,CABGC20R,CBBGC20R,CHBGC20R,CWBGC20R,CIBGC20R,C3BGC20R,C4BGC20R,C2BGC20R,CSBGC20R,CEBGC20R,CLBGC20R,,,,,
2018-19,SABGC19R,DABGC19R,CABGC19R,CBBGC19R,CHBGC19R,CWBGC19R,CIBGC19R,C3BGC19R,C4BGC19R,C2BGC19R,CSBGC19R,CEBGC19R,CLBGC19R,,,,,
AP/IB Results (Participation) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2020,SA0BTA20R,DA0BTA20R,CA0BTA20R,CB0BTA20R,CH0BTA20R,CW0BTA20R,CI0BTA20R,C30BTA20R,C40BTA20R,C20BTA20R,CS0BTA20R,CE0BTA20R,CL0BTA20R,,,,,
2019,SA0BTA19R,DA0BTA19R,CA0BTA19R,CB0BTA19R,CH0BTA19R,CW0BTA19R,CI0BTA19R,C30BTA19R,C40BTA19R,C20BTA19R,CS0BTA19R,CE0BTA19R,CL0BTA19R,,,,,
English Language Arts 2020,SA0BTE20R,DA0BTE20R,CA0BTE20R,CB0BTE20R,CH0BTE20R,CW0BTE20R,CI0BTE20R,C30BTE20R,C40BTE20R,C20BTE20R,CS0BTE20R,CE0BTE20R,CL0BTE20R,,,,,
2019,SA0BTE19R,DA0BTE19R,CA0BTE19R,CB0BTE19R,CH0BTE19R,CW0BTE19R,CI0BTE19R,C30BTE19R,C40BTE19R,C20BTE19R,CS0BTE19R,CE0BTE19R,CL0BTE19R,,,,,
Mathematics 2020,SA0BTM20R,DA0BTM20R,CA0BTM20R,CB0BTM20R,CH0BTM20R,CW0BTM20R,CI0BTM20R,C30BTM20R,C40BTM20R,C20BTM20R,CS0BTM20R,CE0BTM20R,CL0BTM20R,,,,,
2019,SA0BTM19R,DA0BTM19R,CA0BTM19R,CB0BTM19R,CH0BTM19R,CW0BTM19R,CI0BTM19R,C30BTM19R,C40BTM19R,C20BTM19R,CS0BTM19R,CE0BTM19R,CL0BTM19R,,,,,
Science 2020,SA0BTC20R,DA0BTC20R,CA0BTC20R,CB0BTC20R,CH0BTC20R,CW0BTC20R,CI0BTC20R,C30BTC20R,C40BTC20R,C20BTC20R,CS0BTC20R,CE0BTC20R,CL0BTC20R,,,,,
2019,SA0BTC19R,DA0BTC19R,CA0BTC19R,CB0BTC19R,CH0BTC19R,CW0BTC19R,CI0BTC19R,C30BTC19R,C40BTC19R,C20BTC19R,CS0BTC19R,CE0BTC19R,CL0BTC19R,,,,,
Social Studies 2020,SA0BTS20R,DA0BTS20R,CA0BTS20R,CB0BTS20R,CH0BTS20R,CW0BTS20R,CI0BTS20R,C30BTS20R,C40BTS20R,C20BTS20R,CS0BTS20R,CE0BTS20R,CL0BTS20R,,,,,
2019,SA0BTS19R,DA0BTS19R,CA0BTS19R,CB0BTS19R,CH0BTS19R,CW0BTS19R,CI0BTS19R,C30BTS19R,C40BTS19R,C20BTS19R,CS0BTS19R,CE0BTS19R,CL0BTS19R,,,,,
AP/IB Results (Examinees >= Criterion) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,,,,,,,,,,,,,,,,,,
2020,SA0BKA20R,DA0BKA20R,CA0BKA20R,CB0BKA20R,CH0BKA20R,CW0BKA20R,CI0BKA20R,C30BKA20R,C40BKA20R,C20BKA20R,CS0BKA20R,CE0BKA20R,CL0BKA20R,,,,,
2019,SA0BKA19R,DA0BKA19R,CA0BKA19R,CB0BKA19R,CH0BKA19R,CW0BKA19R,CI0BKA19R,C30BKA19R,C40BKA19R,C20BKA19R,CS0BKA19R,CE0BKA19R,CL0BKA19R,,,,,
