Data field,Subcategory,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),Unnamed: 18
STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,,,,,,,,,,,,,,,,,,
,2018-19,State,Region ##,District,,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,
TSIA Results (Graduates >= Criterion) (Annual Graduates),TSIA Results (Graduates >= Criterion) (Annual Graduates),,,,,,,,,,,,,,,,,,
Reading,Reading,,,,,,,,,,,,,,,,,,
Reading,2019-20,SAEGT20R,RAEGT20R,DAEGT20R,,DBEGT20R,DHEGT20R,DWEGT20R,DIEGT20R,D3EGT20R,D4EGT20R,D2EGT20R,DSEGT20R,DEEGT20R,DLEGT20R,,,,
Reading,2018-19,SAEGT19R,RAEGT19R,DAEGT19R,,DBEGT19R,DHEGT19R,DWEGT19R,DIEGT19R,D3EGT19R,D4EGT19R,D2EGT19R,DSEGT19R,DEEGT19R,DLEGT19R,,,,
Mathematics,Mathematics,,,,,,,,,,,,,,,,,,
Mathematics,2019-20,SAMGT20R,RAMGT20R,DAMGT20R,,DBMGT20R,DHMGT20R,DWMGT20R,DIMGT20R,D3MGT20R,D4MGT20R,D2MGT20R,DSMGT20R,DEMGT20R,DLMGT20R,,,,
Mathematics,2018-19,SAMGT19R,RAMGT19R,DAMGT19R,,DBMGT19R,DHMGT19R,DWMGT19R,DIMGT19R,D3MGT19R,D4MGT19R,D2MGT19R,DSMGT19R,DEMGT19R,DLMGT19R,,,,
Mathematics,Both Subjects 2019-20,SABGT20R,RABGT20R,DABGT20R,,DBBGT20R,DHBGT20R,DWBGT20R,DIBGT20R,D3BGT20R,D4BGT20R,D2BGT20R,DSBGT20R,DEBGT20R,DLBGT20R,,,,
Mathematics,2018-19,SABGT19R,RABGT19R,DABGT19R,,DBBGT19R,DHBGT19R,DWBGT19R,DIBGT19R,D3BGT19R,D4BGT19R,D2BGT19R,DSBGT19R,DEBGT19R,DLBGT19R,,,,
Completed and Received Credit for College Prep Courses (Annual Graduates),Completed and Received Credit for College Prep Courses (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language Arts,English Language Arts,,,,,,,,,,,,,,,,,,
English Language Arts,2019-20,SAEGC20R,RAEGC20R,DAEGC20R,,DBEGC20R,DHEGC20R,DWEGC20R,DIEGC20R,D3EGC20R,D4EGC20R,D2EGC20R,DSEGC20R,DEEGC20R,DLEGC20R,,,,
English Language Arts,2018-19,SAEGC19R,RAEGC19R,DAEGC19R,,DBEGC19R,DHEGC19R,DWEGC19R,DIEGC19R,D3EGC19R,D4EGC19R,D2EGC19R,DSEGC19R,DEEGC19R,DLEGC19R,,,,
English Language Arts,Mathematics 2019-20,SAMGC20R,RAMGC20R,DAMGC20R,,DBMGC20R,DHMGC20R,DWMGC20R,DIMGC20R,D3MGC20R,D4MGC20R,D2MGC20R,DSMGC20R,DEMGC20R,DLMGC20R,,,,
English Language Arts,2018-19,SAMGC19R,RAMGC19R,DAMGC19R,,DBMGC19R,DHMGC19R,DWMGC19R,DIMGC19R,D3MGC19R,D4MGC19R,D2MGC19R,DSMGC19R,DEMGC19R,DLMGC19R,,,,
English Language Arts,Both Subjects 2019-20,SABGC20R,RABGC20R,DABGC20R,,DBBGC20R,DHBGC20R,DWBGC20R,DIBGC20R,D3BGC20R,D4BGC20R,D2BGC20R,DSBGC20R,DEBGC20R,DLBGC20R,,,,
English Language Arts,2018-19,SABGC19R,RABGC19R,DABGC19R,,DBBGC19R,DHBGC19R,DWBGC19R,DIBGC19R,D3BGC19R,D4BGC19R,D2BGC19R,DSBGC19R,DEBGC19R,DLBGC19R,,,,
AP/IB Results (Participation) (Grades 11-12),AP/IB Results (Participation) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,All Subjects,,,,,,,,,,,,,,,,,,
All Subjects,2020,SA0BTA20R,RA0BTA20R,DA0BTA20R,,DB0BTA20R,DH0BTA20R,DW0BTA20R,DI0BTA20R,D30BTA20R,D40BTA20R,D20BTA20R,DS0BTA20R,DE0BTA20R,DL0BTA20R,,,,
All Subjects,2019,SA0BTA19R,RA0BTA19R,DA0BTA19R,,DB0BTA19R,DH0BTA19R,DW0BTA19R,DI0BTA19R,D30BTA19R,D40BTA19R,D20BTA19R,DS0BTA19R,DE0BTA19R,DL0BTA19R,,,,
All Subjects,English Language Arts 2020,SA0BTE20R,RA0BTE20R,DA0BTE20R,,DB0BTE20R,DH0BTE20R,DW0BTE20R,DI0BTE20R,D30BTE20R,D40BTE20R,D20BTE20R,DS0BTE20R,DE0BTE20R,DL0BTE20R,,,,
All Subjects,2019,SA0BTE19R,RA0BTE19R,DA0BTE19R,,DB0BTE19R,DH0BTE19R,DW0BTE19R,DI0BTE19R,D30BTE19R,D40BTE19R,D20BTE19R,DS0BTE19R,DE0BTE19R,DL0BTE19R,,,,
Mathematics,Mathematics,,,,,,,,,,,,,,,,,,
Mathematics,2020,SA0BTM20R,RA0BTM20R,DA0BTM20R,,DB0BTM20R,DH0BTM20R,DW0BTM20R,DI0BTM20R,D30BTM20R,D40BTM20R,D20BTM20R,DS0BTM20R,DE0BTM20R,DL0BTM20R,,,,
Mathematics,2019,SA0BTM19R,RA0BTM19R,DA0BTM19R,,DB0BTM19R,DH0BTM19R,DW0BTM19R,DI0BTM19R,D30BTM19R,D40BTM19R,D20BTM19R,DS0BTM19R,DE0BTM19R,DL0BTM19R,,,,
Science,Science,,,,,,,,,,,,,,,,,,
Science,2020,SA0BTC20R,RA0BTC20R,DA0BTC20R,,DB0BTC20R,DH0BTC20R,DW0BTC20R,DI0BTC20R,D30BTC20R,D40BTC20R,D20BTC20R,DS0BTC20R,DE0BTC20R,DL0BTC20R,,,,
Science,2019,SA0BTC19R,RA0BTC19R,DA0BTC19R,,DB0BTC19R,DH0BTC19R,DW0BTC19R,DI0BTC19R,D30BTC19R,D40BTC19R,D20BTC19R,DS0BTC19R,DE0BTC19R,DL0BTC19R,,,,
Science,Social Studies 2020,SA0BTS20R,RA0BTS20R,DA0BTS20R,,DB0BTS20R,DH0BTS20R,DW0BTS20R,DI0BTS20R,D30BTS20R,D40BTS20R,D20BTS20R,DS0BTS20R,DE0BTS20R,DL0BTS20R,,,,
Science,2019,SA0BTS19R,RA0BTS19R,DA0BTS19R,,DB0BTS19R,DH0BTS19R,DW0BTS19R,DI0BTS19R,D30BTS19R,D40BTS19R,D20BTS19R,DS0BTS19R,DE0BTS19R,DL0BTS19R,,,,
AP/IB Results (Examinees >= Criterion) (Grades 11-12),AP/IB Results (Examinees >= Criterion) (Grades 11-12),,,,,,,,,,,,,,,,,,
All Subjects,All Subjects,,,,,,,,,,,,,,,,,,
All Subjects,2020,SA0BKA20R,RA0BKA20R,DA0BKA20R,,DB0BKA20R,DH0BKA20R,DW0BKA20R,DI0BKA20R,D30BKA20R,D40BKA20R,D20BKA20R,DS0BKA20R,DE0BKA20R,DL0BKA20R,,,,
All Subjects,2019,SA0BKA19R,RA0BKA19R,DA0BKA19R,,DB0BKA19R,DH0BKA19R,DW0BKA19R,DI0BKA19R,D30BKA19R,D40BKA19R,D20BKA19R,DS0BKA19R,DE0BKA19R,DL0BKA19R,,,,
All Subjects,English Language Arts 2020,SA0BKE20R,RA0BKE20R,DA0BKE20R,,DB0BKE20R,DH0BKE20R,DW0BKE20R,DI0BKE20R,D30BKE20R,D40BKE20R,D20BKE20R,DS0BKE20R,DE0BKE20R,DL0BKE20R,,,,
All Subjects,2019,SA0BKE19R,RA0BKE19R,DA0BKE19R,,DB0BKE19R,DH0BKE19R,DW0BKE19R,DI0BKE19R,D30BKE19R,D40BKE19R,D20BKE19R,DS0BKE19R,DE0BKE19R,DL0BKE19R,,,,
All Subjects,Mathematics 2020,SA0BKM20R,RA0BKM20R,DA0BKM20R,,DB0BKM20R,DH0BKM20R,DW0BKM20R,DI0BKM20R,D30BKM20R,D40BKM20R,D20BKM20R,DS0BKM20R,DE0BKM20R,DL0BKM20R,,,,
All Subjects,2019,SA0BKM19R,RA0BKM19R,DA0BKM19R,,DB0BKM19R,DH0BKM19R,DW0BKM19R,DI0BKM19R,D30BKM19R,D40BKM19R,D20BKM19R,DS0BKM19R,DE0BKM19R,DL0BKM19R,,,,
,2019,,,,,,,,,,,,,,,,,,
,2019,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Science,Science,,,,,,,,,,,,,,,,,,
Science,2020,SA0BKC20R,RA0BKC20R,DA0BKC20R,DB0BKC20R,DH0BKC20R,DW0BKC20R,DI0BKC20R,D30BKC20R,D40BKC20R,D20BKC20R,DS0BKC20R,DE0BKC20R,DL0BKC20R,,,,,
Science,2019,SA0BKC19R,RA0BKC19R,DA0BKC19R,DB0BKC19R,DH0BKC19R,DW0BKC19R,DI0BKC19R,D30BKC19R,D40BKC19R,D20BKC19R,DS0BKC19R,DE0BKC19R,DL0BKC19R,,,,,
Science,Social Studies 2020,SA0BKS20R,RA0BKS20R,DA0BKS20R,DB0BKS20R,DH0BKS20R,DW0BKS20R,DI0BKS20R,D30BKS20R,D40BKS20R,D20BKS20R,DS0BKS20R,DE0BKS20R,DL0BKS20R,,,,,
Science,2019,SA0BKS19R,RA0BKS19R,DA0BKS19R,DB0BKS19R,DH0BKS19R,DW0BKS19R,DI0BKS19R,D30BKS19R,D40BKS19R,D20BKS19R,DS0BKS19R,DE0BKS19R,DL0BKS19R,,,,,
SAT/ACT Results (Annual Graduates),SAT/ACT Results (Annual Graduates),,,,,,,,,,,,,,,,,,
Tested,Tested,,,,,,,,,,,,,,,,,,
Tested,2019-20,SA0CT20R,RA0CT20R,DA0CT20R,DB0CT20R,DH0CT20R,DW0CT20R,DI0CT20R,D30CT20R,D40CT20R,D20CT20R,DS0CT20R,DE0CT20R,DL0CT20R,,,,,
Tested,2018-19,SA0CT19R,RA0CT19R,DA0CT19R,DB0CT19R,DH0CT19R,DW0CT19R,DI0CT19R,D30CT19R,D40CT19R,D20CT19R,DS0CT19R,DE0CT19R,DL0CT19R,,,,,
At/Above Criterion for All Examinees,At/Above Criterion for All Examinees,,,,,,,,,,,,,,,,,,
At/Above Criterion for All Examinees,2019-20,SA0CC20R,RA0CC20R,DA0CC20R,DB0CC20R,DH0CC20R,DW0CC20R,DI0CC20R,D30CC20R,D40CC20R,D20CC20R,DS0CC20R,DE0CC20R,DL0CC20R,,,,,
At/Above Criterion for All Examinees,2018-19,SA0CC19R,RA0CC19R,DA0CC19R,DB0CC19R,DH0CC19R,DW0CC19R,DI0CC19R,D30CC19R,D40CC19R,D20CC19R,DS0CC19R,DE0CC19R,DL0CC19R,,,,,
Average SAT Score (Annual Graduates),Average SAT Score (Annual Graduates),,,,,,,,,,,,,,,,,,
All Subjects,All Subjects,,,,,,,,,,,,,,,,,,
All Subjects,2019-20,SA0CSA20R,RA0CSA20R,DA0CSA20R,DB0CSA20R,DH0CSA20R,DW0CSA20R,DI0CSA20R,D30CSA20R,D40CSA20R,D20CSA20R,DS0CSA20R,DE0CSA20R,DL0CSA20R,,,,,
All Subjects,2018-19,SA0CSA19R,RA0CSA19R,DA0CSA19R,DB0CSA19R,DH0CSA19R,DW0CSA19R,DI0CSA19R,D30CSA19R,D40CSA19R,D20CSA19R,DS0CSA19R,DE0CSA19R,DL0CSA19R,,,,,
English Language Arts and Writing,English Language Arts and Writing,,,,,,,,,,,,,,,,,,
English Language Arts and Writing,2019-20,SA0CSE20R,RA0CSE20R,DA0CSE20R,DB0CSE20R,DH0CSE20R,DW0CSE20R,DI0CSE20R,D30CSE20R,D40CSE20R,D20CSE20R,DS0CSE20R,DE0CSE20R,DL0CSE20R,,,,,
English Language Arts and Writing,2018-19,SA0CSE19R,RA0CSE19R,DA0CSE19R,DB0CSE19R,DH0CSE19R,DW0CSE19R,DI0CSE19R,D30CSE19R,D40CSE19R,D20CSE19R,DS0CSE19R,DE0CSE19R,DL0CSE19R,,,,,
English Language Arts and Writing,Mathematics 2019-20,SA0CSM20R,RA0CSM20R,DA0CSM20R,DB0CSM20R,DH0CSM20R,DW0CSM20R,DI0CSM20R,D30CSM20R,D40CSM20R,D20CSM20R,DS0CSM20R,DE0CSM20R,DL0CSM20R,,,,,
English Language Arts and Writing,2018-19,SA0CSM19R,RA0CSM19R,DA0CSM19R,DB0CSM19R,DH0CSM19R,DW0CSM19R,DI0CSM19R,D30CSM19R,D40CSM19R,D20CSM19R,DS0CSM19R,DE0CSM19R,DL0CSM19R,,,,,
Average ACT Score (Annual Graduates),Average ACT Score (Annual Graduates),,,,,,,,,,,,,,,,,,
All Subjects,All Subjects,,,,,,,,,,,,,,,,,,
All Subjects,2019-20,SA0CAA20R,RA0CAA20R,DA0CAA20R,DB0CAA20R,DH0CAA20R,DW0CAA20R,DI0CAA20R,D30CAA20R,D40CAA20R,D20CAA20R,DS0CAA20R,DE0CAA20R,DL0CAA20R,,,,,
All Subjects,2018-19,SA0CAA19R,RA0CAA19R,DA0CAA19R,DB0CAA19R,DH0CAA19R,DW0CAA19R,DI0CAA19R,D30CAA19R,D40CAA19R,D20CAA19R,DS0CAA19R,DE0CAA19R,DL0CAA19R,,,,,
All Subjects,English Language Arts 2019-20,SA0CAE20R,RA0CAE20R,DA0CAE20R,DB0CAE20R,DH0CAE20R,DW0CAE20R,DI0CAE20R,D30CAE20R,D40CAE20R,D20CAE20R,DS0CAE20R,DE0CAE20R,DL0CAE20R,,,,,
All Subjects,2018-19,SA0CAE19R,RA0CAE19R,DA0CAE19R,DB0CAE19R,DH0CAE19R,DW0CAE19R,DI0CAE19R,D30CAE19R,D40CAE19R,D20CAE19R,DS0CAE19R,DE0CAE19R,DL0CAE19R,,,,,
All Subjects,Mathematics 2019-20,SA0CAM20R,RA0CAM20R,DA0CAM20R,DB0CAM20R,DH0CAM20R,DW0CAM20R,DI0CAM20R,D30CAM20R,D40CAM20R,D20CAM20R,DS0CAM20R,DE0CAM20R,DL0CAM20R,,,,,
All Subjects,2018-19,SA0CAM19R,RA0CAM19R,DA0CAM19R,DB0CAM19R,DH0CAM19R,DW0CAM19R,DI0CAM19R,D30CAM19R,D40CAM19R,D20CAM19R,DS0CAM19R,DE0CAM19R,DL0CAM19R,,,,,
All Subjects,Science 2019-20,SA0CAC20R,RA0CAC20R,DA0CAC20R,DB0CAC20R,DH0CAC20R,DW0CAC20R,DI0CAC20R,D30CAC20R,D40CAC20R,D20CAC20R,DS0CAC20R,DE0CAC20R,DL0CAC20R,,,,,
All Subjects,2018-19,SA0CAC19R,RA0CAC19R,DA0CAC19R,DB0CAC19R,DH0CAC19R,DW0CAC19R,DI0CAC19R,D30CAC19R,D40CAC19R,D20CAC19R,DS0CAC19R,DE0CAC19R,DL0CAC19R,,,,,
,2018-19,,,,,,,,,,,,,,,,,,
,2018-19,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),Advanced/Dual-Credit Course Completion (Grades 9-12),,,,,,,,,,,,,,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),Any Subject 2019-20 2018-19,SA9AD20R SA9AD19R,RA9AD20R RA9AD19R,DA9AD20R DA9AD19R,DB9AD20R DB9AD19R,DH9AD20R DH9AD19R,DW9AD20R DW9AD19R,DI9AD20R DI9AD19R,D39AD20R D39AD19R,D49AD20R D49AD19R,D29AD20R D29AD19R,DS9AD20R DS9AD19R,DE9AD20R DE9AD19R,DL9AD20R DL9AD19R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),English Language Arts 2019-20,SA9ADE20R,RA9ADE20R,DA9ADE20R,DB9ADE20R,DH9ADE20R,DW9ADE20R,DI9ADE20R,D39ADE20R,D49ADE20R,D29ADE20R,DS9ADE20R,DE9ADE20R,DL9ADE20R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),2018-19,SA9ADE19R,RA9ADE19R,DA9ADE19R,DB9ADE19R,DH9ADE19R,DW9ADE19R,DI9ADE19R,D39ADE19R,D49ADE19R,D29ADE19R,DS9ADE19R,DE9ADE19R,DL9ADE19R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),Mathematics 2019-20,SA9ADM20R,RA9ADM20R,DA9ADM20R,DB9ADM20R,DH9ADM20R,DW9ADM20R,DI9ADM20R,D39ADM20R,D49ADM20R,D29ADM20R,DS9ADM20R,DE9ADM20R,DL9ADM20R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),2018-19,SA9ADM19R,RA9ADM19R,DA9ADM19R,DB9ADM19R,DH9ADM19R,DW9ADM19R,DI9ADM19R,D39ADM19R,D49ADM19R,D29ADM19R,DS9ADM19R,DE9ADM19R,DL9ADM19R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),Science 2019-20,SA9ADC20R,RA9ADC20R,DA9ADC20R,DB9ADC20R,DH9ADC20R,DW9ADC20R,DI9ADC20R,D39ADC20R,D49ADC20R,D29ADC20R,DS9ADC20R,DE9ADC20R,DL9ADC20R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),2018-19,SA9ADC19R,RA9ADC19R,DA9ADC19R,DB9ADC19R,DH9ADC19R,DW9ADC19R,DI9ADC19R,D39ADC19R,D49ADC19R,D29ADC19R,DS9ADC19R,DE9ADC19R,DL9ADC19R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),Social Studies 2019-20,SA9ADS20R,RA9ADS20R,DA9ADS20R,DB9ADS20R,DH9ADS20R,DW9ADS20R,DI9ADS20R,D39ADS20R,D49ADS20R,D29ADS20R,DS9ADS20R,DE9ADS20R,DL9ADS20R,,,,,
Advanced/Dual-Credit Course Completion (Grades 9-12),2018-19,SA9ADS19R,RA9ADS19R,DA9ADS19R,DB9ADS19R,DH9ADS19R,DW9ADS19R,DI9ADS19R,D39ADS19R,D49ADS19R,D29ADS19R,DS9ADS19R,DE9ADS19R,DL9ADS19R,,,,,
CTE Coherent Sequence (Annual Graduates),CTE Coherent Sequence (Annual Graduates),,,,,,,,,,,,,,,,,,
CTE Coherent Sequence (Annual Graduates),2019-20,SA0GV20R,RA0GV20R,DA0GV20R,DB0GV20R,DH0GV20R,DW0GV20R,DI0GV20R,D30GV20R,D40GV20R,D20GV20R,DS0GV20R,DE0GV20R,DL0GV20R,,,,,
CTE Coherent Sequence (Annual Graduates),2018-19,SA0GV19R,RA0GV19R,DA0GV19R,DB0GV19R,DH0GV19R,DW0GV19R,DI0GV19R,D30GV19R,D40GV19R,D20GV19R,DS0GV19R,DE0GV19R,DL0GV19R,,,,,
Graduates Enrolled in Texas Institution of Higher Education (TX IHE),Graduates Enrolled in Texas Institution of Higher Education (TX IHE),,,,,,,,,,,,,,,,,,
Graduates Enrolled in Texas Institution of Higher Education (TX IHE),2018-19,SAHEE20R,RAHEE20R,DAHEE20R,DBHEE20R,DHHEE20R,DWHEE20R,DIHEE20R,D3HEE20R,D4HEE20R,D2HEE20R,DSHEE20R,DEHEE20R,DLHEE20R,,,,,
Graduates Enrolled in Texas Institution of Higher Education (TX IHE),2017-18,SAHEE19R,RAHEE19R,DAHEE19R,DBHEE19R,DHHEE19R,DWHEE19R,DIHEE19R,D3HEE19R,D4HEE19R,D2HEE19R,DSHEE19R,DEHEE19R,DLHEE19R,,,,,
Graduates in TX IHE Completing One Year Without Enrollment in a Developmental Education Course,Graduates in TX IHE Completing One Year Without Enrollment in a Developmental Education Course,,,,,,,,,,,,,,,,,,
Graduates in TX IHE Completing One Year Without Enrollment in a Developmental Education Course,2018-19,SAHEC20R,RAHEC20R,DAHEC20R,DBHEC20R,DHHEC20R,DWHEC20R,DIHEC20R,D3HEC20R,D4HEC20R,D2HEC20R,DSHEC20R,DEHEC20R,DLHEC20R,,,,,
Graduates in TX IHE Completing One Year Without Enrollment in a Developmental Education Course,2017-18,SAHEC19R,RAHEC19R,DAHEC19R,DBHEC19R,DHHEC19R,DWHEC19R,DIHEC19R,D3HEC19R,D4HEC19R,D2HEC19R,DSHEC19R,DEHEC19R,DLHEC19R,,,,,
,2017-18,,,,,,,,,,,,,,,,,,
,Student Information,Membership,,,,Enrollment,,,,,,,,,,,,,
,Student Information,,,,,District,,,,,,,,,,,,,
,Student Information,---------------- District ----------------,,------------------ State ------------------,,"----------------
----------------",,------------------ State ------------------,,,,,,,,,,,
,Student Information,Count,Percent,Count,Percent,Count,Percent,Count,Percent,,,,,,,,,,
,Total Students,DPETALLC,100.0%,SPETALLC,100.0%,DPNTALLC,100.0%,SPNTALLC,100.0%,,,,,,,,,,
Students by Grade:,Students by Grade:,,,,,,,,,,,,,,,,,,
Students by Grade:,Early Childhood Education,DPETGEEC,DPETGEEP,SPETGEEC,SPETGEEP,DPNTGEEC,DPNTGEEP,SPNTGEEC,SPNTGEEP,,,,,,,,,,
Students by Grade:,Pre-Kindergarten,DPETGPKC,DPETGPKP,SPETGPKC,SPETGPKP,DPNTGPKC,DPNTGPKP,SPNTGPKC,SPNTGPKP,,,,,,,,,,
Students by Grade:,Kindergarten,DPETGKNC,DPETGKNP,SPETGKNC,SPETGKNP,DPNTGKNC,DPNTGKNP,SPNTGKNC,SPNTGKNP,,,,,,,,,,
Students by Grade:,Grade 1,DPETG01C,DPETG01P,SPETG01C,SPETG01P,DPNTG01C,DPNTG01P,SPNTG01C,SPNTG01P,,,,,,,,,,
Students by Grade:,Grade 2,DPETG02C,DPETG02P,SPETG02C,SPETG02P,DPNTG02C,DPNTG02P,SPNTG02C,SPNTG02P,,,,,,,,,,
Students by Grade:,Grade 3,DPETG03C,DPETG03P,SPETG03C,SPETG03P,DPNTG03C,DPNTG03P,SPNTG03C,SPNTG03P,,,,,,,,,,
Students by Grade:,Grade 4,DPETG04C,DPETG04P,SPETG04C,SPETG04P,DPNTG04C,DPNTG04P,SPNTG04C,SPNTG04P,,,,,,,,,,
Students by Grade:,Grade 5,DPETG05C,DPETG05P,SPETG05C,SPETG05P,DPNTG05C,DPNTG05P,SPNTG05C,SPNTG05P,,,,,,,,,,
Students by Grade:,Grade 6,DPETG06C,DPETG06P,SPETG06C,SPETG06P,DPNTG06C,DPNTG06P,SPNTG06C,SPNTG06P,,,,,,,,,,
Students by Grade:,Grade 7,DPETG07C,DPETG07P,SPETG07C,SPETG07P,DPNTG07C,DPNTG07P,SPNTG07C,SPNTG07P,,,,,,,,,,
Students by Grade:,Grade 8,DPETG08C,DPETG08P,SPETG08C,SPETG08P,DPNTG08C,DPNTG08P,SPNTG08C,SPNTG08P,,,,,,,,,,
Students by Grade:,Grade 9,DPETG09C,DPETG09P,SPETG09C,SPETG09P,DPNTG09C,DPNTG09P,SPNTG09C,SPNTG09P,,,,,,,,,,
Students by Grade:,Grade 10,DPETG10C,DPETG10P,SPETG10C,SPETG10P,DPNTG10C,DPNTG10P,SPNTG10C,SPNTG10P,,,,,,,,,,
Students by Grade:,Grade 11,DPETG11C,DPETG11P,SPETG11C,SPETG11P,DPNTG11C,DPNTG11P,SPNTG11C,SPNTG11P,,,,,,,,,,
Students by Grade:,Grade 12,DPETG12C,DPETG12P,SPETG12C,SPETG12P,DPNTG12C,DPNTG12P,SPNTG12C,SPNTG12P,,,,,,,,,,
Ethnic Distribution:,Ethnic Distribution:,,,,,,,,,,,,,,,,,,
Ethnic Distribution:,African American,DPETBLAC,DPETBLAP,SPETBLAC,SPETBLAP,DPNTBLAC,DPNTBLAP,SPNTBLAC,SPNTBLAP,,,,,,,,,,
Ethnic Distribution:,Hispanic,DPETHISC,DPETHISP,SPETHISC,SPETHISP,DPNTHISC,DPNTHISP,SPNTHISC,SPNTHISP,,,,,,,,,,
Ethnic Distribution:,White,DPETWHIC,DPETWHIP,SPETWHIC,SPETWHIP,DPNTWHIC,DPNTWHIP,SPNTWHIC,SPNTWHIP,,,,,,,,,,
Ethnic Distribution:,American Indian,DPETINDC,DPETINDP,SPETINDC,SPETINDP,DPNTINDC,DPNTINDP,SPNTINDC,SPNTINDP,,,,,,,,,,
Ethnic Distribution:,Asian,DPETASIC,DPETASIP,SPETASIC,SPETASIP,DPNTASIC,DPNTASIP,SPNTASIC,SPNTASIP,,,,,,,,,,
Ethnic Distribution:,Pacific Islander,DPETPCIC,DPETPCIP,SPETPCIC,SPETPCIP,DPNTPCIC,DPNTPCIP,SPNTPCIC,SPNTPCIP,,,,,,,,,,
Ethnic Distribution:,Two or More Races,DPETTWOC,DPETTWOP,SPETTWOC,SPETTWOP,DPNTTWOC,DPNTTWOP,SPNTTWOC,SPNTTWOP,,,,,,,,,,
Sex:,Sex:,,,,,,,,,,,,,,,,,,
Sex:,Female,DPETFEMC,DPETFEMP,SPETFEMC,SPETFEMP,DPNTFEMC,DPNTFEMP,SPNTFEMC,SPNTFEMP,,,,,,,,,,
Sex:,Male,DPETMALC,DPETMALP,SPETMALC,SPETMALP,DPNTMALC,DPNTMALP,SPNTMALC,SPNTMALP,,,,,,,,,,
Sex:,Economically Disadvantaged,DPETECOC,DPETECOP,SPETECOC,SPETECOP,DPNTECOC,DPNTECOP,SPNTECOC,SPNTECOP,,,,,,,,,,
Sex:,Non-Educationally Disadvantaged,DPETNEDC,DPETNEDP,SPETNEDC,SPETNEDP,DPNTNEDC,DPNTNEDP,SPNTNEDC,SPNTNEDP,,,,,,,,,,
Sex:,Section 504 Students,DPET504C,DPET504P,SPET504C,SPET504P,DPNT504C,DPNT504P,SPNT504C,SPNT504P,,,,,,,,,,
Sex:,EB Students/EL,DPETLEPC,DPETLEPP,SPETLEPC,SPETLEPP,DPNTLEPC,DPNTLEPP,SPNTLEPC,SPNTLEPP,,,,,,,,,,
Sex:,Students w/ Disciplinary Placements (2019-20),DPETDISC,DPETDISP,SPETDISC,SPETDISP,,,,,,,,,,,,,,
Sex:,Students w/ Dyslexia,DPETDSLC,DPETDSLP,SPETDSLC,SPETDSLP,DPNTDSLC,DPNTDSLP,SPNTDSLC,SPNTDSLP,,,,,,,,,,
Sex:,Foster Care,DPETFOSC,DPETFOSP,SPETFOSC,SPETFOSP,DPNTFOSC,DPNTFOSP,SPNTFOSC,SPNTFOSP,,,,,,,,,,
Sex:,Homeless,DPETHOMC,DPETHOMP,SPETHOMC,SPETHOMP,DPNTHOMC,DPNTHOMP,SPNTHOMC,SPNTHOMP,,,,,,,,,,
Sex:,Immigrant,DPETIMMC,DPETIMMP,SPETIMMC,SPETIMMP,DPNTIMMC,DPNTIMMP,SPNTIMMC,SPNTIMMP,,,,,,,,,,
Sex:,Migrant,DPETMIGC,DPETMIGP,SPETMIGC,SPETMIGP,DPNTMIGC,DPNTMIGP,SPNTMIGC,SPNTMIGP,,,,,,,,,,
Sex:,Title I,DPETTT1C,DPETTT1P,SPETTT1C,SPETTT1P,DPNTTT1C,DPNTTT1P,SPNTTT1C,SPNTTT1P,,,,,,,,,,
Sex:,Military Connected,DPETMLCC,DPETMLCP,SPETMLCC,SPETMLCP,DPNTMLCC,DPNTMLCP,SPNTMLCC,SPNTMLCP,,,,,,,,,,
Sex:,At-Risk,DPETRSKC,DPETRSKP,SPETRSKC,SPETRSKP,DPNTRSKC,DPNTRSKP,SPNTRSKC,SPNTRSKP,,,,,,,,,,
,At-Risk,,,,,,,,,,,,,,,,,,
,Student Information,"Membership
District
State",,,,"Enrollment
District
State",,,,,,,,,,,,,
,Student Information,"----------------
Count","----------------
Percent","------------------
Count","------------------
Percent","----------------
Count","----------------
Percent","------------------
Count","------------------
Percent",,,,,,,,,,
