DISTRICT,ASVAB_STATUS,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"'125901"," ","JIM WELLS","'125","N","N","ALICE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'125902"," ","JIM WELLS","'125","N","N","BEN BOLT-PALITO BLANCO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'125903"," ","JIM WELLS","'125","N","N","ORANGE GROVE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'125905","ASVAB Alternative Test Offered","JIM WELLS","'125","N","N","PREMONT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'125906"," ","JIM WELLS","'125","N","N","LA GLORIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'126901"," ","JOHNSON","'126","N","N","ALVARADO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'126902"," ","JOHNSON","'126","N","N","BURLESON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'126903"," ","JOHNSON","'126","N","N","CLEBURNE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'126904"," ","JOHNSON","'126","N","N","GRANDVIEW ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'126905"," ","JOHNSON","'126","N","N","JOSHUA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'126906"," ","JOHNSON","'126","N","N","KEENE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'126907"," ","JOHNSON","'126","N","N","RIO VISTA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'126908"," ","JOHNSON","'126","N","N","VENUS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'126911"," ","JOHNSON","'126","N","N","GODLEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'127901"," ","JONES","'127","N","N","ANSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'127903"," ","JONES","'127","N","N","HAMLIN COLLEGIATE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'127904"," ","JONES","'127","N","N","HAWLEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'127905"," ","JONES","'127","N","N","LUEDERS-AVOCA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'127906"," ","JONES","'127","N","N","STAMFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'128901"," ","KARNES","'128","N","N","KARNES CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'128902"," ","KARNES","'128","N","N","KENEDY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'128903"," ","KARNES","'128","N","N","RUNGE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'128904"," ","KARNES","'128","N","N","FALLS CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'129901"," ","KAUFMAN","'129","N","N","CRANDALL ISD","Not Rated: Declared State of Disaster","Needs Assistance","'10"
"'129902"," ","KAUFMAN","'129","N","N","FORNEY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'10"
"'129903"," ","KAUFMAN","'129","N","N","KAUFMAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'129904"," ","KAUFMAN","'129","N","N","KEMP ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'129905"," ","KAUFMAN","'129","N","N","MABANK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'129906"," ","KAUFMAN","'129","N","N","TERRELL ISD","Not Rated: Declared State of Disaster","Needs Assistance","'10"
"'129910"," ","KAUFMAN","'129","N","N","SCURRY-ROSSER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'130801","ASVAB Alternative Test Offered","KENDALL","'130","N","Y","MEADOWLAND CHARTER DISTRICT","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'130901"," ","KENDALL","'130","N","N","BOERNE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'130902"," ","KENDALL","'130","N","N","COMFORT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'131001"," ","KENEDY","'131","N","N","KENEDY COUNTY WIDE CSD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'132902"," ","KENT","'132","N","N","JAYTON-GIRARD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'133901"," ","KERR","'133","N","N","CENTER POINT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'133902"," ","KERR","'133","N","N","HUNT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'133903"," ","KERR","'133","N","N","KERRVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'133904"," ","KERR","'133","N","N","INGRAM ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'133905"," ","KERR","'133","N","N","DIVIDE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'134901"," ","KIMBLE","'134","N","N","JUNCTION ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'135001"," ","KING","'135","N","N","GUTHRIE CSD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'136901"," ","KINNEY","'136","N","N","BRACKETT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'137901"," ","KLEBERG","'137","N","N","KINGSVILLE ISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'02"
"'137902"," ","KLEBERG","'137","N","N","RICARDO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'137903"," ","KLEBERG","'137","N","N","RIVIERA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'137904"," ","KLEBERG","'137","N","N","SANTA GERTRUDIS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'138902"," ","KNOX","'138","N","N","KNOX CITY-O'BRIEN CISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'138903"," ","KNOX","'138","N","N","MUNDAY CISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'138904"," ","KNOX","'138","N","N","BENJAMIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'139905"," ","LAMAR","'139","N","N","CHISUM ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'139909"," ","LAMAR","'139","N","N","PARIS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'08"
"'139911"," ","LAMAR","'139","N","N","NORTH LAMAR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'139912"," ","LAMAR","'139","N","N","PRAIRILAND ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'140901"," ","LAMB","'140","N","N","AMHERST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'140904"," ","LAMB","'140","N","N","LITTLEFIELD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'140905"," ","LAMB","'140","N","N","OLTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'140907"," ","LAMB","'140","N","N","SPRINGLAKE-EARTH ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'140908"," ","LAMB","'140","N","N","SUDAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'141901"," ","LAMPASAS","'141","N","N","LAMPASAS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'141902"," ","LAMPASAS","'141","N","N","LOMETA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'142901"," ","LA SALLE","'142","N","N","COTULLA ISD","Not Rated: Declared State of Disaster","Needs Assistance","'20"
"'143901"," ","LAVACA","'143","N","N","HALLETTSVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'143902"," ","LAVACA","'143","N","N","MOULTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'143903"," ","LAVACA","'143","N","N","SHINER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'143904"," ","LAVACA","'143","N","N","VYSEHRAD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'143905"," ","LAVACA","'143","N","N","SWEET HOME ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'143906"," ","LAVACA","'143","N","N","EZZELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'144901"," ","LEE","'144","N","N","GIDDINGS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'144902"," ","LEE","'144","N","N","LEXINGTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'144903"," ","LEE","'144","N","N","DIME BOX ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'145901"," ","LEON","'145","N","N","BUFFALO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'145902"," ","LEON","'145","N","N","CENTERVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'145906"," ","LEON","'145","N","N","NORMANGEE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'145907"," ","LEON","'145","N","N","OAKWOOD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'145911"," ","LEON","'145","N","N","LEON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'146901"," ","LIBERTY","'146","N","N","CLEVELAND ISD","Not Rated: Declared State of Disaster","Needs Assistance","'04"
"'146902"," ","LIBERTY","'146","N","N","DAYTON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'04"
"'146903"," ","LIBERTY","'146","N","N","DEVERS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'04"
"'146904"," ","LIBERTY","'146","N","N","HARDIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'04"
"'146905"," ","LIBERTY","'146","N","N","HULL-DAISETTA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'146906"," ","LIBERTY","'146","N","N","LIBERTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'146907"," ","LIBERTY","'146","N","N","TARKINGTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'04"
"'147901"," ","LIMESTONE","'147","N","N","COOLIDGE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'147902"," ","LIMESTONE","'147","N","N","GROESBECK ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'147903"," ","LIMESTONE","'147","N","N","MEXIA ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'148901"," ","LIPSCOMB","'148","N","N","BOOKER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'148902"," ","LIPSCOMB","'148","N","N","FOLLETT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'148905"," ","LIPSCOMB","'148","N","N","DARROUZETT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'149901"," ","LIVE OAK","'149","N","N","GEORGE WEST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'149902"," ","LIVE OAK","'149","N","N","THREE RIVERS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'150901"," ","LLANO","'150","N","N","LLANO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'152802"," ","LUBBOCK","'152","N","Y","RISE ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152803"," ","LUBBOCK","'152","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152806"," ","LUBBOCK","'152","N","Y","BETTY M CONDRA SCHOOL FOR EDUCATIO","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152901"," ","LUBBOCK","'152","N","N","LUBBOCK ISD","Not Rated: Declared State of Disaster","Needs Assistance","'17"
"'152902"," ","LUBBOCK","'152","N","N","NEW DEAL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152903"," ","LUBBOCK","'152","N","N","SLATON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152906"," ","LUBBOCK","'152","N","N","LUBBOCK-COOPER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152907"," ","LUBBOCK","'152","N","N","FRENSHIP ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152908"," ","LUBBOCK","'152","N","N","ROOSEVELT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152909"," ","LUBBOCK","'152","N","N","SHALLOWATER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'152910"," ","LUBBOCK","'152","N","N","IDALOU ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'153903"," ","LYNN","'153","N","N","O'DONNELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'153904"," ","LYNN","'153","N","N","TAHOKA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'153905"," ","LYNN","'153","N","N","NEW HOME ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'153907"," ","LYNN","'153","N","N","WILSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'154901"," ","MADISON","'154","N","N","MADISONVILLE CISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'154903"," ","MADISON","'154","N","N","NORTH ZULCH ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'155901"," ","MARION","'155","N","N","JEFFERSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'156902"," ","MARTIN","'156","N","N","STANTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'156905"," ","MARTIN","'156","N","N","GRADY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'157901"," ","MASON","'157","N","N","MASON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'158901"," ","MATAGORDA","'158","N","N","BAY CITY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'03"
"'158902"," ","MATAGORDA","'158","N","N","TIDEHAVEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'158904"," ","MATAGORDA","'158","N","N","MATAGORDA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'158905"," ","MATAGORDA","'158","N","N","PALACIOS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'158906"," ","MATAGORDA","'158","N","N","VAN VLECK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'159901"," ","MAVERICK","'159","N","N","EAGLE PASS ISD","Not Rated: Declared State of Disaster","Needs Intervention","'20"
"'160901"," ","MCCULLOCH","'160","N","N","BRADY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'160904"," ","MCCULLOCH","'160","N","N","ROCHELLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'160905"," ","MCCULLOCH","'160","N","N","LOHN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'161801"," ","MCLENNAN","'161","N","Y","WACO CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161802"," ","MCLENNAN","'161","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161807"," ","MCLENNAN","'161","N","Y","HARMONY SCIENCE ACAD (WACO)","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161901"," ","MCLENNAN","'161","N","N","CRAWFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161903"," ","MCLENNAN","'161","N","N","MIDWAY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'161906"," ","MCLENNAN","'161","N","N","LA VEGA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161907"," ","MCLENNAN","'161","N","N","LORENA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161908"," ","MCLENNAN","'161","N","N","MART ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161909"," ","MCLENNAN","'161","N","N","MCGREGOR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161910"," ","MCLENNAN","'161","N","N","MOODY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161912"," ","MCLENNAN","'161","N","N","RIESEL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161914"," ","MCLENNAN","'161","N","N","WACO ISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'12"
"'161916"," ","MCLENNAN","'161","N","N","WEST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161918"," ","MCLENNAN","'161","N","N","AXTELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161919"," ","MCLENNAN","'161","N","N","BRUCEVILLE-EDDY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161920"," ","MCLENNAN","'161","N","N","CHINA SPRING ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161921"," ","MCLENNAN","'161","N","N","CONNALLY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'161922"," ","MCLENNAN","'161","N","N","ROBINSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161923"," ","MCLENNAN","'161","N","N","BOSQUEVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161924"," ","MCLENNAN","'161","N","N","HALLSBURG ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'161925"," ","MCLENNAN","'161","N","N","GHOLSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'162904"," ","MCMULLEN","'162","N","N","MCMULLEN COUNTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'163901"," ","MEDINA","'163","N","N","DEVINE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'163902"," ","MEDINA","'163","N","N","D'HANIS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'163903"," ","MEDINA","'163","N","N","NATALIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'163904"," ","MEDINA","'163","N","N","HONDO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'163908"," ","MEDINA","'163","N","N","MEDINA VALLEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'164901"," ","MENARD","'164","N","N","MENARD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'165802"," ","MIDLAND","'165","N","Y","MIDLAND ACADEMY CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'165901"," ","MIDLAND","'165","N","N","MIDLAND ISD","Not Rated: Declared State of Disaster","Needs Assistance","'18"
"'165902"," ","MIDLAND","'165","N","N","GREENWOOD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'166901"," ","MILAM","'166","N","N","CAMERON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'166902"," ","MILAM","'166","N","N","GAUSE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'166903"," ","MILAM","'166","N","N","MILANO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'166904"," ","MILAM","'166","N","N","ROCKDALE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'166905"," ","MILAM","'166","N","N","THORNDALE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'166907"," ","MILAM","'166","N","N","BUCKHOLTS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'167901"," ","MILLS","'167","N","N","GOLDTHWAITE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'167902"," ","MILLS","'167","N","N","MULLIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'167904"," ","MILLS","'167","N","N","PRIDDY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'168901"," ","MITCHELL","'168","N","N","COLORADO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'168902"," ","MITCHELL","'168","N","N","LORAINE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'168903"," ","MITCHELL","'168","N","N","WESTBROOK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'169901"," ","MONTAGUE","'169","N","N","BOWIE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169902"," ","MONTAGUE","'169","N","N","NOCONA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169906"," ","MONTAGUE","'169","N","N","GOLD BURG ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169908"," ","MONTAGUE","'169","N","N","MONTAGUE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169909"," ","MONTAGUE","'169","N","N","PRAIRIE VALLEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169910"," ","MONTAGUE","'169","N","N","FORESTBURG ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'169911"," ","MONTAGUE","'169","N","N","SAINT JO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'170801"," ","MONTGOMERY","'170","N","Y","TEXAS SERENITY ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'170902"," ","MONTGOMERY","'170","N","N","CONROE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'170903"," ","MONTGOMERY","'170","N","N","MONTGOMERY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'170904"," ","MONTGOMERY","'170","N","N","WILLIS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'170906"," ","MONTGOMERY","'170","N","N","MAGNOLIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'170907"," ","MONTGOMERY","'170","N","N","SPLENDORA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'170908"," ","MONTGOMERY","'170","N","N","NEW CANEY ISD","Not Rated: Declared State of Disaster","Needs Intervention","'06"
"'171901"," ","MOORE","'171","N","N","DUMAS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'171902"," ","MOORE","'171","N","N","SUNRAY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'172902"," ","MORRIS","'172","N","N","DAINGERFIELD-LONE STAR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'172905"," ","MORRIS","'172","N","N","PEWITT CISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'173901"," ","MOTLEY","'173","N","N","MOTLEY COUNTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'174801"," ","NACOGDOCHES","'174","N","Y","STEPHEN F AUSTIN STATE UNIVERSITY","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174901"," ","NACOGDOCHES","'174","N","N","CHIRENO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174902"," ","NACOGDOCHES","'174","N","N","CUSHING ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174903"," ","NACOGDOCHES","'174","N","N","GARRISON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174904"," ","NACOGDOCHES","'174","N","N","NACOGDOCHES ISD","Not Rated: Declared State of Disaster","Needs Intervention","'07"
"'174906"," ","NACOGDOCHES","'174","N","N","WODEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174908"," ","NACOGDOCHES","'174","N","N","CENTRAL HEIGHTS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174909"," ","NACOGDOCHES","'174","N","N","MARTINSVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174910"," ","NACOGDOCHES","'174","N","N","ETOILE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'174911"," ","NACOGDOCHES","'174","N","N","DOUGLASS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'175902"," ","NAVARRO","'175","N","N","BLOOMING GROVE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'175903"," ","NAVARRO","'175","N","N","CORSICANA ISD","Not Rated: Declared State of Disaster","Needs Assistance","'12"
"'175904"," ","NAVARRO","'175","N","N","DAWSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'175905"," ","NAVARRO","'175","N","N","FROST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'175907"," ","NAVARRO","'175","N","N","KERENS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'175910"," ","NAVARRO","'175","N","N","MILDRED ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'175911"," ","NAVARRO","'175","N","N","RICE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'12"
"'176901"," ","NEWTON","'176","N","N","BURKEVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'176902"," ","NEWTON","'176","N","N","NEWTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'176903"," ","NEWTON","'176","N","N","DEWEYVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'177901","ASVAB Alternative Test Offered","NOLAN","'177","N","N","ROSCOE COLLEGIATE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'177902"," ","NOLAN","'177","N","N","SWEETWATER ISD","Not Rated: Declared State of Disaster","Needs Assistance","'14"
"'177903"," ","NOLAN","'177","N","N","BLACKWELL CISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'177905"," ","NOLAN","'177","N","N","HIGHLAND ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'178801"," ","NUECES","'178","N","Y","DR M L GARZA-GONZALEZ CHARTER SCHO","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178807"," ","NUECES","'178","N","Y","CORPUS CHRISTI MONTESSORI SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178808"," ","NUECES","'178","N","Y","SEASHORE CHARTER SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178901"," ","NUECES","'178","N","N","AGUA DULCE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178902"," ","NUECES","'178","N","N","BISHOP CISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178903"," ","NUECES","'178","N","N","CALALLEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178904"," ","NUECES","'178","N","N","CORPUS CHRISTI ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'178905"," ","NUECES","'178","N","N","DRISCOLL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178906"," ","NUECES","'178","N","N","LONDON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178908"," ","NUECES","'178","N","N","PORT ARANSAS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178909"," ","NUECES","'178","N","N","ROBSTOWN ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'178912"," ","NUECES","'178","N","N","TULOSO-MIDWAY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178913","ASVAB Test not Offered","NUECES","'178","N","N","BANQUETE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'178914"," ","NUECES","'178","N","N","FLOUR BLUFF ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'178915"," ","NUECES","'178","N","N","WEST OSO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'179901"," ","OCHILTREE","'179","N","N","PERRYTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'180901"," ","OLDHAM","'180","N","N","BOYS RANCH ISD","Not Rated","Meets Requirements","'16"
"'180902"," ","OLDHAM","'180","N","N","VEGA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'180903"," ","OLDHAM","'180","N","N","ADRIAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
