DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'003903",69,71,62,72,66,73,70,87,83,54,30,58,77,92,75,64,38,46,63,64,33,72,89,93,75,36,45,70,94,75,82,100,69,94,72,75,75,100,83,-1,-1,100,100,100,20,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,70,67,66,72,67,69,65,87,83,61,39,63,77,91,77,67,58,66,69,66,59,58,88,81,61,41,55,75,90,78,68,63,67,70,66,68,62,86,81,57,35,59,76,90,77,73,75,66,76,69,67,63,91,84,65,44,68,79,93,79,70,71,67,73,67,73,67,88,83,58,33,61,77,91,78,55,-1,-1,40,67,-1,-1,.,.,-1,-1,.,.,.,.,67,59,65,69,66,71,66,84,81,57,35,58,75,89,75,66,57,64,68,64,67,65,87,83,57,34,51,71,90,78,67,56,59,69,66,68,65,88,78,62,46,46,74,92,81,72,69,66,75,70,75,65,85,82,63,46,74,80,91,77,"LUFKIN ISD",70,68,66,72,67,68,64,88,82,59,39,63,77,90,76,71,62,63,74,68,71,68,86,84,69,36,63,78,94,79,74,71,-1,73,75,67,79,81,88,71,36,-1,-1,83,72
"'003904",59,-1,.,71,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,71,-1,68,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,69,59,75,68,63,66,84,75,70,47,76,80,90,82,71,-1,-1,85,59,-1,-1,83,92,-1,-1,-1,-1,-1,-1,69,60,49,72,66,58,65,81,72,70,45,73,81,88,83,75,79,65,79,70,63,75,89,76,72,50,79,80,97,77,71,75,71,74,67,33,46,100,89,60,40,83,92,100,70,88,-1,-1,90,-1,-1,-1,.,.,.,.,.,.,-1,-1,69,62,53,72,67,63,60,81,75,68,43,74,80,85,86,68,55,48,71,65,55,55,85,80,62,36,68,79,90,84,61,47,36,65,57,46,58,94,62,68,33,50,67,76,76,72,68,58,75,69,67,70,82,73,70,48,77,79,89,83,"HUNTINGTON ISD",72,66,61,76,68,63,61,85,76,74,48,77,80,91,80,72,78,53,74,69,65,76,81,73,57,43,74,78,89,87,84,-1,-1,100,70,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'003905",71,63,73,72,70,52,52,93,96,60,39,66,75,91,77,69,-1,30,88,53,.,.,-1,-1,-1,-1,-1,-1,-1,-1,88,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,67,59,74,64,60,55,93,95,60,31,73,75,94,70,65,61,50,71,58,47,47,88,92,67,19,70,83,100,71,69,64,59,73,64,57,55,93,95,60,32,71,76,93,68,68,69,53,74,61,59,56,90,92,56,31,80,70,97,68,68,65,64,72,64,55,55,93,94,56,28,70,76,91,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,63,65,74,67,62,53,95,97,63,31,67,79,92,71,71,57,56,73,69,51,61,95,96,62,34,71,77,91,74,63,30,72,57,69,67,93,92,92,53,37,56,63,71,71,72,70,58,77,68,70,55,93,98,65,40,76,73,97,79,"DIBOLL ISD",69,66,64,73,64,59,53,96,98,59,31,73,75,92,67,70,71,39,76,65,63,58,82,87,65,31,74,78,100,77,76,-1,-1,75,78,60,80,-1,-1,58,92,93,71,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,60,76,64,66,54,63,86,74,37,27,71,83,86,78,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,65,54,72,63,67,59,62,83,78,32,29,65,82,95,82,68,61,75,66,70,61,61,86,95,32,32,70,90,88,69,95,-1,-1,-1,100,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,58,77,62,62,45,65,85,50,40,23,71,79,85,85,57,53,62,52,63,19,63,75,71,20,15,31,75,88,88,50,-1,43,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,58,71,64,64,54,63,85,73,40,27,70,83,85,76,"ZAVALLA ISD",65,58,71,65,64,62,59,82,68,39,25,75,88,84,75,66,-1,88,59,71,36,71,93,86,31,31,63,75,-1,-1,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'003907",55,-1,-1,50,59,31,46,36,64,-1,-1,67,100,-1,-1,77,-1,-1,69,87,57,83,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,81,60,76,70,57,55,64,69,80,51,84,95,96,91,67,100,-1,72,62,-1,-1,60,83,-1,-1,-1,-1,-1,-1,70,77,61,73,67,53,57,56,60,78,48,83,93,97,89,72,86,58,74,70,56,51,60,69,82,55,81,97,92,92,70,82,58,74,66,48,48,61,66,86,41,86,97,92,85,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,74,76,63,78,71,58,59,69,68,79,45,88,92,99,91,70,73,56,69,70,32,50,60,73,70,41,80,94,93,96,58,50,41,63,53,33,33,64,71,78,31,70,90,88,81,74,79,63,77,72,60,55,67,67,80,56,84,95,96,92,"CENTRAL ISD",74,83,63,78,71,59,56,66,70,81,51,87,95,97,92,69,71,50,70,68,53,52,61,64,75,47,77,94,93,88,78,.,.,70,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'004901",67,81,70,74,59,85,73,79,56,30,15,83,50,78,78,68,-1,-1,66,71,33,83,50,75,-1,-1,90,70,100,80,80,100,64,89,72,70,80,80,80,-1,-1,100,83,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,68,86,75,70,66,63,68,77,71,28,35,73,65,90,80,73,-1,-1,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,82,72,67,63,59,63,74,66,26,31,70,62,89,80,69,92,75,71,67,61,70,75,74,19,34,82,64,91,82,66,81,80,68,64,64,69,75,65,23,33,70,58,88,81,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,67,81,75,70,64,65,66,80,67,35,36,66,66,88,77,64,78,73,66,62,60,71,78,66,21,24,67,62,87,80,56,46,67,54,58,41,54,89,54,30,40,48,78,66,68,69,89,70,72,66,64,66,81,75,29,38,74,69,90,79,"ARANSAS COUNTY ISD",69,88,77,71,67,59,69,75,65,26,35,73,68,94,82,66,78,67,69,64,70,67,83,83,31,35,75,58,81,75,66,-1,-1,64,69,-1,-1,71,79,-1,-1,80,60,-1,-1
"'005901",86,.,-1,100,75,-1,-1,-1,-1,-1,-1,.,.,.,.,79,.,.,93,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,66,66,75,72,59,65,95,79,79,64,65,76,88,86,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,69,59,61,72,66,54,60,92,75,75,60,68,64,89,81,77,72,70,81,73,75,67,90,73,85,65,65,76,100,87,67,50,70,76,57,-1,-1,-1,-1,100,33,100,75,-1,-1,36,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,71,63,64,70,71,50,64,100,83,74,63,64,75,76,85,64,38,53,65,63,-1,-1,100,80,70,52,50,71,82,80,55,25,22,61,50,-1,-1,-1,-1,71,29,67,58,80,-1,75,71,66,76,75,63,69,98,80,77,68,56,78,86,91,"ARCHER CITY ISD",74,77,55,76,73,58,55,93,80,74,74,58,76,85,90,72,38,82,74,71,61,79,100,75,88,50,73,75,100,67,67,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1
"'005902",-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,71,-1,.,67,75,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,86,71,75,72,64,61,93,78,35,45,77,85,90,85,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,67,75,73,64,70,26,59,90,83,5,41,69,72,97,78,72,94,64,74,70,63,61,94,73,29,55,77,89,98,81,71,-1,78,67,75,31,56,100,83,36,57,83,100,-1,-1,92,.,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,75,78,79,76,74,64,63,93,81,42,36,77,83,83,89,67,81,67,68,67,30,40,83,83,18,35,70,70,84,84,61,-1,100,58,64,35,55,83,50,20,60,50,57,88,75,74,85,70,76,72,67,62,93,78,35,42,77,84,90,85,"HOLLIDAY ISD",72,86,69,73,71,59,60,94,78,32,48,75,83,88,84,78,85,82,81,75,80,67,92,78,44,38,83,90,94,87,76,-1,.,90,61,-1,-1,-1,-1,.,.,-1,-1,-1,-1
"'005904",72,.,-1,87,59,-1,-1,80,70,-1,-1,80,90,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,69,63,80,67,71,79,91,80,75,48,83,75,88,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,64,67,77,61,72,67,82,91,69,38,86,82,86,27,76,65,72,81,71,67,79,88,88,77,42,89,75,93,68,69,50,75,78,61,50,67,89,72,88,25,86,93,92,33,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,71,71,58,78,64,75,79,93,73,74,53,75,75,82,54,63,68,56,71,56,-1,-1,88,75,60,30,63,63,83,33,46,-1,-1,46,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,71,58,80,69,79,82,92,83,71,56,83,70,86,68,"WINDTHORST ISD",74,68,62,80,68,68,85,90,82,81,50,83,77,86,56,70,-1,-1,78,63,83,58,-1,-1,40,40,-1,-1,-1,-1,80,.,.,100,60,-1,-1,.,.,-1,-1,-1,-1,-1,-1
"'006902",63,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,73,.,-1,80,67,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,84,81,82,76,64,64,93,96,88,60,63,82,90,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,83,72,77,71,62,65,100,94,79,59,50,100,80,60,79,100,75,82,75,63,63,100,100,77,69,56,81,94,71,67,-1,-1,75,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,79,70,85,81,77,65,65,88,94,97,53,68,82,85,81,73,70,82,73,73,60,70,100,100,73,59,44,67,84,69,65,-1,-1,72,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81,81,82,78,59,66,96,96,85,65,72,84,92,78,"CLAUDE ISD",80,83,79,82,79,67,80,88,94,88,65,68,79,93,76,75,-1,-1,81,69,60,40,100,100,89,50,-1,-1,83,72,80,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1
"'007901",60,-1,-1,58,61,42,42,100,100,-1,-1,-1,-1,60,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,51,71,62,61,67,55,82,56,62,45,36,66,68,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,56,77,63,60,66,52,85,54,65,40,42,71,62,69,61,59,82,60,63,57,60,83,57,67,50,42,68,59,66,60,52,69,61,60,64,55,83,53,62,46,34,64,70,73,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,61,45,64,63,59,79,50,82,55,55,36,25,60,79,86,58,39,71,58,57,64,52,79,55,50,35,29,68,69,69,57,-1,-1,56,59,-1,-1,75,44,-1,-1,-1,-1,50,67,72,-1,-1,75,69,90,60,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",63,55,67,63,62,72,61,89,61,62,43,33,65,63,73,57,36,-1,58,56,55,41,57,36,63,50,50,70,92,83,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1
"'007902",68,-1,-1,61,74,-1,-1,-1,-1,-1,-1,67,92,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,58,72,74,67,72,61,74,64,72,46,76,79,90,80,95,.,-1,-1,92,.,.,.,.,.,.,-1,-1,-1,-1,67,49,72,70,63,67,55,75,64,68,41,74,81,88,74,74,57,72,77,70,71,56,77,69,78,56,85,80,93,81,69,55,74,72,65,67,61,76,66,72,38,72,79,87,77,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,68,58,72,71,64,73,64,72,60,68,39,68,79,87,78,67,42,74,66,68,60,68,74,69,59,39,77,78,81,81,52,29,86,51,54,56,35,67,17,50,60,57,57,53,76,73,61,68,76,69,83,62,70,61,71,59,83,81,93,82,"JOURDANTON ISD",71,59,74,75,66,74,62,74,64,77,42,78,78,92,80,69,53,63,69,68,67,59,75,63,58,58,70,84,85,78,76,-1,.,78,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",61,27,81,61,60,67,48,73,62,40,26,78,100,82,76,67,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,50,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,64,40,73,62,65,61,52,85,70,31,32,71,86,90,80,40,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,63,36,74,62,65,65,52,86,71,29,30,67,87,89,81,65,39,81,64,67,59,56,86,74,33,38,73,83,93,74,63,40,74,62,65,61,55,84,68,33,32,69,87,89,78,83,.,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,62,42,66,61,63,63,49,85,66,30,27,70,88,87,86,63,26,76,61,66,65,48,87,72,25,19,66,87,89,84,54,14,80,54,53,83,33,100,71,25,17,50,88,63,63,65,41,66,65,65,63,44,90,81,25,35,87,83,93,88,"LYTLE ISD",64,41,73,63,65,63,50,87,67,33,36,73,88,92,82,62,38,74,60,64,57,57,81,78,26,20,67,81,85,73,54,.,-1,35,71,25,67,-1,-1,8,33,-1,-1,-1,-1
"'007905",61,80,39,63,60,25,40,79,68,48,40,69,92,89,89,67,90,-1,73,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,.,-1,64,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,82,65,63,60,45,50,74,72,51,36,52,71,78,72,64,-1,.,50,80,-1,-1,-1,-1,-1,-1,.,.,.,.,59,82,60,60,57,44,46,73,73,47,35,47,65,78,71,64,89,72,65,64,43,56,76,77,53,39,56,73,85,73,60,82,64,62,58,43,48,72,70,52,37,50,66,80,72,100,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,59,77,58,61,57,47,43,72,68,49,34,48,69,74,72,58,78,55,60,56,41,50,73,70,48,34,43,60,75,69,52,66,43,59,45,51,38,84,53,48,17,42,65,66,64,64,82,69,64,64,51,54,75,74,46,32,57,82,75,77,"PLEASANTON ISD",62,85,65,64,60,43,50,73,70,53,38,54,68,79,72,61,75,68,61,62,49,50,75,78,46,32,48,77,77,72,56,-1,-1,62,50,0,42,-1,-1,-1,-1,-1,-1,100,83
"'007906",59,50,-1,64,53,88,58,86,79,5,20,80,50,100,83,59,-1,.,50,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,64,77,63,66,69,56,73,80,36,36,53,75,95,71,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,63,62,76,62,64,66,53,74,81,35,36,49,73,96,70,67,70,79,66,69,66,60,72,81,37,39,55,78,98,69,65,66,77,64,65,69,58,73,79,38,38,53,72,96,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,58,76,61,62,72,53,75,79,35,33,51,72,91,73,61,55,75,58,63,63,54,70,81,35,28,42,76,94,76,56,33,63,55,58,94,50,91,91,15,20,35,80,69,42,63,54,79,57,69,65,35,75,86,19,23,53,93,88,79,"POTEET ISD",65,64,76,63,66,70,61,77,79,36,36,54,78,95,71,63,65,82,63,62,67,46,63,84,35,33,50,60,96,70,68,-1,.,73,61,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'008901",67,62,75,64,69,54,61,81,81,58,50,65,74,80,83,61,40,-1,61,62,-1,-1,-1,-1,-1,-1,-1,-1,40,100,89,-1,-1,-1,80,.,.,.,.,-1,-1,.,.,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,70,69,65,70,69,55,59,86,82,58,55,76,81,84,75,59,45,46,58,60,27,54,100,80,44,35,63,88,85,69,66,65,57,66,66,49,58,86,79,57,50,69,75,81,80,73,77,66,72,73,49,63,88,86,63,66,79,84,92,81,69,70,63,70,68,57,56,83,81,65,55,72,78,86,80,42,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,66,61,63,68,66,60,56,85,78,53,44,73,79,78,71,64,51,55,64,64,49,51,87,80,49,40,66,76,82,80,53,33,38,53,54,50,53,93,71,38,34,50,63,58,75,72,74,66,72,71,57,64,85,83,56,59,81,86,85,72,"BELLVILLE ISD",70,68,66,70,69,57,58,87,83,56,51,74,81,82,76,69,70,60,70,68,49,63,79,69,64,67,84,83,94,71,61,-1,-1,55,66,31,63,-1,-1,-1,-1,-1,-1,-1,-1
"'008902",66,79,58,68,63,64,44,85,86,44,20,47,92,97,78,75,69,80,79,71,-1,-1,86,100,75,25,-1,60,89,83,63,-1,.,69,57,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,78,68,72,66,72,57,86,84,56,31,49,88,86,74,62,85,62,66,59,70,35,71,75,47,34,50,62,84,75,66,74,69,69,63,67,49,85,82,50,27,51,84,85,71,71,85,70,73,68,68,60,85,86,58,33,52,90,88,80,68,80,69,71,66,71,51,92,87,47,26,49,91,85,72,83,.,.,-1,-1,-1,-1,.,.,.,.,.,-1,-1,.,68,72,66,72,64,77,54,88,81,54,28,47,85,85,70,65,65,64,68,63,73,49,85,84,48,24,49,86,87,74,58,34,57,64,52,73,57,78,63,59,29,63,66,76,50,72,74,68,74,69,72,68,85,79,68,37,46,91,87,74,"SEALY ISD",70,80,69,74,67,74,58,86,85,57,31,51,88,88,74,66,69,63,67,64,63,55,87,77,50,29,44,89,79,71,64,-1,-1,69,59,-1,-1,-1,-1,-1,-1,-1,83,-1,-1
"'008903",75,88,57,81,69,75,38,62,79,100,39,88,92,100,81,86,.,.,89,83,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,69,66,76,68,83,52,59,73,79,49,72,85,97,76,66,-1,-1,67,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,65,61,75,68,82,58,62,74,75,51,57,86,98,76,72,69,68,77,69,83,54,56,74,80,57,70,85,100,75,73,80,66,79,66,77,50,58,73,87,49,76,76,99,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,69,63,76,67,83,50,61,71,77,38,73,86,95,78,72,64,57,77,67,84,42,61,79,86,45,71,88,100,89,62,50,-1,69,54,89,67,72,56,63,38,-1,-1,-1,-1,70,63,69,72,68,85,53,62,71,64,50,72,89,93,71,"BRAZOS ISD",73,74,66,79,66,83,51,62,69,82,45,76,84,97,77,71,50,67,69,72,81,56,52,81,71,58,61,89,98,74,83,.,.,83,83,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'009901",64,50,38,66,61,49,58,74,77,70,35,50,68,94,75,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,88,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,67,66,65,62,48,51,75,72,63,36,52,85,86,67,40,-1,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,62,66,62,63,61,44,51,72,71,59,36,48,82,87,66,67,70,68,68,66,61,62,71,80,65,38,51,85,84,68,62,63,65,62,61,47,51,73,69,61,35,47,84,84,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,63,64,63,59,38,43,77,65,61,33,53,84,88,66,62,62,68,62,62,38,46,73,72,61,36,51,81,89,74,60,36,69,57,63,38,53,94,63,46,36,64,93,81,69,73,82,80,79,67,60,55,85,88,73,40,75,93,91,64,"MULESHOE ISD",63,69,66,65,61,45,48,74,74,63,32,54,83,86,67,66,50,68,64,68,66,70,79,58,64,50,44,94,83,67,52,.,.,63,42,-1,-1,-1,-1,60,20,-1,-1,-1,-1
