DISTRICT,DD007AMA1221R,DD007AMA1321R,DD007AMA1S21R,DD007ARE1221R,DD007ARE1321R,DD007ARE1S21R,DD007AWR1221R,DD007AWR1321R,DD007AWR1S21R,DD207AMA1221R,DD207AMA1321R,DD207AMA1S21R,DD207ARE1221R,DD207ARE1321R,DD207ARE1S21R,DD207AWR1221R,DD207AWR1321R,DD207AWR1S21R,DD307AMA1221R,DD307AMA1321R,DD307AMA1S21R,DD307ARE1221R,DD307ARE1321R,DD307ARE1S21R,DD307AWR1221R,DD307AWR1321R,DD307AWR1S21R,DD407AMA1221R,DD407AMA1321R,DD407AMA1S21R,DD407ARE1221R,DD407ARE1321R,DD407ARE1S21R,DD407AWR1221R,DD407AWR1321R,DD407AWR1S21R,DDA07AMA1221R,DDA07AMA1321R,DDA07AMA1S21R,DDA07ARE1221R,DDA07ARE1321R,DDA07ARE1S21R,DDA07AWR1221R,DDA07AWR1321R,DDA07AWR1S21R,DDB07AMA1221R,DDB07AMA1321R,DDB07AMA1S21R,DDB07ARE1221R,DDB07ARE1321R,DDB07ARE1S21R,DDB07AWR1221R,DDB07AWR1321R,DDB07AWR1S21R,DDE07AMA1221R,DDE07AMA1321R,DDE07AMA1S21R,DDE07ARE1221R,DDE07ARE1321R,DDE07ARE1S21R,DDE07AWR1221R,DDE07AWR1321R,DDE07AWR1S21R,DDF07AMA1221R,DDF07AMA1321R,DDF07AMA1S21R,DDF07ARE1221R,DDF07ARE1321R,DDF07ARE1S21R,DDF07AWR1221R,DDF07AWR1321R,DDF07AWR1S21R,DDH07AMA1221R,DDH07AMA1321R,DDH07AMA1S21R,DDH07ARE1221R,DDH07ARE1321R,DDH07ARE1S21R,DDH07AWR1221R,DDH07AWR1321R,DDH07AWR1S21R,DDI07AMA1221R,DDI07AMA1321R,DDI07AMA1S21R,DDI07ARE1221R,DDI07ARE1321R,DDI07ARE1S21R,DDI07AWR1221R,DDI07AWR1321R,DDI07AWR1S21R,DDL07AMA1221R,DDL07AMA1321R,DDL07AMA1S21R,DDL07ARE1221R,DDL07ARE1321R,DDL07ARE1S21R,DDL07AWR1221R,DDL07AWR1321R,DDL07AWR1S21R,DDM07AMA1221R,DDM07AMA1321R,DDM07AMA1S21R,DDM07ARE1221R,DDM07ARE1321R,DDM07ARE1S21R,DDM07AWR1221R,DDM07AWR1321R,DDM07AWR1S21R,DDR07AMA1221R,DDR07AMA1321R,DDR07AMA1S21R,DDR07ARE1221R,DDR07ARE1321R,DDR07ARE1S21R,DDR07AWR1221R,DDR07AWR1321R,DDR07AWR1S21R,DDS07AMA1221R,DDS07AMA1321R,DDS07AMA1S21R,DDS07ARE1221R,DDS07ARE1321R,DDS07ARE1S21R,DDS07AWR1221R,DDS07AWR1321R,DDS07AWR1S21R,DDW07AMA1221R,DDW07AMA1321R,DDW07AMA1S21R,DDW07ARE1221R,DDW07ARE1321R,DDW07ARE1S21R,DDW07AWR1221R,DDW07AWR1321R,DDW07AWR1S21R,DISTNAME,DNC07AMA1221R,DNC07AMA1321R,DNC07AMA1S21R,DNC07ARE1221R,DNC07ARE1321R,DNC07ARE1S21R,DNC07AWR1221R,DNC07AWR1321R,DNC07AWR1S21R,DNM07AMA1221R,DNM07AMA1321R,DNM07AMA1S21R,DNM07ARE1221R,DNM07ARE1321R,DNM07ARE1S21R,DNM07AWR1221R,DNM07AWR1321R,DNM07AWR1S21R,DNS07AMA1221R,DNS07AMA1321R,DNS07AMA1S21R,DNS07ARE1221R,DNS07ARE1321R,DNS07ARE1S21R,DNS07AWR1221R,DNS07AWR1321R,DNS07AWR1S21R
"'220819",20,0,20,20,0,60,20,0,40,0,0,60,50,25,88,25,25,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,14,3,55,44,24,77,31,8,76,0,0,50,33,0,50,14,0,71,16,5,53,46,25,75,13,0,75,13,2,56,47,24,79,38,9,83,17,0,67,43,18,75,21,0,79,.,.,.,.,.,.,.,.,.,20,0,20,20,0,60,20,0,40,14,3,55,41,24,73,21,7,67,5,0,14,17,4,43,4,0,39,13,0,50,22,11,44,10,10,30,15,5,49,45,29,79,38,9,71,"HIGH POINT ACADEMY",18,3,59,52,26,80,35,14,80,10,3,53,37,22,73,26,2,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220901",18,8,47,34,16,61,19,4,46,24,10,58,45,27,67,28,7,62,48,28,76,66,46,82,51,20,75,44,11,56,44,33,78,33,17,50,22,9,50,39,21,64,25,6,54,15,5,41,36,18,59,23,4,53,16,5,45,33,16,59,20,4,48,22,9,52,44,24,70,30,8,61,17,6,47,33,15,60,18,3,45,21,5,32,40,25,60,30,5,60,11,3,40,25,9,53,11,2,37,22,9,49,34,18,58,21,4,47,9,2,35,22,9,49,11,1,36,15,5,29,21,9,33,14,3,24,36,17,67,52,31,75,42,12,71,"ARLINGTON ISD",24,10,54,41,23,66,28,7,57,15,6,42,33,16,57,19,4,45,23,8,50,33,20,51,22,5,45
"'220902",29,12,60,38,16,65,25,7,60,33,17,55,53,27,73,32,10,60,60,38,86,56,39,81,58,26,81,0,0,20,20,0,40,0,0,40,36,17,65,43,22,70,35,11,67,22,8,52,36,22,65,23,10,56,27,10,57,36,16,63,26,7,60,34,16,63,46,25,73,39,13,73,29,12,58,38,16,64,27,6,62,38,13,75,50,13,88,50,0,75,19,5,53,27,8,56,13,3,50,38,18,66,41,20,66,31,9,62,17,5,47,25,9,53,15,3,50,16,10,34,20,10,35,14,9,29,46,23,74,50,28,76,45,15,75,"BIRDVILLE ISD",39,19,69,46,24,73,39,12,72,27,12,55,37,18,62,26,8,54,33,5,71,27,14,64,15,0,60
"'220904",24,4,45,35,18,69,15,1,56,25,8,33,33,33,50,31,15,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,19,4,41,35,18,66,15,2,54,10,2,28,27,12,57,10,1,45,18,3,40,33,17,65,14,1,53,16,4,41,44,24,76,23,3,63,25,6,49,39,20,74,17,1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,27,16,7,55,3,0,38,22,4,41,27,13,57,8,0,47,10,1,30,22,8,59,8,0,43,6,0,17,6,2,21,2,0,6,8,0,31,31,15,46,9,0,45,"EVERMAN ISD",22,5,47,37,20,69,16,2,59,14,2,32,31,14,61,12,1,46,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220905",4,1,20,30,14,57,14,2,41,5,0,30,43,24,69,22,5,62,11,0,21,53,24,69,33,12,53,.,.,.,-1,-1,-1,-1,-1,-1,5,1,20,34,17,59,19,3,46,3,1,14,24,9,48,13,3,37,5,1,19,29,13,55,15,2,42,4,1,19,38,20,65,24,5,54,5,1,22,32,15,59,16,2,44,0,0,17,29,29,57,13,0,50,3,0,19,23,9,51,9,1,33,6,1,22,30,14,54,14,2,39,3,0,17,22,9,50,9,1,34,17,4,22,21,7,31,17,4,22,8,2,31,62,43,80,43,12,75,"FORT WORTH ISD",4,1,21,35,18,61,19,4,47,5,1,20,27,12,49,15,3,39,3,0,17,30,16,62,14,0,32
"'220906",7,1,29,36,12,64,20,2,46,29,10,67,73,44,90,61,24,89,48,39,79,84,64,96,76,36,94,.,.,.,.,.,.,.,.,.,22,7,56,65,40,84,52,20,80,11,0,43,44,23,72,33,9,63,8,1,34,36,14,66,25,5,55,23,7,58,68,42,86,59,23,83,14,4,40,47,29,71,32,12,61,-1,-1,-1,40,20,100,0,0,80,4,1,23,18,5,48,7,0,26,20,7,54,62,38,82,46,17,77,9,1,39,28,8,59,16,2,46,13,3,29,31,7,52,21,4,39,23,5,64,71,41,88,57,20,85,"GRAPEVINE-COLLEYVILLE ISD",21,8,56,66,40,84,53,20,80,23,5,56,62,38,87,51,21,79,11,0,78,50,33,78,33,11,78
"'220907",12,4,48,45,24,70,32,6,61,27,9,63,53,37,81,42,16,74,30,11,68,70,45,87,57,18,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,6,61,55,33,79,46,14,74,5,2,40,32,17,64,26,5,55,13,3,49,36,19,65,29,5,58,22,7,60,59,37,83,52,18,78,18,3,53,47,23,72,37,9,66,0,0,83,29,14,71,40,0,70,7,2,41,24,6,55,13,1,41,23,5,62,51,29,76,40,10,70,9,2,44,28,10,59,16,1,47,14,2,32,21,7,46,15,1,33,28,7,69,62,39,84,52,16,79,"KELLER ISD",26,7,65,58,35,82,48,15,76,14,3,52,47,28,72,38,9,68,39,10,82,66,38,86,44,19,72
"'220908",33,13,65,45,22,73,27,6,61,44,21,74,60,35,81,55,13,78,65,39,87,71,45,92,59,22,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,18,70,55,32,80,42,12,73,28,11,59,48,25,73,35,9,67,26,10,60,42,23,71,28,6,62,40,19,71,60,36,84,50,16,79,32,12,65,47,25,77,34,8,66,33,11,44,33,33,56,13,0,75,15,4,42,19,6,46,7,1,29,40,17,70,51,28,76,35,8,67,12,3,43,23,8,55,11,1,42,16,5,30,19,8,36,15,4,27,52,24,82,66,41,86,52,17,82,"MANSFIELD ISD",44,20,74,59,35,82,46,14,77,31,13,63,46,25,74,35,8,64,39,8,75,49,32,84,22,6,72
"'220910",6,2,23,12,5,33,13,0,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,6,1,26,24,11,45,18,2,39,6,0,31,19,10,43,13,2,39,6,1,24,23,12,45,18,2,37,6,0,27,25,10,50,20,2,47,5,1,20,22,12,45,17,1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,24,9,4,32,11,0,31,6,1,24,22,13,41,16,2,29,3,1,20,10,6,31,8,0,25,8,0,12,12,0,16,7,0,15,9,0,43,37,15,52,24,0,45,"LAKE WORTH ISD",7,0,29,22,10,46,16,1,39,5,1,22,26,13,45,20,3,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220912",11,2,47,42,23,64,21,6,55,9,0,22,45,21,68,30,4,63,24,14,81,74,42,91,50,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,31,32,16,55,19,3,51,5,1,23,22,11,45,14,3,44,6,1,28,28,14,51,16,2,46,8,2,32,38,21,61,24,5,60,9,1,37,37,17,61,20,2,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,2,46,41,21,63,20,6,54,6,1,30,27,12,50,15,2,42,4,1,25,21,10,42,9,2,34,12,5,20,21,6,27,13,6,19,4,1,37,41,26,63,25,2,57,"CROWLEY ISD",8,2,36,35,18,58,22,4,54,6,1,24,28,14,51,15,3,47,0,0,23,31,6,50,7,0,27
"'220914",9,0,32,27,4,50,4,0,24,0,0,50,15,0,62,8,0,54,40,0,80,50,13,75,56,22,89,.,.,.,.,.,.,.,.,.,4,0,36,32,17,61,25,6,52,3,0,33,18,12,61,21,4,48,3,0,30,26,12,48,13,4,39,5,0,32,34,20,67,32,8,58,5,0,32,33,13,58,21,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,32,25,4,46,4,0,21,4,0,40,31,14,55,17,5,47,2,0,25,14,4,42,9,1,27,19,0,25,13,0,13,19,0,19,4,0,35,42,26,63,30,8,58,"KENNEDALE ISD",6,0,43,39,20,62,28,7,55,2,0,23,19,10,59,17,5,46,20,0,60,50,13,50,13,13,63
"'220915",15,3,48,33,19,67,19,2,56,27,0,64,43,14,57,36,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,1,51,41,22,68,28,5,64,0,0,27,36,18,64,18,0,55,10,1,44,32,16,62,20,3,57,12,1,53,49,29,75,33,7,73,11,1,49,32,16,67,21,3,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,41,18,3,62,6,0,44,12,1,49,33,15,62,22,3,55,4,1,34,18,8,51,8,2,39,9,2,25,18,5,33,9,0,20,12,1,53,44,25,70,30,6,65,"AZLE ISD",11,1,53,40,23,67,28,5,64,15,2,46,43,20,71,26,3,64,29,0,43,45,36,91,45,9,82
"'220916",37,19,68,40,18,69,32,13,62,60,34,81,70,45,79,72,33,82,74,51,92,80,49,97,74,41,93,44,21,62,48,20,78,49,13,69,50,27,77,59,35,81,53,25,78,37,17,67,52,28,72,44,13,69,43,21,71,50,27,74,43,17,70,50,28,79,63,40,84,58,29,82,43,21,73,50,29,76,42,20,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,7,56,25,8,56,16,3,46,51,26,76,55,31,79,49,22,74,25,9,59,32,13,62,23,5,55,19,9,38,20,12,36,18,6,34,60,32,85,67,42,88,63,35,87,"HURST-EULESS-BEDFORD ISD",56,31,82,65,39,86,58,29,83,37,17,65,45,27,69,41,15,65,68,44,88,48,44,76,46,33,71
"'220917",19,7,39,31,17,59,26,3,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,17,6,40,33,18,61,25,4,51,20,0,20,40,20,40,-1,-1,-1,17,6,39,32,17,60,22,3,49,18,4,41,39,24,75,35,6,66,17,6,39,32,17,60,25,4,51,.,.,.,.,.,.,.,.,.,8,3,26,15,5,44,8,0,32,16,7,39,28,14,51,18,2,40,8,2,24,16,7,47,12,1,34,9,5,27,11,0,25,7,0,9,18,9,44,38,26,68,24,3,53,"CASTLEBERRY ISD",19,6,41,35,21,61,27,4,52,10,3,34,27,7,60,18,2,47,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220918",10,2,36,34,16,59,26,7,51,8,4,45,49,26,65,34,11,75,27,11,59,65,37,85,61,33,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,2,42,46,24,69,37,12,65,5,0,28,31,15,58,24,6,55,7,0,35,36,16,61,27,7,56,11,1,45,50,27,75,42,16,71,9,2,36,39,18,64,30,9,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,32,23,9,48,17,5,39,11,2,39,42,21,63,32,9,60,6,1,30,21,9,45,13,3,38,10,3,25,18,8,36,9,2,20,16,1,57,56,32,77,46,17,74,"EAGLE MT-SAGINAW ISD",12,2,42,48,26,71,38,14,67,8,2,41,42,21,66,35,10,63,19,0,48,50,13,80,40,10,73
"'220919",88,38,100,29,14,71,43,14,71,93,69,100,90,79,97,83,45,97,97,86,99,93,80,100,94,65,100,.,.,.,.,.,.,.,.,.,84,61,96,82,62,95,81,46,96,70,50,70,71,57,79,71,57,79,33,11,78,38,13,75,25,0,63,86,62,96,84,66,98,87,54,97,64,43,91,71,45,89,72,31,91,-1,-1,-1,.,.,.,.,.,.,88,38,100,29,14,71,43,14,71,83,60,97,79,58,94,77,39,95,48,15,78,34,19,76,34,7,73,47,27,73,38,20,70,41,7,63,83,55,97,79,57,95,79,41,96,"CARROLL ISD",83,60,97,81,61,95,81,44,96,87,67,94,82,63,96,82,50,96,91,56,97,80,56,100,78,41,96
"'220920",28,15,62,49,25,74,42,16,73,27,23,62,46,27,73,46,15,65,67,33,83,83,67,100,83,50,100,.,.,.,.,.,.,.,.,.,31,15,60,50,28,74,44,15,74,14,5,36,26,19,55,18,9,56,26,10,55,43,23,71,38,12,70,28,14,59,52,30,78,50,18,77,30,12,60,50,27,74,46,16,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,7,53,37,13,69,29,4,65,34,15,61,47,26,71,39,13,71,15,5,39,24,10,55,21,4,55,16,11,25,20,14,34,16,7,25,36,18,65,53,29,79,48,16,77,"WHITE SETTLEMENT ISD",34,18,64,52,29,76,48,17,76,24,5,51,44,24,71,34,12,67,22,11,44,22,0,44,22,0,56
"'221801",18,5,52,33,16,61,17,2,55,43,26,69,75,50,90,60,21,90,55,39,82,76,41,92,65,23,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,13,65,57,34,80,42,11,75,19,7,51,47,26,70,28,6,64,23,8,58,45,26,71,27,5,63,26,10,61,60,36,83,47,13,80,24,6,58,45,25,72,31,5,67,20,0,40,20,20,80,40,0,40,10,1,43,21,8,52,8,0,45,37,16,69,54,31,75,37,10,70,9,3,42,31,14,61,13,3,49,18,9,38,29,14,45,20,8,42,40,16,75,67,41,86,51,16,84,"TEXAS COLLEGE PREPARATORY ACADEMIE",34,15,66,60,35,79,46,14,76,30,11,64,55,33,80,39,10,74,38,19,73,57,29,79,38,4,62
"'221901",16,1,35,28,15,48,16,3,39,22,7,44,44,19,65,30,6,57,67,17,92,83,58,92,67,33,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,7,46,36,19,59,23,7,55,10,4,35,23,12,51,15,4,42,13,4,38,28,13,52,17,4,48,17,6,45,38,22,63,28,9,63,14,5,39,30,15,53,16,4,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15,6,4,24,4,2,11,20,7,47,34,17,56,19,5,49,7,2,30,17,7,42,10,2,36,16,7,29,21,9,32,16,7,26,26,10,59,46,26,69,33,11,66,"ABILENE ISD",19,7,47,37,19,60,23,7,57,17,6,44,33,19,56,19,7,50,13,4,48,30,4,61,12,0,48
"'221904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,50,39,16,64,30,8,66,.,.,.,.,.,.,.,.,.,10,6,42,29,13,52,19,3,55,25,9,53,47,19,69,34,13,84,7,7,33,20,13,47,13,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,6,47,31,13,59,25,3,47,3,3,31,23,8,46,10,3,51,19,13,44,25,19,38,25,13,31,29,8,56,46,17,71,35,10,71,"MERKEL ISD",20,8,49,37,18,59,27,6,61,33,7,53,47,7,80,40,13,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'221905",.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,56,22,22,89,10,0,70,.,.,.,.,.,.,.,.,.,0,0,80,20,20,100,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,20,20,60,40,40,80,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,0,0,50,17,17,83,0,0,50,"TRENT ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,67,17,17,83,14,0,57,.,.,.,.,.,.,.,.,.
"'221911",.,.,.,.,.,.,.,.,.,40,40,80,60,60,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,32,90,63,42,83,57,26,82,.,.,.,.,.,.,.,.,.,33,6,83,44,17,72,31,0,63,58,35,85,69,49,86,65,33,88,43,29,79,64,50,64,57,29,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,30,93,58,35,81,50,20,78,24,5,76,18,5,45,14,5,52,23,8,77,23,15,38,18,18,55,64,33,92,63,39,86,56,26,82,"JIM NED CISD",67,41,90,69,49,87,65,29,86,46,14,89,51,26,74,39,21,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'221912",40,20,60,50,33,67,20,0,80,57,43,71,43,43,57,57,29,86,80,60,80,67,33,83,60,20,80,.,.,.,.,.,.,.,.,.,58,27,89,66,40,88,53,15,86,50,14,86,50,29,86,57,14,79,42,16,80,48,24,81,40,6,76,59,26,87,69,43,90,61,20,91,47,17,86,58,30,90,41,6,82,.,.,.,.,.,.,.,.,.,40,20,60,50,33,67,20,0,80,58,28,90,63,37,87,47,11,82,21,5,68,28,13,63,18,1,59,30,17,65,26,9,70,17,8,33,63,30,90,70,44,88,57,18,88,"WYLIE ISD",61,30,91,67,43,89,57,18,88,52,19,82,63,33,85,45,8,82,70,60,80,70,50,90,60,20,60
"'222901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,0,0,44,56,33,89,56,11,67,.,.,.,.,.,.,.,.,.,0,0,29,43,29,86,57,14,71,0,0,60,60,20,100,60,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TERRELL COUNTY ISD",0,0,60,80,60,100,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'223901",38,13,50,31,13,69,13,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,30,13,58,38,15,61,19,2,50,100,33,100,83,33,100,50,0,100,27,11,53,34,10,57,17,1,45,35,13,69,40,12,69,19,2,58,22,10,53,34,11,57,16,2,46,.,.,.,.,.,.,.,.,.,18,0,36,9,9,55,0,0,9,27,13,49,35,18,53,19,2,43,14,3,44,24,5,47,9,0,32,11,11,11,11,0,22,11,0,11,47,18,65,41,29,59,24,0,47,"BROWNFIELD ISD",27,13,55,38,15,59,18,1,48,48,14,71,38,14,67,24,5,57,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'223902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,38,31,23,38,31,0,62,.,.,.,.,.,.,.,.,.,0,0,40,30,30,40,20,0,50,0,0,40,0,0,20,20,0,60,0,0,25,0,0,13,25,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0,38,50,38,50,38,0,63,0,0,27,18,18,27,27,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MEADOW ISD",8,0,33,25,17,33,33,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'223904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,65,43,22,83,39,9,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,5,63,37,21,79,37,11,84,31,6,56,44,25,81,31,13,94,25,0,58,33,8,83,33,0,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,29,86,43,14,86,57,0,71,29,7,57,21,7,71,21,7,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,30,70,60,40,80,50,20,90,"WELLMAN-UNION CISD",40,20,73,53,27,100,53,13,93,25,0,50,25,13,50,13,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'224901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,38,0,0,25,0,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,40,0,0,20,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,0,0,40,0,0,20,0,0,20,"THROCKMORTON COLLEGIATE ISD",0,0,20,0,0,20,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'224902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,33,83,58,42,75,50,8,75,.,.,.,.,.,.,.,.,.,40,0,60,20,0,40,20,0,60,63,13,75,38,25,63,25,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,33,89,56,56,78,44,11,78,"WOODSON ISD",86,14,100,57,43,86,43,14,86,60,60,60,60,40,60,60,0,60,.,.,.,.,.,.,.,.,.
"'225902",32,10,66,43,21,74,38,8,66,20,0,40,20,0,50,30,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,11,66,44,20,74,38,10,66,21,4,61,36,4,64,21,11,54,30,9,64,41,18,72,36,8,63,31,9,70,48,20,78,42,13,71,32,10,66,44,20,74,37,9,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,10,65,41,19,73,36,7,65,33,13,63,41,20,70,34,8,61,29,9,63,38,18,70,34,7,61,13,0,40,16,7,38,11,5,20,39,21,74,56,35,81,50,18,73,"MOUNT PLEASANT ISD",34,11,69,46,22,77,40,11,68,20,11,52,35,13,56,24,6,56,56,33,89,56,56,89,33,0,89
"'225906",18,12,41,12,12,59,12,0,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,33,8,66,44,21,74,27,5,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,41,16,3,59,3,0,52,34,14,68,43,20,75,39,9,82,15,11,48,19,7,59,15,0,52,.,.,.,.,.,.,.,.,.,0,0,23,0,0,46,0,0,31,32,2,63,44,22,73,15,0,46,12,4,38,4,0,50,0,0,42,9,0,27,18,9,45,9,0,27,42,8,74,57,26,81,33,7,70,"CHAPEL HILL ISD",37,11,67,46,22,73,31,5,66,23,0,64,36,18,77,14,5,62,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'225907",18,0,54,36,7,61,11,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,10,73,59,22,76,26,0,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,3,65,43,11,68,8,0,64,52,19,81,61,32,74,38,0,79,28,3,61,44,14,64,20,0,57,.,.,.,.,.,.,.,.,.,18,0,54,36,7,61,11,0,48,31,0,66,56,13,78,16,0,59,21,0,55,42,5,63,8,0,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,17,88,79,29,96,30,0,87,"HARTS BLUFF ISD",39,7,75,61,20,80,26,0,70,57,29,57,43,43,43,29,0,57,.,.,.,.,.,.,.,.,.
"'226801",23,8,31,23,0,62,23,0,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,7,54,37,19,64,29,9,61,5,5,45,32,18,68,23,9,36,15,5,46,35,14,55,22,8,51,22,6,51,39,21,66,30,14,65,12,3,48,24,11,57,20,7,59,.,.,.,.,.,.,.,.,.,9,0,18,18,0,55,18,0,36,15,8,58,34,17,61,27,4,57,5,2,38,20,7,50,11,2,48,18,14,36,23,14,41,20,10,25,34,14,69,63,33,75,49,13,75,"TEXAS LEADERSHIP PUBLIC SCHOOLS",19,6,56,42,19,69,31,11,68,19,8,52,31,19,58,27,8,53,0,0,43,29,0,57,33,0,83
