DISTRICT,D2HEE20R,D2HEE21R,D3HEE20R,D3HEE21R,D4HEE20R,D4HEE21R,DAHEE20R,DAHEE21R,DBHEE20R,DBHEE21R,DEHEE20R,DEHEE21R,DHHEE20R,DHHEE21R,DIHEE20R,DIHEE21R,DISTNAME,DLHEE20R,DLHEE21R,DSHEE20R,DSHEE21R,DWHEE20R,DWHEE21R
"'101845",-1,-1,60,78.9,.,.,60.9,56.6,66.7,60.5,59.7,55.8,60.4,56.3,37.5,.,"YES PREP PUBLIC SCHOOLS INC",33.7,26,36.8,30.6,71.4,0
"'101846",.,-1,92.9,60,.,.,59,49.6,62.5,55.8,57.6,49.5,49.6,42.1,.,.,"HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH",25,39.1,37.5,50,62.5,71.4
"'101847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEATRICE MAYES INSTITUTE CHARTER SCHOOL",.,.,.,.,.,.
"'101849",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACCELERATED INTERMEDIATE ACADEMY",.,.,.,.,.,.
"'101853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMISE COMMUNITY SCHOOL",.,.,.,.,.,.
"'101855",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERPARK ELEMENTARY",.,.,.,.,.,.
"'101856",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRAW ACADEMY",.,.,.,.,.,.
"'101858",-1,-1,87.1,73.2,.,.,71.5,67.2,77.8,75.9,75,63,66.4,59.5,-1,.,"HARMONY PUBLIC SCHOOLS - HOUSTON NORTH",41.7,28.6,18.2,31.6,61.9,72.2
"'101859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"STEP CHARTER SCHOOL",.,.,.,.,.,.
"'101861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE RHODES SCHOOL FOR PERFORMING ARTS",.,.,.,.,.,.
"'101862",40,75,82.6,81.3,.,.,72.9,66.4,71.9,65.2,73.2,65.1,68,62.5,.,-1,"HARMONY PUBLIC SCHOOLS - HOUSTON WEST",20,25,28.6,17.6,64.3,48.1
"'101864",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE LAWSON ACADEMY",.,.,.,.,.,.
"'101868",.,.,.,.,.,.,35.2,18.3,34.7,17.6,35.4,13.5,40,-1,.,.,"THE PRO-VISION ACADEMY",.,.,33.3,21.4,.,-1
"'101870",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BETA ACADEMY",.,.,.,.,.,.
"'101871",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A+ UNLIMITED POTENTIAL",.,.,.,.,.,.
"'101872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.
"'101873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,.,.,.,.
"'101874",.,-1,.,.,.,.,.,48.7,.,56.5,.,45.5,.,50,.,.,"LEGACY SCHOOL OF SPORT SCIENCES",.,-1,.,-1,.,20
"'101875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,.,.,.,.
"'101876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.
"'101877",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELEVATE COLLEGIATE CHARTER SCHOOL",.,.,.,.,.,.
"'101878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,.,.,.,.
"'101902",40.9,57.9,67.6,78.2,0,33.3,40,37.1,46.4,40.9,39.4,36.4,37.4,35.1,-1,44.4,"ALDINE ISD",13.6,10,19.3,16.2,36.2,27.4
"'101903",37.5,57.1,70.9,62.1,-1,-1,44.4,36.6,46.5,40.3,44.6,35.3,34.2,27,33.3,-1,"ALIEF ISD",19.9,15.7,16.7,8.6,44.4,42.6
"'101905",-1,-1,75,62.5,.,.,48.4,37.1,59.2,43.3,46.6,34.9,46.7,36.4,-1,42.9,"CHANNELVIEW ISD",28.6,17.1,43.5,22.6,37.5,29.8
"'101906",62.5,55.6,.,-1,.,.,44.6,41.8,42.9,45.2,35.6,34.1,36.1,36.6,-1,.,"CROSBY ISD",26.3,21.2,17.2,25,52.5,44.8
"'101907",59.4,53.3,77,71.4,37.5,20,58.3,49.8,56.4,47.3,51.5,43.8,50.7,41.6,46.8,28.6,"CYPRESS-FAIRBANKS ISD",30.9,12.8,30.7,21.7,64.6,57.3
"'101908",33.3,57.9,76.9,76.2,-1,.,59.1,53.4,50,41.4,51.2,47.6,60.2,52.3,-1,-1,"DEER PARK ISD",47.9,16.3,34,25.3,58.1,54.6
"'101910",46.7,72.7,41.7,55.6,.,.,45.5,36,51.8,43.4,43.9,33.7,44.4,34,-1,-1,"GALENA PARK ISD",22.1,11.6,26.1,16.8,39,34
"'101911",45.5,53.8,85.4,78.9,-1,-1,51.1,49.8,51.4,47.7,47.4,43.2,51,49,-1,50,"GOOSE CREEK CISD",23.7,21.6,24.8,20.7,46.6,50.7
"'101912",54.3,42.5,72.4,61.8,55.6,25,45.3,36.6,46.6,38.6,42.4,32.8,42.2,33,47.1,20,"HOUSTON ISD",19.5,11.6,22.3,15.1,47.2,43.8
"'101913",46.4,45.8,72.3,69.9,38.5,36.4,55.8,49.1,49.1,44.7,45.1,42.8,53.1,47.5,31.3,28.6,"HUMBLE ISD",23.3,12.8,26.7,19.1,61.1,52.3
"'101914",70.3,47.7,74.5,61.1,50,53.8,60.1,50.3,55.7,49.9,51.7,43,55.8,43.2,55,22.2,"KATY ISD",30.8,21.6,34.6,26.5,59.4,53.7
"'101915",62.3,54.5,81.7,74.8,60,33.3,57.5,50.6,52.7,47.8,49.4,41.6,52,41.8,50,20,"KLEIN ISD",36.3,17.5,33.8,25,58.7,54.8
"'101916",55.6,-1,71.4,62.5,.,.,57.5,44.6,43.2,36.7,51.4,38.2,57.9,46.1,-1,-1,"LA PORTE ISD",27.3,11.1,20.4,22.8,59,43.9
"'101917",69.2,57.1,83.7,80,-1,-1,50.9,47.3,49.8,50.2,49.6,45.6,49.7,45.6,50,14.3,"PASADENA ISD",32.5,21.8,23,22.1,46,46
"'101919",50,54.5,74.4,66.7,16.7,0,45.1,38.8,47.7,41.3,45.7,38.2,41.3,35.5,21.1,9.5,"SPRING ISD",23,18.2,19.6,21.9,40.1,36.5
"'101920",45.7,61.5,73.6,56.8,-1,-1,50.6,42.1,36.4,39,38.7,31.5,39.8,32.3,-1,28.6,"SPRING BRANCH ISD",20.9,15.8,24.8,15.3,65.2,54.6
"'101921",47.4,67.6,77.6,71.4,-1,-1,60,55.5,57.4,53.4,50,44.7,58.5,48.9,-1,-1,"TOMBALL ISD",15,16.7,30,21,60.2,56.7
"'101924",-1,0,20,-1,-1,-1,47.1,34.5,44.1,42,46.9,32.9,47.7,33.7,.,-1,"SHELDON ISD",30.5,15.2,21.4,14.3,56.4,15.8
"'101925",-1,60,-1,-1,.,.,57.3,57.3,83.3,50,43.1,38.2,48,50.9,-1,-1,"HUFFMAN ISD",12.5,0,4.8,5.3,59.8,59.4
"'102901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KARNACK ISD",.,.,.,.,.,.
"'102902",62.5,33.3,-1,-1,.,.,43.5,41.9,48.4,35.2,40.8,38,41.1,50,-1,.,"MARSHALL ISD",25,29.4,33.3,11.8,39.5,44.6
"'102903",-1,-1,.,.,.,.,34.5,42.4,38.9,30.8,32.7,32.4,34.8,52.9,.,.,"WASKOM ISD",-1,.,0,33.3,32.6,42.9
"'102904",35.7,25.5,50,66.7,.,-1,42.3,33.4,43.8,33.7,33.2,31.9,36.5,24.6,.,-1,"HALLSVILLE ISD",27.3,33.3,19.6,15.7,44.8,38
"'102905",.,-1,.,.,.,.,56.1,54.7,.,-1,47.1,37.5,-1,50,.,.,"HARLETON ISD",.,.,20,40,55,54.5
"'102906",-1,.,.,-1,.,.,41,39.3,12.5,36.4,28.6,30,-1,-1,.,.,"ELYSIAN FIELDS ISD",.,.,0,28.6,45.7,39.1
"'103901",-1,.,.,.,.,.,50,20,-1,-1,-1,0,-1,16.7,.,.,"CHANNING ISD",.,.,.,0,37.5,-1
"'103902",.,.,.,.,.,.,30,53.3,.,.,16.7,50,14.3,50,.,.,"HARTLEY ISD",-1,-1,.,-1,-1,55.6
"'104901",.,-1,-1,.,.,.,53.7,56.8,-1,-1,40.9,42.9,33.3,33.3,.,.,"HASKELL CISD",-1,.,20,-1,73.9,65
"'104903",-1,-1,.,.,.,.,90,20,.,.,83.3,28.6,-1,16.7,.,.,"RULE ISD",.,.,-1,-1,100,-1
"'104907",.,.,.,.,.,.,20,-1,.,.,20,-1,-1,-1,.,.,"PAINT CREEK ISD",.,.,.,.,-1,-1
"'105801",-1,.,.,.,.,.,24,35.5,.,.,15.8,27.3,40,33.3,.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,-1,-1,21.6,36
"'105802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS PREPARATORY SCHOOL",.,.,.,.,.,.
"'105803",.,.,.,.,.,.,-1,-1,.,-1,-1,-1,.,.,.,.,"KI CHARTER ACADEMY",.,.,-1,-1,-1,-1
"'105902",-1,-1,75,42.9,-1,-1,38.6,37.6,50,53.1,29.8,25.8,34.5,35,-1,-1,"SAN MARCOS CISD",11.8,0,8.2,5.7,52.4,40.2
"'105904",50,71.4,70,100,-1,.,59.6,56.1,-1,-1,30,46.2,53.8,53.7,-1,.,"DRIPPING SPRINGS ISD",-1,42.9,20.6,24.2,60.7,55.1
"'105905",-1,50,-1,-1,.,.,57.4,51.4,.,.,37.9,21.2,51.4,36.1,-1,-1,"WIMBERLEY ISD",-1,-1,16.7,0,62.1,56.5
"'105906",45.8,37.9,80,50,.,.,48.2,40.2,43.5,29.4,38.9,30.8,44.7,36.2,-1,-1,"HAYS CISD",14.3,7.2,16.5,10.4,55.1,51.4
"'106901",-1,.,.,.,.,.,53,53.6,.,.,37.5,37,42.1,50,-1,.,"CANADIAN ISD",-1,-1,-1,-1,55.6,56.8
"'107901",-1,54.5,.,-1,.,.,44.2,42.9,36.7,42.9,36.9,33.3,31.5,33.7,.,.,"ATHENS ISD",9.5,9.5,30.8,0,63.9,52.9
"'107902",60,33.3,-1,-1,-1,-1,48.7,31.2,50,25,37.9,26.1,53.8,38.1,.,.,"BROWNSBORO ISD",-1,-1,29.4,0,47.9,31
"'107904",.,.,.,.,.,.,62.2,51.3,.,.,57.1,50,-1,-1,.,.,"CROSS ROADS ISD",.,.,-1,-1,61.1,51.4
"'107905",-1,-1,.,.,.,.,56,34.7,-1,-1,47.7,26.3,33.3,50,.,-1,"EUSTACE ISD",.,-1,0,7.1,59,33
"'107906",-1,.,.,-1,.,-1,51,40.4,44.4,42.1,38.7,34.9,52.6,66.7,-1,.,"MALAKOFF ISD",.,.,22.2,10,50.8,35.7
"'107907",-1,.,.,.,.,.,35.7,50,-1,-1,45.5,57.1,.,.,.,.,"TRINIDAD ISD",.,.,-1,-1,12.5,37.5
"'107908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MURCHISON ISD",.,.,.,.,.,.
"'107910",.,-1,-1,.,.,.,45.2,56.7,-1,-1,46.2,33.3,-1,-1,.,.,"LAPOYNOR ISD",.,-1,-1,-1,45.8,60
"'108802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HORIZON MONTESSORI PUBLIC SCHOOLS",.,.,.,.,.,.
"'108804",.,.,.,.,.,.,13.2,7.1,.,.,13.3,6.7,13.2,7.2,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY",3.6,4.3,16.7,16.7,.,-1
"'108807",-1,-1,69.2,71.4,.,-1,81.5,79.2,83.3,63.6,81.3,78.3,81.5,79.6,-1,-1,"IDEA PUBLIC SCHOOLS",75.7,75.7,67.3,79.7,87.5,75.9
"'108808",-1,-1,.,.,.,.,87.1,81.7,.,.,88.9,81.6,88.5,82.4,.,.,"VANGUARD ACADEMY",-1,100,-1,-1,.,.
"'108809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCELLENCE IN LEADERSHIP ACADEMY",.,.,.,.,.,.
"'108902",.,.,-1,.,.,.,38.7,34.9,-1,-1,36.7,33,38.7,34.8,.,.,"DONNA ISD",18.2,14.8,20,11.8,-1,-1
"'108903",.,.,.,.,.,.,47.9,41.2,.,.,48.4,41.2,47.5,40.6,-1,.,"EDCOUCH-ELSA ISD",22.9,21.8,18.5,20,-1,-1
"'108904",-1,14.3,25,75,.,-1,52.2,42.2,57.1,-1,47.7,38.7,52.1,42.1,-1,.,"EDINBURG CISD",25.9,15.7,16.9,12.1,61.8,50
"'108905",.,.,.,.,.,.,60.7,53.6,.,.,60,51.6,60.7,53.6,.,.,"HIDALGO ISD",54,44.1,25,18.8,.,.
"'108906",-1,83.3,77.3,62.5,-1,.,64,54.8,-1,-1,58.6,48.3,64,54.4,.,.,"MCALLEN ISD",49.8,32,38.6,22.3,60,57.6
"'108907",-1,.,.,.,.,.,57.7,49.2,-1,-1,54,43.2,57.7,48.7,-1,.,"MERCEDES ISD",25,10.6,38.5,10,-1,-1
"'108908",.,.,.,-1,.,.,55.4,41.8,-1,-1,53.1,38.1,55.3,41.7,.,-1,"MISSION CISD",30.7,11,19.8,11.5,62.5,50
"'108909",.,.,66.7,-1,.,.,53.8,44.4,20,-1,52.1,42.4,53.9,44.4,.,-1,"PHARR-SAN JUAN-ALAMO ISD",34.6,18.1,25.6,22,47.4,41.2
"'108910",.,.,.,-1,.,.,48,38.3,.,.,48,38.3,48,37.8,.,.,"PROGRESO ISD",40.9,9.5,60,0,.,.
"'108911",-1,-1,69.2,53.8,-1,.,74.6,62.5,-1,16.7,74,57.5,74.6,63.5,.,.,"SHARYLAND ISD",64.4,30.1,48.7,43.2,75,51.6
"'108912",-1,-1,.,.,.,.,52,38.8,.,.,52.7,37.8,52.1,38.9,.,.,"LA JOYA ISD",27,21,26.5,13.1,-1,-1
"'108913",.,.,-1,-1,.,.,51.8,42.7,.,-1,48.2,37.3,51.8,42.7,-1,-1,"WESLACO ISD",26.1,14.1,23.9,16.8,70,58.3
"'108914",.,.,.,.,.,.,71.2,41,.,.,67.4,37.5,71.2,41,.,.,"LA VILLA ISD",-1,-1,60,-1,.,.
"'108915",.,.,.,.,.,.,40.6,44.4,.,.,39.7,44.3,40.6,44.4,.,.,"MONTE ALTO ISD",8.3,21.4,-1,-1,.,.
"'108916",.,.,.,.,.,.,55.6,50,.,.,53.7,49.4,55.6,50,.,.,"VALLEY VIEW ISD",39.1,36.6,33.3,18.8,.,.
"'109901",.,.,.,.,.,.,66.7,72.4,.,.,-1,57.1,-1,-1,.,.,"ABBOTT ISD",.,.,-1,-1,72.7,70.4
"'109902",.,-1,.,.,.,.,53.3,56.3,-1,-1,36.4,40,20,-1,.,.,"BYNUM ISD",.,.,-1,-1,71.4,66.7
"'109903",-1,-1,.,.,.,.,62.1,37.5,.,.,60,26.7,80,50,.,.,"COVINGTON ISD",-1,.,-1,-1,60.9,35.7
"'109904",-1,-1,-1,.,.,.,55.4,43.3,60,37.5,48.8,45.9,51.8,44.6,.,.,"HILLSBORO ISD",-1,-1,11.1,31.3,63,42.9
"'109905",-1,-1,.,.,.,.,43.3,56.3,75,-1,47.4,35.7,-1,-1,.,.,"HUBBARD ISD",.,.,-1,-1,22.2,65.4
"'109907",.,-1,-1,.,.,.,46.9,41.7,75,-1,36,30.8,43.8,41.2,.,.,"ITASCA ISD",.,-1,-1,0,37.5,50
"'109908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MALONE ISD",.,.,.,.,.,.
"'109910",-1,-1,.,.,.,.,28.6,55.6,.,-1,25,55.6,-1,-1,.,.,"MOUNT CALM ISD",.,.,-1,-1,22.2,-1
"'109911",-1,-1,.,-1,.,-1,49.5,44.2,-1,66.7,37.3,40.6,57.1,60,.,-1,"WHITNEY ISD",.,-1,21.4,8.3,48.8,40.9
"'109912",.,.,.,.,.,.,52,40.9,.,.,50,20,40,-1,.,.,"AQUILLA ISD",-1,-1,-1,-1,55,44.4
"'109913",.,.,.,.,.,.,57.7,37.5,.,.,57.1,35.7,80,20,.,.,"BLUM ISD",-1,.,-1,-1,52.4,42.1
"'109914",.,.,.,.,.,.,50,33.3,.,.,46.2,30,60,33.3,.,.,"PENELOPE ISD",.,-1,-1,-1,45.5,33.3
"'110901",.,.,.,.,.,.,46.7,44.4,.,-1,30,37.5,54.5,50,.,.,"ANTON ISD",.,.,-1,-1,-1,-1
"'110902",-1,-1,-1,.,.,.,57.5,51,50,-1,45.2,40.8,54.9,49,-1,.,"LEVELLAND ISD",-1,-1,16.7,13.3,64.7,56.5
"'110905",-1,.,.,.,.,.,53.1,61.8,.,.,23.1,50,46.2,40,.,.,"ROPES ISD",.,.,-1,-1,55.6,70.8
"'110906",-1,.,.,.,.,.,56.5,51.6,.,-1,66.7,54.5,61.5,45.5,.,.,"SMYER ISD",.,.,80,-1,55.6,57.9
"'110907",.,.,.,.,.,.,77.8,59.3,.,.,90,33.3,80,50,-1,.,"SUNDOWN ISD",.,.,-1,20,75,72.7
"'110908",.,.,.,.,.,.,80,72.7,-1,.,80,50,-1,60,.,.,"WHITHARRAL ISD",.,.,.,.,80,83.3
"'111801",.,.,.,.,.,.,-1,-1,.,.,.,-1,-1,-1,.,.,"LAKE GRANBURY ACADEMY CHARTER SCHOOL",.,.,.,.,-1,.
"'111901",57.1,66.7,-1,71.4,-1,-1,41.4,40.8,83.3,42.9,32.2,22.4,41.7,28.8,-1,-1,"GRANBURY ISD",7.1,0,27.7,11.3,40.1,44
"'111902",-1,-1,.,.,.,.,53.3,43.3,.,.,53.8,23.1,-1,-1,.,.,"LIPAN ISD",.,-1,-1,-1,55.6,48.1
"'111903",.,-1,.,.,.,.,58.2,64.3,-1,.,38.9,35.7,-1,-1,.,.,"TOLAR ISD",.,.,-1,-1,61.5,67.3
"'112901",22.2,-1,-1,-1,.,.,48.4,41.8,36.4,30.3,35.4,33.1,44.4,39.2,-1,.,"SULPHUR SPRINGS ISD",13.3,22.2,14.8,13.8,53.8,45.3
"'112905",.,.,.,.,.,-1,58.3,40,-1,-1,68.8,40,-1,-1,.,-1,"CUMBY ISD",-1,.,-1,-1,60,27.8
"'112906",-1,-1,.,.,.,.,50,55.9,-1,.,40,35.3,50,25,.,-1,"NORTH HOPKINS ISD",-1,-1,-1,-1,51.9,62.5
"'112907",.,-1,.,.,.,.,47.8,35,.,.,62.5,11.1,40,0,.,.,"MILLER GROVE ISD",.,-1,-1,-1,50,42.9
"'112908",.,.,.,-1,.,.,43.5,42.9,-1,-1,37.8,37.5,50,47.4,.,.,"COMO-PICKTON CISD",50,-1,-1,0,38.7,35.7
"'112909",.,.,.,.,.,.,75,50,.,.,87.5,50,-1,-1,.,.,"SALTILLO ISD",.,-1,.,-1,75,50
"'112910",.,-1,.,.,-1,.,42.3,64.7,-1,.,31.6,62.5,60,-1,.,-1,"SULPHUR BLUFF ISD",-1,.,25,-1,42.1,61.5
"'113901",-1,-1,.,.,.,.,44.1,29.3,44.4,34,45.6,28.1,45,25,.,.,"CROCKETT ISD",-1,-1,0,6.3,36.4,15.4
"'113902",.,-1,-1,.,.,.,42.9,42.6,55.6,41.7,43.8,33.3,-1,-1,.,.,"GRAPELAND ISD",.,.,-1,0,36.4,43.8
"'113903",-1,-1,-1,.,.,.,64.1,55.6,42.9,-1,45,75,-1,-1,.,.,"LOVELADY ISD",.,.,0,.,75,53.3
"'113905",-1,.,.,.,.,.,55.6,45.8,.,.,56.3,33.3,83.3,-1,.,.,"LATEXO ISD",.,.,14.3,.,51.7,43.5
"'113906",.,-1,.,.,.,.,63.6,52.4,.,-1,-1,53.8,.,-1,.,.,"KENNARD ISD",.,.,-1,-1,63.6,62.5
"'114901",33.3,44.4,-1,-1,.,.,31.3,27.7,57.1,25,25.2,24.4,29.9,27.4,-1,.,"BIG SPRING ISD",0,20,5.3,11.8,29.5,26
"'114902",-1,-1,.,.,.,.,53.8,52.5,.,.,44.4,36,52.6,41.7,-1,.,"COAHOMA ISD",.,.,60,37.5,51.6,53.3
"'114904",.,-1,.,.,.,.,71.7,52.3,.,-1,53.8,30,60,50,.,.,"FORSAN ISD",-1,.,-1,16.7,77.4,53.1
"'115901",.,.,.,.,.,.,53.8,47.8,.,.,53.8,47.6,53.8,47.8,.,.,"FT HANCOCK ISD",22.2,14.3,-1,-1,.,.
"'115902",.,.,-1,.,.,.,66.7,37.5,.,.,60,50,57.1,40,-1,.,"SIERRA BLANCA ISD",.,.,-1,.,-1,-1
"'115903",.,.,.,.,.,.,10,12.5,.,.,0,12.5,0,-1,.,.,"DELL CITY ISD",-1,-1,-1,-1,20,-1
"'116901",-1,-1,-1,.,.,.,48.6,52.5,66.7,-1,42.1,48.1,38.1,36.8,.,-1,"CADDO MILLS ISD",-1,-1,9.1,23.5,49.3,56.3
"'116902",-1,-1,.,.,.,.,51.1,43.5,-1,.,45.5,36.4,50,33.3,.,.,"CELESTE ISD",.,.,42.9,33.3,54.1,44.7
"'116903",-1,-1,-1,-1,-1,-1,47.5,41.8,58.3,31.6,40.4,41.2,38.1,31,-1,-1,"COMMERCE ISD",-1,-1,25,16.7,45.8,50.9
"'116905",22.2,22.2,-1,-1,.,.,40.4,33,30.4,31.3,31.6,25,34.5,21.2,-1,-1,"GREENVILLE ISD",26.5,8.1,7.3,11.7,52.4,46.8
"'116906",-1,-1,-1,.,.,.,52.4,56,-1,-1,43.8,32.3,20,66.7,.,.,"LONE OAK ISD",.,.,11.1,25,54.1,56.5
"'116908",-1,-1,-1,-1,-1,.,28.1,28.2,0,-1,24.6,29.5,23,29.8,-1,.,"QUINLAN ISD",14.3,0,13,14.3,30.8,27.2
"'116909",-1,-1,-1,.,.,.,50.8,53.5,-1,-1,46.2,36.4,41.2,50,.,.,"WOLFE CITY ISD",.,-1,-1,-1,55.3,57.6
"'116910",.,.,.,.,.,.,44,40,-1,.,36.4,31.3,-1,40,.,.,"CAMPBELL ISD",.,-1,-1,-1,47.6,40
"'116915",.,-1,.,.,.,.,46.8,34.8,-1,-1,47.8,28.6,50,22.2,.,-1,"BLAND ISD",20,-1,-1,-1,41.7,48
"'116916",.,-1,.,.,.,-1,58.7,40.8,.,-1,60.9,33.3,66.7,33.3,.,-1,"BOLES ISD",-1,-1,28.6,12.5,57.5,41
"'117901",-1,16.7,.,-1,.,.,46.2,46.2,87.5,-1,43.4,38.5,47.5,46.8,-1,-1,"BORGER ISD",38.5,0,32,26.9,38.5,47.3
"'117903",-1,-1,.,.,.,.,50.9,39.2,.,.,50,53.8,-1,100,-1,-1,"SANFORD-FRITCH ISD",.,.,33.3,-1,46.9,34.9
"'117904",.,.,.,.,.,.,51.4,61,-1,-1,33.3,47.4,-1,70.6,.,-1,"PLEMONS-STINNETT-PHILLIPS CISD",.,.,-1,44.4,53.1,60
"'117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SPRING CREEK ISD",.,.,.,.,.,.
"'118902",-1,.,.,.,.,.,61.1,26.1,.,-1,-1,28.6,50,-1,.,.,"IRION COUNTY ISD",.,.,-1,0,72.7,31.6
"'119901",.,.,.,.,.,.,50,66.7,.,.,46.7,50,-1,.,.,.,"BRYSON ISD",.,.,-1,-1,50,66.7
"'119902",-1,-1,-1,-1,.,.,47.1,44.3,-1,-1,26.8,37.2,27.8,50,-1,.,"JACKSBORO ISD",12.5,40,25,0,52.3,46
"'119903",-1,-1,.,.,.,.,62.5,46.7,.,.,62.5,46.2,-1,-1,.,.,"PERRIN-WHITT CISD",-1,-1,-1,-1,57.9,40
"'120901",-1,.,.,-1,.,.,39.4,38.1,66.7,28.6,25.4,33.8,31.4,21.7,-1,-1,"EDNA ISD",0,16.7,0,23.1,44.2,52.7
"'120902",-1,.,.,.,.,.,52.5,49.1,-1,.,32.1,30.4,40.5,43.3,.,.,"GANADO ISD",-1,0,22.2,0,72.7,56
"'120905",.,-1,-1,.,.,.,65.6,63.8,.,.,46.2,33.3,45.5,25,.,-1,"INDUSTRIAL ISD",-1,.,20,-1,72.9,70.9
"'121902",.,-1,.,.,.,.,32,32,.,-1,30,30.8,-1,-1,.,.,"BROOKELAND ISD",.,.,-1,0,26.1,31.8
"'121903",-1,.,.,.,.,.,55,49.5,60,-1,37.5,33.3,40,0,-1,.,"BUNA ISD",.,-1,23.1,0,55.8,53.1
"'121904",-1,-1,-1,-1,.,.,41.4,38.4,36.1,31.8,35.5,32.1,37.1,57.9,-1,-1,"JASPER ISD",18.2,-1,23.1,5.3,49.3,38.1
"'121905",-1,-1,.,-1,.,.,28.4,35.8,36.4,50,21.4,26.5,30,-1,.,.,"KIRBYVILLE CISD",-1,.,0,14.3,27.8,35.8
"'121906",-1,-1,.,.,.,.,57.1,78.1,.,.,22.2,66.7,.,-1,.,.,"EVADALE ISD",.,.,.,-1,55.9,76.7
"'122901",.,.,.,.,.,.,31.3,45,.,.,22.2,30,40,42.9,.,.,"FT DAVIS ISD",-1,.,-1,0,16.7,46.2
"'122902",.,.,.,.,.,.,20,.,.,.,-1,.,-1,.,.,.,"VALENTINE ISD",.,.,-1,.,-1,.
"'123803",.,.,.,.,-1,.,42.3,19.4,44,16.7,37.5,19.4,.,16.7,.,.,"TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL",.,.,.,-1,.,-1
"'123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EHRHART SCHOOL",.,.,.,.,.,.
"'123807",.,.,.,.,.,.,67.8,48.4,-1,-1,70.4,50,66.3,50.5,-1,.,"BOB HOPE SCHOOL",50,35.7,-1,20,-1,-1
"'123905",66.7,-1,82.1,85,.,.,65.4,55,56,44,56.8,42,72.3,52.9,-1,-1,"NEDERLAND ISD",70,12.5,34.2,25.5,61.6,53.8
"'123907",20,-1,65.4,60,.,.,36.2,37.1,41.1,46.5,35.1,41,28.1,25.1,16.7,-1,"PORT ARTHUR ISD",10.9,2.3,10.5,11.4,-1,0
"'123908",57.1,20,80.8,78.9,.,.,59.3,54.6,45.5,66.7,51.2,37.8,56.8,45.1,.,.,"PORT NECHES-GROVES ISD",50,28.6,18.2,18.2,58.4,56
"'123910",71.4,44.4,76.5,70.9,.,-1,47.4,43.4,45.2,41.3,39.6,40,37,38.6,-1,-1,"BEAUMONT ISD",23.3,15.8,26.8,9.5,66.7,50.9
"'123913",-1,.,.,-1,.,.,76.5,83.9,100,100,73.9,85.7,84.6,84.6,.,.,"SABINE PASS ISD",.,.,-1,.,53.8,75
"'123914",.,-1,-1,-1,.,-1,66.9,63.6,-1,53.8,55.6,56.1,62.5,63.6,.,-1,"HAMSHIRE-FANNETT ISD",-1,-1,10,33.3,67.4,63.7
"'124901",.,.,-1,.,.,.,66.2,47.6,.,.,67.2,44.1,65.3,48.1,.,.,"JIM HOGG COUNTY ISD",-1,-1,33.3,0,-1,-1
"'125901",-1,.,-1,-1,.,.,46,41,-1,-1,42.7,34.1,45.1,40.7,.,-1,"ALICE ISD",0,12.5,15.4,20,50,50
"'125902",.,.,.,.,.,.,51,30,-1,.,47.1,23.5,51.2,26.7,.,.,"BEN BOLT-PALITO BLANCO ISD",.,-1,20,11.1,-1,60
"'125903",-1,.,-1,-1,.,.,49.2,51.7,.,-1,35.9,38.6,45.1,43,.,.,"ORANGE GROVE ISD",-1,.,25,0,53.6,69.4
