DISTRICT,D20GR21N,D20GR21R,D30GR21N,D30GR21R,D40GR21N,D40GR21R,DA0GA21N,DA0GA21P,DA0GE21N,DA0GE21P,DA0GH21N,DA0GH21P,DA0GM21N,DA0GM21P,DA0GN21N,DA0GN21P,DA0GR21N,DA0GR21R,DB0GR21N,DB0GR21R,DE0GR21N,DE0GR21R,DH0GR21N,DH0GR21R,DI0GR21N,DI0GR21R,DISTNAME,DL0GR21N,DL0GR21R,DR0GR21N,DR0GR21R,DS0GR21N,DS0GR21R,DW0GR21N,DW0GR21R
"'075906",0,0,0,0,0,0,21,100,0,0,0,0,0,0,0,0,21,100,1,4.8,9,42.9,2,9.5,0,0,"FAYETTEVILLE ISD",0,0,15,71.4,2,9.5,18,85.7
"'075908",0,0,0,0,0,0,16,84.2,0,0,0,0,0,0,3,15.8,19,100,1,5.3,4,21.1,0,0,0,0,"ROUND TOP-CARMINE ISD",0,0,6,31.6,1,5.3,18,94.7
"'076903",0,0,0,0,0,0,16,94.1,0,0,0,0,0,0,1,5.9,17,100,0,0,6,35.3,5,29.4,0,0,"ROBY CISD",1,5.9,9,52.9,1,5.9,12,70.6
"'076904",0,0,0,0,0,0,8,72.7,3,27.3,0,0,0,0,0,0,11,100,0,0,4,36.4,5,45.5,0,0,"ROTAN ISD",0,0,2,18.2,0,0,6,54.5
"'077901",0,0,0,0,0,0,42,91.3,0,0,0,0,0,0,4,8.7,46,100,2,4.3,31,67.4,34,73.9,0,0,"FLOYDADA COLLEGIATE ISD",2,4.3,24,52.2,6,13,10,21.7
"'077902",1,3,0,0,0,0,30,90.9,0,0,0,0,0,0,3,9.1,33,100,0,0,25,75.8,24,72.7,0,0,"LOCKNEY ISD",2,6.1,24,72.7,5,15.2,8,24.2
"'078901",0,0,0,0,0,0,9,75,2,16.7,0,0,0,0,1,8.3,12,100,0,0,9,75,4,33.3,0,0,"CROWELL ISD",0,0,1,8.3,3,25,8,66.7
"'079901",49,2,171,7.1,5,0.2,2123,87.9,0,0,0,0,3,0.1,288,11.9,2414,100,559,23.2,1153,47.8,998,41.3,6,0.2,"LAMAR CISD",117,4.8,887,36.7,195,8.1,626,25.9
"'079906",3,1.2,1,0.4,0,0,217,86.5,6,2.4,0,0,0,0,28,11.2,251,100,6,2.4,82,32.7,101,40.2,1,0.4,"NEEDVILLE ISD",3,1.2,63,25.1,25,10,139,55.4
"'079907",173,2.9,1701,28.1,10,0.2,5080,84.1,85,1.4,1,0,15,0.2,862,14.3,6043,100,1757,29.1,2300,38.1,1444,23.9,31,0.5,"FORT BEND ISD",366,6.1,2268,37.5,460,7.6,927,15.3
"'079910",3,1.1,17,6.5,0,0,242,92,0,0,0,0,0,0,21,8,263,100,123,46.8,167,63.5,112,42.6,1,0.4,"STAFFORD MSD",23,8.7,114,43.3,34,12.9,7,2.7
"'080901",3,3.2,3,3.2,0,0,80,85.1,0,0,0,0,0,0,14,14.9,94,100,8,8.5,43,45.7,17,18.1,0,0,"MOUNT VERNON ISD",2,2.1,47,50,14,14.9,63,67
"'081902",3,2.9,2,2,0,0,83,81.4,0,0,0,0,0,0,19,18.6,102,100,12,11.8,52,51,32,31.4,1,1,"FAIRFIELD ISD",3,2.9,24,23.5,11,10.8,52,51
"'081904",4,3.5,0,0,0,0,77,67,4,3.5,0,0,0,0,34,29.6,115,100,11,9.6,56,48.7,25,21.7,0,0,"TEAGUE ISD",1,0.9,53,46.1,12,10.4,75,65.2
"'081905",0,0,0,0,0,0,11,31.4,0,0,0,0,0,0,24,68.6,35,100,4,11.4,20,57.1,6,17.1,0,0,"WORTHAM ISD",0,0,9,25.7,6,17.1,25,71.4
"'081906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DEW ISD",.,.,.,.,.,.,.,.
"'082902",0,0,0,0,0,0,41,67.2,20,32.8,0,0,0,0,0,0,61,100,0,0,41,67.2,57,93.4,0,0,"DILLEY ISD",2,3.3,46,75.4,12,19.7,4,6.6
"'082903",0,0,1,0.7,0,0,122,79.7,0,0,0,0,0,0,31,20.3,153,100,1,0.7,112,73.2,141,92.2,1,0.7,"PEARSALL ISD",4,2.6,64,41.8,22,14.4,9,5.9
"'083901",0,0,0,0,0,0,21,70,0,0,0,0,0,0,9,30,30,100,1,3.3,24,80,26,86.7,0,0,"SEAGRAVES ISD",5,16.7,18,60,4,13.3,3,10
"'083902",0,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,6,100,0,0,1,16.7,3,50,0,0,"LOOP ISD",0,0,4,66.7,0,0,3,50
"'083903",8,3.1,2,0.8,0,0,159,62.6,6,2.4,0,0,0,0,89,35,254,100,2,0.8,98,38.6,109,42.9,1,0.4,"SEMINOLE ISD",12,4.7,95,37.4,25,9.8,132,52
"'084802",0,0,0,0,0,0,18,60,9,30,0,0,0,0,3,10,30,100,4,13.3,14,46.7,8,26.7,0,0,"ODYSSEY ACADEMY INC",3,10,10,33.3,7,23.3,18,60
"'084804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMBASSADORS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.
"'084901",22,2.8,21,2.7,1,0.1,500,63.9,52,6.6,0,0,2,0.3,229,29.2,783,100,152,19.4,493,63,377,48.1,6,0.8,"DICKINSON ISD",47,6,491,62.7,85,10.9,204,26.1
"'084902",6,1.4,11,2.5,0,0,325,75.1,9,2.1,0,0,1,0.2,98,22.6,433,100,79,18.2,284,65.6,233,53.8,0,0,"GALVESTON ISD",35,8.1,193,44.6,26,6,104,24
"'084903",1,5.9,0,0,0,0,17,100,0,0,0,0,0,0,0,0,17,100,0,0,10,58.8,2,11.8,0,0,"HIGH ISLAND ISD",0,0,1,5.9,0,0,14,82.4
"'084906",7,1.3,2,0.4,2,0.4,472,84.3,33,5.9,0,0,0,0,55,9.8,560,100,181,32.3,448,80,216,38.6,3,0.5,"TEXAS CITY ISD",22,3.9,309,55.2,66,11.8,149,26.6
"'084908",1,1.3,0,0,0,0,61,77.2,8,10.1,0,0,0,0,10,12.7,79,100,36,45.6,55,69.6,22,27.8,0,0,"HITCHCOCK ISD",6,7.6,40,50.6,16,20.3,20,25.3
"'084909",4,1.4,0,0,1,0.3,240,81.9,11,3.8,1,0.3,2,0.7,39,13.3,293,100,2,0.7,104,35.5,70,23.9,4,1.4,"SANTA FE ISD",4,1.4,131,44.7,39,13.3,212,72.4
"'084910",129,4.1,356,11.4,5,0.2,2420,77.4,87,2.8,0,0,2,0.1,618,19.8,3127,100,253,8.1,562,18,907,29,5,0.2,"CLEAR CREEK ISD",152,4.9,1224,39.1,270,8.6,1472,47.1
"'084911",18,3.5,36,7.1,2,0.4,479,94.1,0,0,0,0,1,0.2,29,5.7,509,100,11,2.2,42,8.3,103,20.2,1,0.2,"FRIENDSWOOD ISD",7,1.4,99,19.4,36,7.1,338,66.4
"'085902",1,1.6,0,0,0,0,56,87.5,0,0,0,0,0,0,8,12.5,64,100,2,3.1,36,56.3,39,60.9,0,0,"POST ISD",2,3.1,10,15.6,2,3.1,22,34.4
"'085903",1,10,0,0,0,0,10,100,0,0,0,0,0,0,0,0,10,100,0,0,8,80,6,60,0,0,"SOUTHLAND ISD",0,0,6,60,2,20,3,30
"'086024",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DOSS CONSOLIDATED CSD",.,.,.,.,.,.,.,.
"'086901",1,0.4,1,0.4,0,0,204,82.3,1,0.4,0,0,0,0,43,17.3,248,100,1,0.4,81,32.7,101,40.7,0,0,"FREDERICKSBURG ISD",11,4.4,112,45.2,21,8.5,144,58.1
"'086902",0,0,0,0,0,0,34,85,0,0,0,0,0,0,6,15,40,100,0,0,11,27.5,7,17.5,0,0,"HARPER ISD",0,0,9,22.5,6,15,33,82.5
"'087901",0,0,0,0,0,0,17,73.9,6,26.1,0,0,0,0,0,0,23,100,0,0,9,39.1,14,60.9,0,0,"GLASSCOCK COUNTY ISD",0,0,8,34.8,0,0,9,39.1
"'088902",2,2.2,0,0,0,0,83,92.2,0,0,0,0,0,0,7,7.8,90,100,4,4.4,33,36.7,36,40,0,0,"GOLIAD ISD",1,1.1,33,36.7,11,12.2,48,53.3
"'089901",1,0.5,1,0.5,0,0,165,88.2,3,1.6,0,0,0,0,19,10.2,187,100,7,3.7,103,55.1,136,72.7,0,0,"GONZALES ISD",17,9.1,100,53.5,16,8.6,42,22.5
"'089903",1,1.4,0,0,0,0,49,66.2,9,12.2,0,0,0,0,16,21.6,74,100,1,1.4,54,73,57,77,0,0,"NIXON-SMILEY CISD",3,4.1,27,36.5,8,10.8,15,20.3
"'089905",0,0,0,0,0,0,11,61.1,0,0,0,0,0,0,7,38.9,18,100,3,16.7,17,94.4,13,72.2,0,0,"WAELDER ISD",2,11.1,9,50,3,16.7,2,11.1
"'090902",1,7.1,0,0,0,0,11,78.6,3,21.4,0,0,0,0,0,0,14,100,0,0,7,50,2,14.3,0,0,"LEFORS ISD",1,7.1,4,28.6,2,14.3,11,78.6
"'090903",1,10,0,0,0,0,10,100,0,0,0,0,0,0,0,0,10,100,0,0,3,30,3,30,0,0,"MCLEAN ISD",0,0,7,70,1,10,6,60
"'090904",5,1.9,0,0,0,0,222,86,15,5.8,0,0,0,0,21,8.1,258,100,6,2.3,127,49.2,111,43,1,0.4,"PAMPA ISD",31,12,94,36.4,37,14.3,135,52.3
"'090905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GRANDVIEW-HOPKINS ISD",.,.,.,.,.,.,.,.
"'091901",2,3,0,0,1,1.5,67,100,0,0,0,0,0,0,0,0,67,100,0,0,18,26.9,8,11.9,0,0,"BELLS ISD",0,0,26,38.8,5,7.5,56,83.6
"'091902",1,1.9,0,0,0,0,44,84.6,3,5.8,0,0,0,0,5,9.6,52,100,0,0,18,34.6,7,13.5,0,0,"COLLINSVILLE ISD",0,0,15,28.8,5,9.6,44,84.6
"'091903",26,9.1,1,0.3,0,0,154,53.8,9,3.1,1,0.3,1,0.3,121,42.3,286,100,29,10.1,125,43.7,53,18.5,6,2.1,"DENISON ISD",9,3.1,140,49,41,14.3,171,59.8
"'091905",5,6.9,0,0,0,0,59,81.9,1,1.4,0,0,0,0,12,16.7,72,100,1,1.4,22,30.6,7,9.7,3,4.2,"HOWE ISD",2,2.8,16,22.2,12,16.7,56,77.8
"'091906",19,4.7,12,2.9,1,0.2,251,61.7,67,16.5,0,0,0,0,89,21.9,407,100,57,14,265,65.1,162,39.8,6,1.5,"SHERMAN ISD",48,11.8,239,58.7,47,11.5,150,36.9
"'091907",0,0,0,0,0,0,39,97.5,0,0,0,0,0,0,1,2.5,40,100,1,2.5,18,45,13,32.5,0,0,"TIOGA ISD",3,7.5,20,50,4,10,26,65
"'091908",0,0,0,0,0,0,105,99.1,0,0,0,0,0,0,1,0.9,106,100,2,1.9,29,27.4,20,18.9,1,0.9,"VAN ALSTYNE ISD",2,1.9,9,8.5,7,6.6,83,78.3
"'091909",2,2,0,0,0,0,79,79.8,0,0,0,0,0,0,20,20.2,99,100,1,1,29,29.3,14,14.1,3,3,"WHITESBORO ISD",1,1,16,16.2,8,8.1,79,79.8
"'091910",3,5.7,0,0,0,0,51,96.2,2,3.8,0,0,0,0,0,0,53,100,1,1.9,10,18.9,6,11.3,0,0,"WHITEWRIGHT ISD",0,0,11,20.8,5,9.4,43,81.1
"'091913",7,6.9,0,0,0,0,91,90.1,1,1,0,0,2,2,7,6.9,101,100,1,1,24,23.8,7,6.9,5,5,"POTTSBORO ISD",0,0,14,13.9,8,7.9,81,80.2
"'091914",4,6.3,1,1.6,0,0,58,90.6,4,6.3,0,0,0,0,2,3.1,64,100,0,0,22,34.4,7,10.9,0,0,"S AND S CISD",1,1.6,17,26.6,4,6.3,52,81.3
"'091917",2,3,1,1.5,0,0,60,90.9,0,0,0,0,0,0,6,9.1,66,100,0,0,13,19.7,13,19.7,0,0,"GUNTER ISD",0,0,9,13.6,1,1.5,50,75.8
"'091918",3,6.4,1,2.1,0,0,0,0,47,100,0,0,0,0,0,0,47,100,2,4.3,20,42.6,5,10.6,0,0,"TOM BEAN ISD",0,0,10,21.3,4,8.5,36,76.6
"'092801",0,0,0,0,0,0,32,97,0,0,0,0,0,0,1,3,33,100,1,3,11,33.3,8,24.2,0,0,"EAST TEXAS CHARTER SCHOOLS",0,0,15,45.5,2,6.1,24,72.7
"'092901",5,5.1,1,1,0,0,92,93.9,1,1,0,0,0,0,5,5.1,98,100,17,17.3,68,69.4,21,21.4,0,0,"GLADEWATER ISD",3,3.1,26,26.5,8,8.2,54,55.1
"'092902",14,5.5,3,1.2,0,0,217,85.1,0,0,0,0,0,0,38,14.9,255,100,37,14.5,128,50.2,97,38,0,0,"KILGORE ISD",21,8.2,79,31,19,7.5,104,40.8
"'092903",15,2.5,6,1,3,0.5,471,79.3,5,0.8,0,0,0,0,118,19.9,594,100,216,36.4,380,64,239,40.2,4,0.7,"LONGVIEW ISD",26,4.4,283,47.6,51,8.6,111,18.7
"'092904",22,7.1,4,1.3,0,0,224,72,7,2.3,0,0,0,0,80,25.7,311,100,74,23.8,185,59.5,102,32.8,0,0,"PINE TREE ISD",24,7.7,145,46.6,28,9,109,35
"'092906",4,3.8,2,1.9,0,0,95,89.6,6,5.7,0,0,0,0,5,4.7,106,100,7,6.6,45,42.5,26,24.5,1,0.9,"SABINE ISD",3,2.8,24,22.6,13,12.3,66,62.3
"'092907",2,1.7,1,0.9,1,0.9,110,94,2,1.7,0,0,0,0,5,4.3,117,100,12,10.3,38,32.5,19,16.2,2,1.7,"SPRING HILL ISD",5,4.3,32,27.4,7,6,80,68.4
"'092908",3,3.6,0,0,0,0,84,100,0,0,0,0,0,0,0,0,84,100,2,2.4,27,32.1,9,10.7,2,2.4,"WHITE OAK ISD",0,0,22,26.2,9,10.7,68,81
"'093901",1,1.4,0,0,0,0,68,95.8,0,0,0,0,0,0,3,4.2,71,100,6,8.5,22,31,7,9.9,0,0,"ANDERSON-SHIRO CISD",1,1.4,6,8.5,7,9.9,57,80.3
"'093903",0,0,0,0,0,0,30,90.9,0,0,0,0,0,0,3,9.1,33,100,0,0,6,18.2,7,21.2,0,0,"IOLA ISD",0,0,15,45.5,3,9.1,26,78.8
"'093904",1,0.5,0,0,1,0.5,143,76.1,10,5.3,0,0,0,0,35,18.6,188,100,38,20.2,132,70.2,106,56.4,0,0,"NAVASOTA ISD",18,9.6,104,55.3,20,10.6,42,22.3
"'093905",1,5.9,0,0,0,0,13,76.5,0,0,0,0,0,0,4,23.5,17,100,5,29.4,13,76.5,1,5.9,0,0,"RICHARDS ISD",0,0,6,35.3,3,17.6,10,58.8
"'094901",2,0.4,4,0.9,0,0,294,65.2,14,3.1,0,0,0,0,143,31.7,451,100,14,3.1,244,54.1,311,69,0,0,"SEGUIN ISD",30,6.7,231,51.2,40,8.9,120,26.6
"'094902",86,6.5,38,2.9,2,0.2,1194,89.8,25,1.9,1,0.1,6,0.5,104,7.8,1330,100,196,14.7,251,18.9,530,39.8,5,0.4,"SCHERTZ-CIBOLO-U CITY ISD",18,1.4,523,39.3,119,8.9,473,35.6
"'094903",3,2.2,0,0,0,0,125,89.9,0,0,0,0,0,0,14,10.1,139,100,2,1.4,30,21.6,62,44.6,0,0,"NAVARRO ISD",4,2.9,59,42.4,10,7.2,72,51.8
"'094904",2,2.2,2,2.2,0,0,84,92.3,5,5.5,0,0,1,1.1,1,1.1,91,100,2,2.2,27,29.7,37,40.7,0,0,"MARION ISD",2,2.2,45,49.5,9,9.9,48,52.7
"'095901",1,1.7,0,0,0,0,54,90,0,0,0,0,0,0,6,10,60,100,2,3.3,22,36.7,38,63.3,1,1.7,"ABERNATHY ISD",1,1.7,6,10,6,10,18,30
"'095902",0,0,0,0,0,0,6,85.7,0,0,0,0,0,0,1,14.3,7,100,0,0,6,85.7,3,42.9,0,0,"COTTON CENTER ISD",0,0,0,0,2,28.6,4,57.1
"'095903",1,2.6,0,0,0,0,38,97.4,0,0,0,0,0,0,1,2.6,39,100,1,2.6,28,71.8,26,66.7,0,0,"HALE CENTER ISD",1,2.6,26,66.7,5,12.8,11,28.2
"'095904",0,0,0,0,0,0,15,78.9,0,0,0,0,0,0,4,21.1,19,100,0,0,15,78.9,14,73.7,0,0,"PETERSBURG ISD",2,10.5,11,57.9,5,26.3,5,26.3
"'095905",4,1.2,1,0.3,0,0,328,94.8,1,0.3,0,0,0,0,17,4.9,346,100,10,2.9,254,73.4,272,78.6,0,0,"PLAINVIEW ISD",10,2.9,177,51.2,45,13,59,17.1
"'096904",0,0,1,3.6,0,0,21,75,0,0,0,0,0,0,7,25,28,100,1,3.6,19,67.9,19,67.9,0,0,"MEMPHIS ISD",3,10.7,17,60.7,3,10.7,7,25
"'096905",0,0,0,0,0,0,19,95,0,0,0,0,0,0,1,5,20,100,0,0,10,50,10,50,0,0,"TURKEY-QUITAQUE ISD",0,0,7,35,3,15,10,50
"'097902",1,1.5,1,1.5,0,0,53,81.5,5,7.7,0,0,0,0,7,10.8,65,100,0,0,29,44.6,13,20,1,1.5,"HAMILTON ISD",2,3.1,12,18.5,6,9.2,49,75.4
"'097903",0,0,0,0,0,0,24,82.8,0,0,0,0,0,0,5,17.2,29,100,0,0,14,48.3,9,31,0,0,"HICO ISD",2,6.9,13,44.8,2,6.9,20,69
"'098901",1,2.8,1,2.8,0,0,32,88.9,0,0,0,0,0,0,4,11.1,36,100,0,0,17,47.2,20,55.6,0,0,"GRUVER ISD",1,2.8,22,61.1,4,11.1,14,38.9
"'098903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRINGLE-MORSE CISD",.,.,.,.,.,.,.,.
"'098904",0,0,0,0,0,0,53,93,1,1.8,0,0,0,0,3,5.3,57,100,0,0,33,57.9,38,66.7,0,0,"SPEARMAN ISD",7,12.3,32,56.1,8,14,19,33.3
"'099902",0,0,0,0,0,0,2,16.7,10,83.3,0,0,0,0,0,0,12,100,0,0,7,58.3,6,50,0,0,"CHILLICOTHE ISD",1,8.3,2,16.7,1,8.3,6,50
"'099903",1,3.3,1,3.3,0,0,26,86.7,3,10,0,0,0,0,1,3.3,30,100,1,3.3,21,70,8,26.7,0,0,"QUANAH ISD",0,0,15,50,5,16.7,19,63.3
"'100903",1,1.4,0,0,0,0,59,85.5,3,4.3,0,0,0,0,7,10.1,69,100,11,15.9,28,40.6,6,8.7,1,1.4,"KOUNTZE ISD",3,4.3,20,29,7,10.1,50,72.5
"'100904",7,3.9,1,0.6,1,0.6,133,74.7,14,7.9,0,0,0,0,31,17.4,178,100,31,17.4,84,47.2,18,10.1,3,1.7,"SILSBEE ISD",2,1.1,108,60.7,19,10.7,117,65.7
"'100905",4,2.9,2,1.4,0,0,109,78.4,28,20.1,0,0,0,0,2,1.4,139,100,14,10.1,32,23,10,7.2,0,0,"HARDIN-JEFFERSON ISD",0,0,27,19.4,9,6.5,109,78.4
"'100907",4,1.4,4,1.4,0,0,231,79.1,13,4.5,0,0,0,0,48,16.4,292,100,2,0.7,77,26.4,35,12,3,1,"LUMBERTON ISD",4,1.4,71,24.3,28,9.6,244,83.6
"'100908",0,0,0,0,0,0,28,82.4,0,0,0,0,0,0,6,17.6,34,100,1,2.9,20,58.8,0,0,0,0,"WEST HARDIN COUNTY CISD",0,0,20,58.8,2,5.9,33,97.1
"'101802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SER-NINOS CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101803",1,5,1,5,0,0,17,85,0,0,0,0,0,0,3,15,20,100,1,5,7,35,7,35,0,0,"ARISTOI CLASSICAL ACADEMY",0,0,1,5,2,10,10,50
"'101804",0,0,0,0,0,0,69,75,3,3.3,0,0,0,0,20,21.7,92,100,1,1.1,87,94.6,91,98.9,0,0,"GEORGE I SANCHEZ CHARTER",41,44.6,69,75,7,7.6,0,0
"'101806",0,0,0,0,0,0,46,95.8,0,0,0,0,0,0,2,4.2,48,100,0,0,46,95.8,48,100,0,0,"RAUL YZAGUIRRE SCHOOLS FOR SUCCESS",10,20.8,16,33.3,4,8.3,0,0
"'101810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY OF ACCELERATED LEARNING INC",.,.,.,.,.,.,.,.
"'101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCEL ACADEMY",.,.,.,.,.,.,.,.
"'101814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE VARNETT PUBLIC SCHOOL",.,.,.,.,.,.,.,.
"'101815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ALIEF MONTESSORI COMMUNITY SCHOOL",.,.,.,.,.,.,.,.
"'101819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH",.,.,.,.,.,.,.,.
"'101821",0,0,0,0,0,0,41,49.4,0,0,0,0,0,0,42,50.6,83,100,17,20.5,64,77.1,61,73.5,0,0,"HOUSTON HEIGHTS HIGH SCHOOL",1,1.2,72,86.7,10,12,5,6
"'101828",0,0,0,0,0,0,1,1.3,77,98.7,0,0,0,0,0,0,78,100,0,0,67,85.9,78,100,0,0,"HOUSTON GATEWAY ACADEMY INC",4,5.1,27,34.6,2,2.6,0,0
"'101837",0,0,0,0,0,0,41,97.6,0,0,0,0,0,0,1,2.4,42,100,2,4.8,12,28.6,31,73.8,0,0,"CALVIN NELMS CHARTER SCHOOLS",1,2.4,15,35.7,1,2.4,9,21.4
"'101838",0,0,0,0,0,0,52,64.2,1,1.2,10,12.3,0,0,18,22.2,81,100,0,0,74,91.4,73,90.1,0,0,"SOUTHWEST SCHOOL",35,43.2,73,90.1,7,8.6,8,9.9
"'101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TWO DIMENSIONS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.
"'101842",0,0,0,0,0,0,0,0,7,87.5,0,0,0,0,1,12.5,8,100,1,12.5,3,37.5,3,37.5,0,0,"COMQUEST ACADEMY",1,12.5,3,37.5,1,12.5,4,50
"'101845",0,0,7,0.6,0,0,1157,97.5,21,1.8,0,0,0,0,9,0.8,1187,100,62,5.2,1100,92.7,1101,92.8,5,0.4,"YES PREP PUBLIC SCHOOLS INC",143,12,584,49.2,76,6.4,12,1
"'101846",1,0.4,31,11.6,0,0,209,78,25,9.3,0,0,0,0,34,12.7,268,100,52,19.4,201,75,169,63.1,2,0.7,"HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH",41,15.3,148,55.2,19,7.1,13,4.9
"'101847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEATRICE MAYES INSTITUTE CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101849",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACCELERATED INTERMEDIATE ACADEMY",.,.,.,.,.,.,.,.
"'101853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMISE COMMUNITY SCHOOL",.,.,.,.,.,.,.,.
"'101855",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEYERPARK ELEMENTARY",.,.,.,.,.,.,.,.
"'101856",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRAW ACADEMY",.,.,.,.,.,.,.,.
"'101858",0,0,36,20.5,0,0,111,63.1,18,10.2,30,17,0,0,17,9.7,176,100,26,14.8,114,64.8,100,56.8,0,0,"HARMONY PUBLIC SCHOOLS - HOUSTON NORTH",14,8,75,42.6,13,7.4,14,8
"'101859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"STEP CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101861",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE RHODES SCHOOL FOR PERFORMING ARTS",.,.,.,.,.,.,.,.
"'101862",7,2.9,88,35.9,0,0,230,93.9,11,4.5,1,0.4,0,0,3,1.2,245,100,40,16.3,132,53.9,62,25.3,0,0,"HARMONY PUBLIC SCHOOLS - HOUSTON WEST",16,6.5,92,37.6,15,6.1,48,19.6
"'101864",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE LAWSON ACADEMY",.,.,.,.,.,.,.,.
"'101868",0,0,0,0,0,0,26,92.9,0,0,0,0,0,0,2,7.1,28,100,27,96.4,16,57.1,1,3.6,0,0,"THE PRO-VISION ACADEMY",0,0,25,89.3,5,17.9,0,0
"'101870",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BETA ACADEMY",.,.,.,.,.,.,.,.
"'101871",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A+ UNLIMITED POTENTIAL",.,.,.,.,.,.,.,.
"'101872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,.,.,.,.,.,.
"'101874",3,6.1,0,0,0,0,36,73.5,0,0,0,0,0,0,13,26.5,49,100,26,53.1,11,22.4,13,26.5,0,0,"LEGACY SCHOOL OF SPORT SCIENCES",0,0,18,36.7,3,6.1,7,14.3
"'101875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101877",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELEVATE COLLEGIATE CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'101902",27,0.7,52,1.4,10,0.3,2632,69,36,0.9,2,0.1,20,0.5,1123,29.5,3813,100,871,22.8,3271,85.8,2789,73.1,1,0,"ALDINE ISD",554,14.5,2657,69.7,293,7.7,63,1.7
"'101903",15,0.6,433,16.2,8,0.3,1367,51.2,554,20.8,6,0.2,2,0.1,739,27.7,2668,100,782,29.3,2139,80.2,1356,50.8,10,0.4,"ALIEF ISD",404,15.1,2156,80.8,187,7,64,2.4
"'101905",3,0.5,5,0.8,1,0.2,577,90.9,11,1.7,0,0,0,0,47,7.4,635,100,78,12.3,523,82.4,501,78.9,5,0.8,"CHANNELVIEW ISD",107,16.9,326,51.3,65,10.2,42,6.6
