DISTRICT,D20GR20N,D20GR20R,D30GR20N,D30GR20R,D40GR20N,D40GR20R,DA0GA20N,DA0GA20P,DA0GE20N,DA0GE20P,DA0GH20N,DA0GH20P,DA0GM20N,DA0GM20P,DA0GN20N,DA0GN20P,DA0GR20N,DA0GR20R,DB0GR20N,DB0GR20R,DE0GR20N,DE0GR20R,DH0GR20N,DH0GR20R,DI0GR20N,DI0GR20R,DISTNAME,DL0GR20N,DL0GR20R,DR0GR20N,DR0GR20R,DS0GR20N,DS0GR20R,DW0GR20N,DW0GR20R
"'001902",3,7.3,0,0,0,0,31,75.6,6,14.6,0,0,0,0,4,9.8,41,100,2,4.9,15,36.6,3,7.3,0,0,"CAYUGA ISD",0,0,16,39,10,24.4,33,80.5
"'001903",4,4.3,1,1.1,0,0,64,69.6,1,1.1,0,0,0,0,27,29.3,92,100,6,6.5,39,42.4,11,12,0,0,"ELKHART ISD",0,0,44,47.8,15,16.3,70,76.1
"'001904",0,0,0,0,0,0,46,90.2,0,0,0,0,0,0,5,9.8,51,100,2,3.9,19,37.3,5,9.8,1,2,"FRANKSTON ISD",1,2,16,31.4,5,9.8,43,84.3
"'001906",0,0,1,2.9,0,0,24,70.6,0,0,0,0,0,0,10,29.4,34,100,3,8.8,11,32.4,5,14.7,0,0,"NECHES ISD",0,0,10,29.4,5,14.7,25,73.5
"'001907",5,2.2,3,1.3,0,0,209,90.9,0,0,0,0,0,0,21,9.1,230,100,57,24.8,145,63,103,44.8,0,0,"PALESTINE ISD",8,3.5,135,58.7,22,9.6,62,27
"'001908",5,5.1,0,0,0,0,84,84.8,0,0,0,0,0,0,15,15.2,99,100,28,28.3,51,51.5,19,19.2,1,1,"WESTWOOD ISD",2,2,46,46.5,11,11.1,46,46.5
"'001909",0,0,0,0,0,0,23,88.5,0,0,0,0,0,0,3,11.5,26,100,0,0,10,38.5,2,7.7,0,0,"SLOCUM ISD",0,0,7,26.9,6,23.1,24,92.3
"'002901",3,1.2,0,0,0,0,209,86.7,0,0,0,0,0,0,32,13.3,241,100,2,0.8,96,39.8,165,68.5,1,0.4,"ANDREWS ISD",15,6.2,89,36.9,19,7.9,70,29
"'003801",1,1.8,3,5.3,1,1.8,49,86,2,3.5,0,0,0,0,6,10.5,57,100,12,21.1,26,45.6,9,15.8,0,0,"PINEYWOODS COMMUNITY ACADEMY",0,0,17,29.8,6,10.5,31,54.4
"'003902",5,2.5,0,0,0,0,160,78.4,13,6.4,0,0,0,0,31,15.2,204,100,19,9.3,89,43.6,44,21.6,2,1,"HUDSON ISD",1,0.5,71,34.8,14,6.9,134,65.7
"'003903",7,1.4,6,1.2,0,0,444,90.4,33,6.7,2,0.4,0,0,12,2.4,491,100,140,28.5,389,79.2,212,43.2,1,0.2,"LUFKIN ISD",36,7.3,222,45.2,60,12.2,125,25.5
"'003904",4,3.2,0,0,0,0,106,85.5,4,3.2,0,0,0,0,14,11.3,124,100,2,1.6,53,42.7,16,12.9,1,0.8,"HUNTINGTON ISD",1,0.8,32,25.8,7,5.6,101,81.5
"'003905",1,0.7,0,0,0,0,106,77.4,16,11.7,0,0,0,0,15,10.9,137,100,19,13.9,128,93.4,80,58.4,0,0,"DIBOLL ISD",6,4.4,50,36.5,13,9.5,37,27
"'003906",1,3.8,0,0,0,0,13,50,0,0,0,0,0,0,13,50,26,100,0,0,18,69.2,1,3.8,0,0,"ZAVALLA ISD",0,0,11,42.3,5,19.2,24,92.3
"'003907",3,3.1,0,0,0,0,77,79.4,5,5.2,0,0,0,0,15,15.5,97,100,5,5.2,40,41.2,13,13.4,0,0,"CENTRAL ISD",2,2.1,27,27.8,7,7.2,76,78.4
"'004901",4,1.8,4,1.8,0,0,158,72.8,0,0,0,0,0,0,59,27.2,217,100,2,0.9,126,58.1,85,39.2,0,0,"ARANSAS COUNTY ISD",5,2.3,76,35,22,10.1,122,56.2
"'005901",2,5.9,0,0,0,0,33,97.1,0,0,0,0,0,0,1,2.9,34,100,0,0,6,17.6,1,2.9,0,0,"ARCHER CITY ISD",0,0,7,20.6,2,5.9,31,91.2
"'005902",1,1.2,0,0,0,0,69,84.1,0,0,0,0,0,0,13,15.9,82,100,0,0,15,18.3,7,8.5,0,0,"HOLLIDAY ISD",0,0,17,20.7,6,7.3,74,90.2
"'005904",0,0,0,0,0,0,30,93.8,1,3.1,0,0,0,0,1,3.1,32,100,0,0,7,21.9,8,25,0,0,"WINDTHORST ISD",0,0,8,25,1,3.1,24,75
"'006902",1,5,0,0,0,0,19,95,0,0,0,0,0,0,1,5,20,100,1,5,4,20,1,5,0,0,"CLAUDE ISD",0,0,4,20,1,5,17,85
"'007901",0,0,0,0,0,0,29,74.4,5,12.8,0,0,0,0,5,12.8,39,100,0,0,26,66.7,32,82.1,0,0,"CHARLOTTE ISD",0,0,30,76.9,11,28.2,7,17.9
"'007902",3,2.6,0,0,0,0,79,68.7,2,1.7,0,0,0,0,34,29.6,115,100,0,0,64,55.7,69,60,0,0,"JOURDANTON ISD",2,1.7,45,39.1,13,11.3,43,37.4
"'007904",0,0,0,0,0,0,68,66.7,4,3.9,0,0,2,2,28,27.5,102,100,1,1,71,69.6,83,81.4,0,0,"LYTLE ISD",10,9.8,42,41.2,6,5.9,18,17.6
"'007905",2,0.8,0,0,0,0,227,88.3,1,0.4,4,1.6,1,0.4,24,9.3,257,100,1,0.4,134,52.1,176,68.5,0,0,"PLEASANTON ISD",7,2.7,105,40.9,26,10.1,78,30.4
"'007906",0,0,0,0,0,0,92,85.2,0,0,0,0,0,0,16,14.8,108,100,1,0.9,74,68.5,90,83.3,0,0,"POTEET ISD",3,2.8,63,58.3,12,11.1,17,15.7
"'008901",0,0,1,0.6,0,0,131,79.9,25,15.2,0,0,0,0,8,4.9,164,100,10,6.1,57,34.8,47,28.7,0,0,"BELLVILLE ISD",6,3.7,44,26.8,9,5.5,106,64.6
"'008902",2,1.1,5,2.6,0,0,149,78.4,1,0.5,0,0,1,0.5,39,20.5,190,100,21,11.1,92,48.4,87,45.8,1,0.5,"SEALY ISD",26,13.7,77,40.5,11,5.8,74,38.9
"'008903",0,0,1,1.4,0,0,50,71.4,15,21.4,0,0,0,0,5,7.1,70,100,8,11.4,37,52.9,34,48.6,0,0,"BRAZOS ISD",4,5.7,29,41.4,7,10,27,38.6
"'009901",0,0,0,0,0,0,72,93.5,0,0,0,0,0,0,5,6.5,77,100,0,0,63,81.8,67,87,0,0,"MULESHOE ISD",6,7.8,29,37.7,9,11.7,10,13
"'010901",1,4.2,0,0,0,0,17,70.8,0,0,0,0,0,0,7,29.2,24,100,1,4.2,16,66.7,3,12.5,0,0,"MEDINA ISD",0,0,11,45.8,3,12.5,19,79.2
"'010902",5,3.6,0,0,0,0,116,83.5,4,2.9,0,0,0,0,19,13.7,139,100,0,0,44,31.7,51,36.7,0,0,"BANDERA ISD",2,1.4,25,18,18,12.9,83,59.7
"'011901",28,3.4,5,0.6,1,0.1,570,69.9,15,1.8,0,0,1,0.1,229,28.1,815,100,39,4.8,497,61,530,65,2,0.2,"BASTROP ISD",99,12.1,395,48.5,56,6.9,210,25.8
"'011902",6,1.9,1,0.3,0,0,292,94.5,8,2.6,0,0,0,0,9,2.9,309,100,32,10.4,202,65.4,199,64.4,0,0,"ELGIN ISD",31,10,150,48.5,25,8.1,71,23
"'011904",5,4.2,1,0.8,0,0,82,69.5,5,4.2,0,0,2,1.7,29,24.6,118,100,11,9.3,61,51.7,47,39.8,1,0.8,"SMITHVILLE ISD",5,4.2,58,49.2,16,13.6,53,44.9
"'011905",0,0,0,0,0,0,12,75,2,12.5,0,0,0,0,2,12.5,16,100,0,0,9,56.3,10,62.5,0,0,"MCDADE ISD",1,6.3,4,25,2,12.5,6,37.5
"'012901",2,5.4,0,0,0,0,33,89.2,1,2.7,0,0,0,0,3,8.1,37,100,0,0,21,56.8,9,24.3,0,0,"SEYMOUR ISD",0,0,7,18.9,4,10.8,26,70.3
"'013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST MARY'S ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'013901",6,2.5,1,0.4,0,0,183,75,25,10.2,0,0,0,0,36,14.8,244,100,7,2.9,196,80.3,195,79.9,0,0,"BEEVILLE ISD",2,0.8,140,57.4,24,9.8,35,14.3
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAWNEE ISD",.,.,.,.,.,.,.,.
"'013903",2,5.4,0,0,0,0,26,70.3,6,16.2,0,0,0,0,5,13.5,37,100,2,5.4,29,78.4,24,64.9,0,0,"PETTUS ISD",0,0,20,54.1,3,8.1,9,24.3
"'013905",0,0,2,3.2,1,1.6,59,93.7,0,0,0,0,0,0,4,6.3,63,100,0,0,38,60.3,46,73,0,0,"SKIDMORE-TYNAN ISD",0,0,19,30.2,7,11.1,14,22.2
"'014801",9,2,1,0.2,0,0,295,64.6,27,5.9,2,0.4,10,2.2,123,26.9,457,100,55,12,318,69.6,294,64.3,2,0.4,"RICHARD MILBURN ALTER HIGH SCHOOL",43,9.4,392,85.8,65,14.2,96,21
"'014803",1,6.7,0,0,0,0,5,33.3,4,26.7,0,0,0,0,6,40,15,100,2,13.3,3,20,5,33.3,0,0,"PRIORITY CHARTER SCHOOLS",0,0,8,53.3,5,33.3,7,46.7
"'014804",2,2.2,3,3.3,1,1.1,84,93.3,1,1.1,0,0,0,0,5,5.6,90,100,1,1.1,6,6.7,17,18.9,0,0,"ORENDA CHARTER SCHOOL",0,0,25,27.8,3,3.3,66,73.3
"'014901",5,4.7,1,0.9,1,0.9,88,82.2,2,1.9,0,0,0,0,17,15.9,107,100,4,3.7,29,27.1,22,20.6,0,0,"ACADEMY ISD",0,0,26,24.3,12,11.2,74,69.2
"'014902",0,0,0,0,0,0,21,100,0,0,0,0,0,0,0,0,21,100,1,4.8,17,81,12,57.1,0,0,"BARTLETT ISD",1,4.8,4,19,1,4.8,8,38.1
"'014903",29,3.6,21,2.6,2,0.2,669,82,13,1.6,0,0,1,0.1,133,16.3,816,100,64,7.8,325,39.8,261,32,3,0.4,"BELTON ISD",30,3.7,322,39.5,87,10.7,436,53.4
"'014905",0,0,0,0,0,0,49,92.5,2,3.8,0,0,0,0,2,3.8,53,100,3,5.7,26,49.1,17,32.1,0,0,"HOLLAND ISD",1,1.9,11,20.8,4,7.5,33,62.3
"'014906",158,6.4,81,3.3,59,2.4,1883,75.9,144,5.8,0,0,11,0.4,443,17.9,2481,100,941,37.9,1170,47.2,739,29.8,7,0.3,"KILLEEN ISD",133,5.4,1393,56.1,265,10.7,496,20
"'014907",0,0,1,1.6,0,0,51,81,6,9.5,0,0,0,0,6,9.5,63,100,2,3.2,29,46,14,22.2,1,1.6,"ROGERS ISD",0,0,30,47.6,7,11.1,45,71.4
"'014908",6,4,0,0,0,0,118,78.7,1,0.7,0,0,0,0,31,20.7,150,100,1,0.7,24,16,28,18.7,0,0,"SALADO ISD",6,4,29,19.3,7,4.7,115,76.7
"'014909",15,2.7,13,2.3,3,0.5,393,69.9,2,0.4,0,0,8,1.4,159,28.3,562,100,150,26.7,333,59.3,256,45.6,1,0.2,"TEMPLE ISD",35,6.2,355,63.2,59,10.5,124,22.1
"'014910",1,0.9,0,0,0,0,97,86.6,0,0,0,0,0,0,15,13.4,112,100,3,2.7,43,38.4,25,22.3,0,0,"TROY ISD",4,3.6,22,19.6,10,8.9,83,74.1
"'015801",1,0.8,0,0,0,0,5,4.1,67,54.5,9,7.3,24,19.5,18,14.6,123,100,1,0.8,109,88.6,120,97.6,0,0,"POR VIDA ACADEMY",6,4.9,95,77.2,19,15.4,1,0.8
"'015802",1,4.2,0,0,0,0,0,0,23,95.8,0,0,0,0,1,4.2,24,100,11,45.8,24,100,11,45.8,0,0,"GEORGE GERVIN ACADEMY",1,4.2,20,83.3,6,25,1,4.2
"'015805",0,0,0,0,0,0,59,93.7,4,6.3,0,0,0,0,0,0,63,100,0,0,47,74.6,62,98.4,0,0,"NEW FRONTIERS PUBLIC SCHOOLS INC",7,11.1,16,25.4,0,0,1,1.6
"'015806",1,5.3,0,0,1,5.3,19,100,0,0,0,0,0,0,0,0,19,100,3,15.8,14,73.7,13,68.4,0,0,"SCHOOL OF EXCELLENCE IN EDUCATION",0,0,13,68.4,1,5.3,1,5.3
"'015807",0,0,0,0,0,0,30,58.8,1,2,0,0,0,0,20,39.2,51,100,11,21.6,40,78.4,36,70.6,0,0,"SOUTHWEST PREPARATORY SCHOOL",2,3.9,32,62.7,8,15.7,4,7.8
"'015808",0,0,0,0,0,0,9,45,11,55,0,0,0,0,0,0,20,100,1,5,5,25,13,65,0,0,"INSPIRE ACADEMIES",0,0,4,20,4,20,6,30
"'015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEXAR COUNTY ACADEMY",.,.,.,.,.,.,.,.
"'015814",0,0,0,0,0,0,16,55.2,0,0,0,0,0,0,13,44.8,29,100,2,6.9,27,93.1,26,89.7,0,0,"POSITIVE SOLUTIONS CHARTER SCHOOL",1,3.4,16,55.2,1,3.4,1,3.4
"'015815",0,0,0,0,0,0,23,85.2,0,0,0,0,0,0,4,14.8,27,100,0,0,13,48.1,26,96.3,0,0,"HERITAGE ACADEMY",12,44.4,19,70.4,0,0,1,3.7
"'015822",2,1.4,1,0.7,0,0,125,86.8,0,0,0,0,0,0,19,13.2,144,100,5,3.5,120,83.3,130,90.3,0,0,"JUBILEE ACADEMIES",23,16,93,64.6,17,11.8,6,4.2
"'015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LIGHTHOUSE PUBLIC SCHOOLS",.,.,.,.,.,.,.,.
"'015827",2,2.9,1,1.4,0,0,69,100,0,0,0,0,0,0,0,0,69,100,5,7.2,37,53.6,39,56.5,0,0,"SCHOOL OF SCIENCE AND TECHNOLOGY",5,7.2,24,34.8,6,8.7,22,31.9
"'015828",2,0.9,3,1.3,1,0.4,210,90.9,14,6.1,0,0,0,0,7,3,231,100,9,3.9,181,78.4,204,88.3,0,0,"HARMONY SCIENCE ACAD (SAN ANTONIO)",35,15.2,138,59.7,22,9.5,12,5.2
"'015830",2,1.3,1,0.7,0,0,135,90,14,9.3,0,0,0,0,1,0.7,150,100,2,1.3,86,57.3,133,88.7,0,0,"BROOKS ACADEMIES OF TEXAS",5,3.3,56,37.3,10,6.7,12,8
"'015831",1,5.3,0,0,0,0,17,89.5,0,0,0,0,0,0,2,10.5,19,100,3,15.8,11,57.9,14,73.7,0,0,"SCHOOL OF SCIENCE AND TECHNOLOGY D",2,10.5,13,68.4,7,36.8,1,5.3
"'015833",0,0,0,0,1,2.9,1,2.9,31,91.2,0,0,0,0,2,5.9,34,100,1,2.9,18,52.9,30,88.2,1,2.9,"HENRY FORD ACADEMY ALAMEDA SCHOOL",0,0,8,23.5,2,5.9,1,2.9
"'015834",8,10.3,15,19.2,0,0,78,100,0,0,0,0,0,0,0,0,78,100,1,1.3,6,7.7,27,34.6,1,1.3,"BASIS TEXAS",0,0,3,3.8,0,0,26,33.3
"'015835",0,0,1,2.3,0,0,43,97.7,1,2.3,0,0,0,0,0,0,44,100,1,2.3,11,25,19,43.2,0,0,"GREAT HEARTS TEXAS",1,2.3,4,9.1,1,2.3,23,52.3
"'015836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ELEANOR KOLITZ HEBREW LANGUAGE ACA",.,.,.,.,.,.,.,.
"'015838",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMPASS ROSE ACADEMY",.,.,.,.,.,.,.,.
"'015839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMESA ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.
"'015840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN ANTONIO PREPARATORY CHARTER SC",.,.,.,.,.,.,.,.
"'015841",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE GATHERING PLACE",.,.,.,.,.,.,.,.
"'015901",5,1.2,12,2.9,0,0,365,89,1,0.2,0,0,1,0.2,43,10.5,410,100,8,2,59,14.4,153,37.3,4,1,"ALAMO HEIGHTS ISD",8,2,77,18.8,27,6.6,228,55.6
"'015904",1,0.1,0,0,0,0,754,81.7,3,0.3,0,0,0,0,166,18,923,100,1,0.1,772,83.6,901,97.6,0,0,"HARLANDALE ISD",87,9.4,581,62.9,94,10.2,20,2.2
"'015905",1,0.2,4,0.9,0,0,294,65.2,109,24.2,0,0,4,0.9,44,9.8,451,100,9,2,379,84,435,96.5,0,0,"EDGEWOOD ISD",53,11.8,284,63,64,14.2,2,0.4
"'015906",13,11,5,4.2,3,2.5,114,96.6,2,1.7,0,0,0,0,2,1.7,118,100,28,23.7,6,5.1,28,23.7,0,0,"RANDOLPH FIELD ISD",0,0,12,10.2,5,4.2,41,34.7
"'015907",10,0.4,16,0.6,0,0,2196,84,80,3.1,26,1,20,0.8,292,11.2,2614,100,151,5.8,2223,85,2393,91.5,1,0,"SAN ANTONIO ISD",310,11.9,1841,70.4,250,9.6,43,1.6
"'015908",0,0,0,0,0,0,437,80.6,0,0,0,0,0,0,105,19.4,542,100,7,1.3,449,82.8,521,96.1,1,0.2,"SOUTH SAN ANTONIO ISD",49,9,323,59.6,46,8.5,13,2.4
"'015909",1,0.4,0,0,1,0.4,226,86.9,0,0,0,0,0,0,34,13.1,260,100,1,0.4,198,76.2,229,88.1,1,0.4,"SOMERSET ISD",7,2.7,95,36.5,25,9.6,27,10.4
"'015910",153,3.1,205,4.2,8,0.2,3809,77.4,32,0.7,0,0,27,0.5,1052,21.4,4920,100,357,7.3,1816,36.9,2821,57.3,12,0.2,"NORTH EAST ISD",250,5.1,2006,40.8,335,6.8,1364,27.7
"'015911",7,0.9,7,0.9,1,0.1,557,75,56,7.5,0,0,1,0.1,129,17.4,743,100,78,10.5,444,59.8,527,70.9,0,0,"EAST CENTRAL ISD",31,4.2,437,58.8,68,9.2,123,16.6
"'015912",2,0.2,0,0,1,0.1,666,77.1,20,2.3,0,0,0,0,178,20.6,864,100,22,2.5,725,83.9,796,92.1,0,0,"SOUTHWEST ISD",73,8.4,580,67.1,114,13.2,43,5
"'015913",5,12.5,3,7.5,0,0,29,72.5,4,10,0,0,0,0,7,17.5,40,100,5,12.5,6,15,10,25,0,0,"LACKLAND ISD",0,0,3,7.5,4,10,17,42.5
"'015914",11,12,0,0,0,0,87,94.6,0,0,0,0,0,0,5,5.4,92,100,16,17.4,28,30.4,43,46.7,2,2.2,"FT SAM HOUSTON ISD",0,0,13,14.1,7,7.6,20,21.7
"'015915",196,2.7,247,3.4,27,0.4,6267,86.3,51,0.7,0,0,0,0,940,13,7258,100,549,7.6,2616,36,4890,67.4,9,0.1,"NORTHSIDE ISD",304,4.2,2491,34.3,613,8.4,1340,18.5
"'015916",42,2.6,44,2.7,4,0.2,1266,79,73,4.6,0,0,3,0.2,260,16.2,1602,100,400,25,951,59.4,885,55.2,4,0.2,"JUDSON ISD",92,5.7,1196,74.7,157,9.8,223,13.9
"'015917",1,0.3,0,0,0,0,310,80.9,9,2.3,0,0,0,0,64,16.7,383,100,7,1.8,298,77.8,352,91.9,0,0,"SOUTHSIDE ISD",41,10.7,199,52,43,11.2,23,6
"'016901",4,6.2,0,0,0,0,55,84.6,0,0,0,0,0,0,10,15.4,65,100,0,0,19,29.2,17,26.2,0,0,"JOHNSON CITY ISD",3,4.6,24,36.9,7,10.8,44,67.7
"'016902",0,0,1,1.4,0,0,70,95.9,0,0,0,0,0,0,3,4.1,73,100,1,1.4,28,38.4,24,32.9,0,0,"BLANCO ISD",5,6.8,19,26,4,5.5,47,64.4
"'017901",0,0,0,0,0,0,21,95.5,0,0,0,0,0,0,1,4.5,22,100,1,4.5,4,18.2,3,13.6,0,0,"BORDEN COUNTY ISD",1,4.5,2,9.1,1,4.5,18,81.8
"'018901",4,5.3,2,2.7,0,0,57,76,13,17.3,0,0,0,0,5,6.7,75,100,2,2.7,32,42.7,19,25.3,2,2.7,"CLIFTON ISD",2,2.7,13,17.3,11,14.7,46,61.3
"'018902",1,3.6,0,0,0,0,24,85.7,0,0,0,0,0,0,4,14.3,28,100,4,14.3,15,53.6,8,28.6,0,0,"MERIDIAN ISD",0,0,7,25,4,14.3,15,53.6
"'018903",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1,50,2,100,0,0,1,50,0,0,0,0,"MORGAN ISD",0,0,0,0,0,0,2,100
"'018904",1,1.4,0,0,0,0,61,87.1,2,2.9,0,0,0,0,7,10,70,100,3,4.3,38,54.3,21,30,0,0,"VALLEY MILLS ISD",2,2.9,32,45.7,10,14.3,45,64.3
"'018905",0,0,0,0,0,0,9,90,0,0,0,0,0,0,1,10,10,100,0,0,7,70,5,50,0,0,"WALNUT SPRINGS ISD",1,10,4,40,2,20,5,50
"'018906",0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,7,100,0,0,6,85.7,2,28.6,0,0,"IREDELL ISD",0,0,3,42.9,0,0,5,71.4
"'018907",0,0,0,0,0,0,0,0,3,33.3,6,66.7,0,0,0,0,9,100,0,0,7,77.8,2,22.2,0,0,"KOPPERL ISD",0,0,2,22.2,2,22.2,7,77.8
"'018908",0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,9,100,0,0,5,55.6,3,33.3,0,0,"CRANFILLS GAP ISD",1,11.1,2,22.2,0,0,6,66.7
"'019901",5,8.2,0,0,0,0,49,80.3,7,11.5,0,0,0,0,5,8.2,61,100,6,9.8,28,45.9,6,9.8,1,1.6,"DEKALB ISD",0,0,11,18,6,9.8,43,70.5
"'019902",4,5.2,0,0,0,0,37,48.1,3,3.9,0,0,0,0,37,48.1,77,100,13,16.9,40,51.9,6,7.8,1,1.3,"HOOKS ISD",2,2.6,24,31.2,12,15.6,53,68.8
"'019903",0,0,0,0,0,0,14,45.2,15,48.4,0,0,0,0,2,6.5,31,100,2,6.5,16,51.6,1,3.2,0,0,"MAUD ISD",0,0,4,12.9,0,0,28,90.3
"'019905",5,4.7,0,0,1,0.9,80,75.5,1,0.9,0,0,0,0,25,23.6,106,100,21,19.8,51,48.1,6,5.7,0,0,"NEW BOSTON ISD",0,0,45,42.5,14,13.2,73,68.9
"'019906",1,1.2,3,3.7,0,0,54,65.9,3,3.7,0,0,1,1.2,24,29.3,82,100,2,2.4,27,32.9,6,7.3,0,0,"REDWATER ISD",1,1.2,25,30.5,5,6.1,70,85.4
"'019907",13,2.9,8,1.8,0,0,407,90.8,3,0.7,0,0,0,0,38,8.5,448,100,171,38.2,226,50.4,70,15.6,1,0.2,"TEXARKANA ISD",10,2.2,119,26.6,35,7.8,185,41.3
"'019908",3,2.1,0,0,0,0,75,52.4,11,7.7,0,0,0,0,57,39.9,143,100,87,60.8,105,73.4,8,5.6,0,0,"LIBERTY-EYLAU ISD",0,0,82,57.3,15,10.5,45,31.5
"'019909",1,2.8,0,0,0,0,20,55.6,4,11.1,0,0,0,0,12,33.3,36,100,0,0,20,55.6,2,5.6,0,0,"SIMMS ISD",0,0,12,33.3,3,8.3,33,91.7
"'019910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MALTA ISD",.,.,.,.,.,.,.,.
"'019911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RED LICK ISD",.,.,.,.,.,.,.,.
"'019912",7,4.4,8,5.1,0,0,146,92.4,1,0.6,0,0,0,0,11,7,158,100,26,16.5,36,22.8,14,8.9,0,0,"PLEASANT GROVE ISD",1,0.6,34,21.5,16,10.1,103,65.2
"'019913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUBBARD ISD",.,.,.,.,.,.,.,.
"'019914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEARY ISD",.,.,.,.,.,.,.,.
"'020901",33,1.9,160,9.2,3,0.2,1413,81.2,44,2.5,3,0.2,23,1.3,258,14.8,1741,100,423,24.3,818,47,709,40.7,4,0.2,"ALVIN ISD",84,4.8,526,30.2,181,10.4,409,23.5
"'020902",12,2.5,0,0,0,0,339,69.6,35,7.2,0,0,3,0.6,110,22.6,487,100,47,9.7,283,58.1,261,53.6,1,0.2,"ANGLETON ISD",20,4.1,303,62.2,39,8,166,34.1
"'020904",1,1.7,0,0,0,0,59,98.3,0,0,0,0,0,0,1,1.7,60,100,0,0,7,11.7,11,18.3,0,0,"DANBURY ISD",0,0,14,23.3,5,8.3,48,80
"'020905",17,2,11,1.3,0,0,664,78.6,54,6.4,1,0.1,1,0.1,125,14.8,845,100,67,7.9,381,45.1,456,54,5,0.6,"BRAZOSPORT ISD",43,5.1,290,34.3,70,8.3,289,34.2
"'020906",7,5.4,0,0,0,0,112,86.2,1,0.8,0,0,0,0,17,13.1,130,100,13,10,54,41.5,25,19.2,0,0,"SWEENY ISD",0,0,67,51.5,10,7.7,85,65.4
"'020907",5,2.5,0,0,0,0,173,86.1,0,0,0,0,0,0,28,13.9,201,100,23,11.4,99,49.3,53,26.4,1,0.5,"COLUMBIA-BRAZORIA ISD",1,0.5,47,23.4,21,10.4,119,59.2
"'020908",37,2.1,193,11.2,2,0.1,1439,83.6,8,0.5,1,0.1,5,0.3,269,15.6,1722,100,293,17,438,25.4,540,31.4,11,0.6,"PEARLAND ISD",35,2,561,32.6,181,10.5,646,37.5
"'020910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DAMON ISD",.,.,.,.,.,.,.,.
"'021803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRAZOS SCHOOL FOR INQUIRY & CREATI",.,.,.,.,.,.,.,.
"'021805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARROW ACADEMY",.,.,.,.,.,.,.,.
"'021901",23,2.6,64,7.2,0,0,728,82,0,0,0,0,1,0.1,159,17.9,888,100,115,13,249,28,199,22.4,3,0.3,"COLLEGE STATION ISD",27,3,246,27.7,70,7.9,484,54.5
"'021902",10,1,3,0.3,1,0.1,889,85.3,1,0.1,0,0,2,0.2,150,14.4,1042,100,189,18.1,690,66.2,597,57.3,0,0,"BRYAN ISD",132,12.7,689,66.1,84,8.1,242,23.2
"'022004",0,0,0,0,0,0,6,60,2,20,0,0,0,0,2,20,10,100,0,0,8,80,9,90,0,0,"TERLINGUA CSD",6,60,7,70,1,10,1,10
"'022901",2,2.9,3,4.3,0,0,54,77.1,7,10,0,0,0,0,9,12.9,70,100,2,2.9,24,34.3,45,64.3,0,0,"ALPINE ISD",5,7.1,20,28.6,6,8.6,18,25.7
"'022902",0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,3,100,0,0,1,33.3,2,66.7,0,0,"MARATHON ISD",0,0,1,33.3,0,0,1,33.3
"'022903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN VICENTE ISD",.,.,.,.,.,.,.,.
"'023902",0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,10,100,1,10,6,60,4,40,0,0,"SILVERTON ISD",0,0,1,10,0,0,5,50
